FID,TEHSIL,SUBDIVISIO,DISTRICT,STATE,SID,DID,TID,VILL_CODE,VID,NAME
3917,BAGEPALLI, ,CHIKBALLAPUR,KARNATAKA,29,28,4,0,2.93E+15,Bagepalli
3952,SIDLAGHATTA, ,CHIKBALLAPUR,KARNATAKA,29,28,5,0,2.93E+15,Sidlaghatta
3956,CHINTAMANI, ,CHIKBALLAPUR,KARNATAKA,29,28,6,0,2.93E+15,Chintamani
3991,GOWRIBIDANUR, ,CHIKBALLAPUR,KARNATAKA,29,28,1,0,2.93E+15,Gauribidanur
3612,CHIKMAGALUR, ,CHIKMAGALUR,KARNATAKA,29,17,6,0,2.92E+15,Chikmagalur
3982,KOPPA, ,CHIKMAGALUR,KARNATAKA,29,17,2,0,2.92E+15,Koppa
4015,KADUR, ,CHIKMAGALUR,KARNATAKA,29,17,5,0,2.92E+15,Kadur
4023,NARASIMHARAJAPURA, ,CHIKMAGALUR,KARNATAKA,29,17,3,0,2.92E+15,Narasimharajapura
4048,MUDIGERE, ,CHIKMAGALUR,KARNATAKA,29,17,7,0,2.92E+15,Mudigere
4084,SRINGERI, ,CHIKMAGALUR,KARNATAKA,29,17,1,0,2.92E+15,Sringeri
4086,TARIKERE, ,CHIKMAGALUR,KARNATAKA,29,17,4,0,2.92E+15,Tarikere
3936,CHALLAKERE, ,CHITRADURGA,KARNATAKA,29,13,2,0,2.92E+15,Challakere
3984,CHITRADURGA, ,CHITRADURGA,KARNATAKA,29,13,3,0,2.92E+15,Chitradurga
3998,HIRIYUR, ,CHITRADURGA,KARNATAKA,29,13,6,0,2.92E+15,Hiriyur
3999,HOLALKERE, ,CHITRADURGA,KARNATAKA,29,13,4,0,2.92E+15,Holalkere
4003,HOSADURGA, ,CHITRADURGA,KARNATAKA,29,13,5,0,2.92E+15,Hosadurga
4044,MOLAKALMURU, ,CHITRADURGA,KARNATAKA,29,13,1,0,2.92E+15,Molakalmuru
3887,SULYA, ,DAKSHIN KANNADA,KARNATAKA,29,24,5,0,2.92E+15,Sulya
3926,BELTHANGADI, ,DAKSHIN KANNADA,KARNATAKA,29,24,3,0,2.92E+15,Beltangadi
3932,BUNTWAL, ,DAKSHIN KANNADA,KARNATAKA,29,24,2,0,2.92E+15,Bantval
4041,MANGALORE, ,DAKSHIN KANNADA,KARNATAKA,29,24,1,0,2.92E+15,Mangalore
4067,PUTTUR, ,DAKSHIN KANNADA,KARNATAKA,29,24,4,0,2.92E+15,Puttur
3937,CHANNAGIRI, ,DAVANGERE,KARNATAKA,29,14,6,0,2.91E+15,Channagiri
3985,DAVANGERE, ,DAVANGERE,KARNATAKA,29,14,4,0,2.91E+15,Davanagere
3993,HARPANAHALLI, ,DAVANGERE,KARNATAKA,29,14,2,0,2.91E+15,Harapanahalli
4002,HONNALI, ,DAVANGERE,KARNATAKA,29,14,5,0,2.91E+15,Honnali
4013,JAGALUR, ,DAVANGERE,KARNATAKA,29,14,3,0,2.91E+15,Jagalur
4075,HARIHAR, ,DAVANGERE,KARNATAKA,29,14,1, , , 
3988,DHARWAD, ,DHARWAD,KARNATAKA,29,9,1,0,2.91E+15,Dharwad
4007,HUBLI CHAK, ,DHARWAD,KARNATAKA,29,9,3,0,2.91E+15,Hubli
4008,HUBLI, ,DHARWAD,KARNATAKA,29,9,3,0,2.91E+15,Hubli
4016,KALGHATGI, ,DHARWAD,KARNATAKA,29,9,4,0,2.91E+15,Kalghatgi
4032,KUNDGOL, ,DHARWAD,KARNATAKA,29,9,5,0,2.91E+15,Kundgol
4064,NAVALGUND, ,DHARWAD,KARNATAKA,29,9,2,0,2.91E+15,Navalgund
3790,GADAG, ,GADAG,KARNATAKA,29,8,3,0,2.91E+15,Gadag
4024,NARGUND, ,GADAG,KARNATAKA,29,8,1,0,2.91E+15,Nargund
4050,MUNDARGI, ,GADAG,KARNATAKA,29,8,5,0,2.91E+15,Mundargi
4071,RON, ,GADAG,KARNATAKA,29,8,2,0,2.91E+15,Ron
4078,SHIRHATTI, ,GADAG,KARNATAKA,29,8,4,0,2.91E+15,Shirhatti
3449,JEVARGI, ,GULBARGA,KARNATAKA,29,4,7,0,2.90E+15,Jevargi
3911,AFZALPUR, ,GULBARGA,KARNATAKA,29,4,2,0,2.90E+15,Afzalpur
3912,ALAND, ,GULBARGA,KARNATAKA,29,4,1,0,2.90E+15,Aland
3955,CHINCHOLI, ,GULBARGA,KARNATAKA,29,4,4,0,2.90E+15,Chincholi
3957,CHITAPUR, ,GULBARGA,KARNATAKA,29,4,6,0,2.90E+15,Chitapur
3970,SEDAM, ,GULBARGA,KARNATAKA,29,4,5,0,2.90E+15,Sedam
3992,GULBARGA, ,GULBARGA,KARNATAKA,29,4,3,0,2.90E+15,Gulbarga
3349,ALUR, ,HASSAN,KARNATAKA,29,23,5,0,2.92E+15,Alur
3757,ARAKALGUD, ,HASSAN,KARNATAKA,29,23,6,0,2.92E+15,Arkalgud
3910,ARASIKERE, ,HASSAN,KARNATAKA,29,23,3,0,2.92E+15,Arsikere
3927,BELUR, ,HASSAN,KARNATAKA,29,23,2,0,2.92E+15,Belur
3949,CHANNARAYAPATNA, ,HASSAN,KARNATAKA,29,23,8,0,2.92E+15,Channarayapatna
3994,HASSAN, ,HASSAN,KARNATAKA,29,23,4,0,2.92E+15,Hassan
4000,HOLE NARASIPURA, ,HASSAN,KARNATAKA,29,23,7,0,2.92E+15,Hole Narsipur
4073,SAKALESHPUR, ,HASSAN,KARNATAKA,29,23,1,0,2.92E+15,Sakleshpur
3792,HANGAL, ,HAVERI,KARNATAKA,29,11,3,0,2.91E+15,Hangal
3935,BYADGI, ,HAVERI,KARNATAKA,29,11,5,0,2.91E+15,Byadgi
3944,SHIGGAON, ,HAVERI,KARNATAKA,29,11,1,0,2.91E+15,Shiggaon
3951,RANIBENNURU, ,HAVERI,KARNATAKA,29,11,7,0,2.91E+15,Ranibennur
3969,SAVANUR, ,HAVERI,KARNATAKA,29,11,2,0,2.91E+15,Savanur
3995,HAVERI, ,HAVERI,KARNATAKA,29,11,4,0,2.91E+15,Haveri
3997,HIREKERUR, ,HAVERI,KARNATAKA,29,11,6,0,2.91E+15,Hirekerur
4043,MERCARA, ,KODAGU,KARNATAKA,29,25,1,0,2.93E+15,Madikeri
4057,SOMVARPET, ,KODAGU,KARNATAKA,29,25,2,0,2.93E+15,Somvarpet
4088,VIRAJPET, ,KODAGU,KARNATAKA,29,25,3,0,2.93E+15,Virajpet
3886,SRINIVASAPURA, ,KOLAR,KARNATAKA,29,19,7,0,2.92E+15,Srinivaspur
3921,BANGARAPET, ,KOLAR,KARNATAKA,29,19,10,0,2.92E+15,Bangarapet
4018,KOLAR, ,KOLAR,KARNATAKA,29,19,8,0,2.92E+15,Kolar
4039,MALUR, ,KOLAR,KARNATAKA,29,19,9,0,2.92E+15,Malur
4049,MULBAGAL, ,KOLAR,KARNATAKA,29,19,11,0,2.92E+15,Mulbagal
3983,KOPPAL, ,KOPPAL,KARNATAKA,29,7,4,0,2.91E+15,Koppal
3989,GANGAVATI, ,KOPPAL,KARNATAKA,29,7,3,0,2.91E+15,Gangawati
4034,KUSHTAGI, ,KOPPAL,KARNATAKA,29,7,2,0,2.91E+15,Kushtagi
4094,YALBURGA, ,KOPPAL,KARNATAKA,29,7,1,0,2.91E+15,Yelbarga
3942,KRISHNARUJPET, ,MANDHYA,KARNATAKA,29,22,1,0,2.92E+15,Krishnarajpet
4035,MADDUR, ,MANDHYA,KARNATAKA,29,22,6,0,2.92E+15,Maddur
4038,MALAVALLI, ,MANDHYA,KARNATAKA,29,22,7,0,2.92E+15,Malavalli
4040,MANDYA, ,MANDHYA,KARNATAKA,29,22,5,0,2.92E+15,Mandya
4053,NAGAMANGALA, ,MANDHYA,KARNATAKA,29,22,2,0,2.92E+15,Nagamangala
4066,PUNDAVAPURA, ,MANDHYA,KARNATAKA,29,22,3,0,2.92E+15,Pandavapura
4080,SHRIRANGAPATTANA, ,MANDHYA,KARNATAKA,29,22,4,0,2.92E+15,Shrirangapattana
3611,TIRUMAKUDALNARSIPUR, ,MYSORE,KARNATAKA,29,26,7,0,2.93E+15,Tirumakudal Narsipur
3916,PIRIYAPATNA, ,MYSORE,KARNATAKA,29,26,1,0,2.93E+15,Piriyapatna
3941,KRISHNARAJA NAGAR, ,MYSORE,KARNATAKA,29,26,3,0,2.93E+15,Krishnarajanagara
3996,HEGGADADEVANAKOTE, ,MYSORE,KARNATAKA,29,26,5,0,2.93E+15,Heggadadevankote
4012,HUNUSUR, ,MYSORE,KARNATAKA,29,26,2,0,2.93E+15,Hunsur
4052,MYSORE, ,MYSORE,KARNATAKA,29,26,4,0,2.93E+15,Mysore
4054,NANJANGUD, ,MYSORE,KARNATAKA,29,26,6,0,2.93E+15,Nanjangud
3986,DEVADURGA, ,RAICHUR,KARNATAKA,29,6,2,0,2.91E+15,Devadurga
4042,MANVI, ,RAICHUR,KARNATAKA,29,6,4,0,2.91E+15,Manvi
4046,LINGA SUGUR (MUDGAL), ,RAICHUR,KARNATAKA,29,6,1,0,2.91E+15,Lingsugur
4068,RAICHUR, ,RAICHUR,KARNATAKA,29,6,3,0,2.91E+15,Raichur
4082,SINDHNUR, ,RAICHUR,KARNATAKA,29,6,5,0,2.91E+15,Sindhnur
3938,CHANNAPATNA, ,RAMNAGAR,KARNATAKA,29,29,7,0,2.93E+15,Channapatna
4017,KANAKAPURA, ,RAMNAGAR,KARNATAKA,29,29,8,0,2.93E+15,Kanakapura
4037,MAGADI, ,RAMNAGAR,KARNATAKA,29,29,5,0,2.93E+15,Magadi
4069,RAMANAGARAM, ,RAMNAGAR,KARNATAKA,29,29,6,0,2.93E+15,Ramanagaram
3928,BHADRAVATHI, ,SHIMOGA,KARNATAKA,29,15,7,0,2.92E+15,Bhadravati
4004,HOSANAGARA, ,SHIMOGA,KARNATAKA,29,15,4,0,2.92E+15,Hosanagara
4058,SORBA, ,SHIMOGA,KARNATAKA,29,15,2,0,2.92E+15,Sorab
4072,SAGAR, ,SHIMOGA,KARNATAKA,29,15,1,0,2.92E+15,Sagar
4076,SHIKARPUR, ,SHIMOGA,KARNATAKA,29,15,3,0,2.92E+15,Shikarpur
4077,SHIMOGA, ,SHIMOGA,KARNATAKA,29,15,6,0,2.92E+15,Shimoga
4087,THIRTHAHALLI, ,SHIMOGA,KARNATAKA,29,15,5,0,2.92E+15,Tirthahalli
3793,TURUVEKERE, ,TUMKUR,KARNATAKA,29,18,9,0,2.92E+15,Turuvekere
3880,GUBBI, ,TUMKUR,KARNATAKA,29,18,7,0,2.92E+16,Gubbi
3915,PAVAGADA, ,TUMKUR,KARNATAKA,29,18,3,0,2.92E+15,Pavagada
3939,CHIKNAYAKANHALLI, ,TUMKUR,KARNATAKA,29,18,1,0,2.92E+15,Chiknayakanhalli
3954,TIPTUR, ,TUMKUR,KARNATAKA,29,18,8,0,2.92E+15,Tiptur
4020,KORATAGERE, ,TUMKUR,KARNATAKA,29,18,5,0,2.92E+15,Koratagere
4033,KUNIGAL, ,TUMKUR,KARNATAKA,29,18,10,0,2.92E+15,Kunigal
4036,MADHUGIRI, ,TUMKUR,KARNATAKA,29,18,4,0,2.92E+15,Madhugiri
4083,SIRA, ,TUMKUR,KARNATAKA,29,18,2,0,2.92E+15,Sira
4085,TUMKUR, ,TUMKUR,KARNATAKA,29,18,6,0,2.92E+15,Tumkur
3794,UDUPI, ,UDUPI,KARNATAKA,29,16,2,0,2.92E+15,Udupi
3882,KARKAL, ,UDUPI,KARNATAKA,29,16,3,0,2.92E+15,Karkal
4031,KUNDAPURA, ,UDUPI,KARNATAKA,29,16,1,0,2.92E+15,Kundapura
3073,ANKOLA, ,UTTAR KANNADA,KARNATAKA,29,10,7,0,2.91E+15,Ankola
3450,JOIDA(SUPA), ,UTTAR KANNADA,KARNATAKA,29,10,2,0,2.91E+15,Supa
3930,BHATKAL, ,UTTAR KANNADA,KARNATAKA,29,10,11,0,2.91E+15,Bhatkal
3933,SIRSI, ,UTTAR KANNADA,KARNATAKA,29,10,6,0,2.91E+15,Sirsi
3943,KARWAR, ,UTTAR KANNADA,KARNATAKA,29,10,1, , , 
3981,HALIYAL, ,UTTAR KANNADA,KARNATAKA,29,10,3,0,2.91E+15,Haliyal
4001,HONAVAR, ,UTTAR KANNADA,KARNATAKA,29,10,10,0,2.91E+15,Honavar
4022,KUMTA, ,UTTAR KANNADA,KARNATAKA,29,10,8,0,2.91E+15,Kumta
4051,MUNDGOD, ,UTTAR KANNADA,KARNATAKA,29,10,5,0,2.91E+15,Mundgod
4081,SIDDAPUR, ,UTTAR KANNADA,KARNATAKA,29,10,9,0,2.91E+15,Siddapur
4095,YELLAPUR, ,UTTAR KANNADA,KARNATAKA,29,10,4,0,2.91E+15,Yellapur
4074,SHAHPUR, ,YADGIR,KARNATAKA,29,30,9,0,2.93E+15,Shahpur
4079,SHORAPUR, ,YADGIR,KARNATAKA,29,30,8,0,2.93E+15,Shorapur
4089,YADGIR, ,YADGIR,KARNATAKA,29,30,10,0,2.93E+15,Yadgir
3223,AMBALAPPUZHA, ,ALAPPUZHA,KERALA,32,11,2,0,3.21E+15,Ambalappuzha
3405,CHENGANNUR, ,ALAPPUZHA,KERALA,32,11,5,0,3.21E+15,Chengannur
3406,CHERTALA, ,ALAPPUZHA,KERALA,32,11,1,0,3.21E+15,Cherthala
3859,KARTIKAPPALLI, ,ALAPPUZHA,KERALA,32,11,4,0,3.21E+15,Karthikappally
3865,KUTTANAD, ,ALAPPUZHA,KERALA,32,11,3,0,3.21E+15,Kuttanad
3867,MAVELIKKARA, ,ALAPPUZHA,KERALA,32,11,6,0,3.21E+15,Mavelikkara
2829,KOCHCHI, ,ERNAKULAM,KERALA,32,8,4,0,3.21E+15,Kochi
3222,ALUVA, ,ERNAKULAM,KERALA,32,8,2,0,3.21E+15,Aluva
3856,KANAYANNUR, ,ERNAKULAM,KERALA,32,8,5,0,3.21E+15,Kanayannur
3862,KOTAMANGALAM, ,ERNAKULAM,KERALA,32,8,7,0,3.21E+15,Kothamangalam
3863,KUNNATTUNAD, ,ERNAKULAM,KERALA,32,8,1,0,3.21E+15,Kunnathunad
3870,MUVATTUPUZHA, ,ERNAKULAM,KERALA,32,8,6,0,3.21E+15,Muvattupuzha
3874,PARAVUR, ,ERNAKULAM,KERALA,32,8,3,0,3.21E+15,Paravur
3855,DEVIKOLAM, ,IDUKKI,KERALA,32,9,1,0,3.21E+15,Devikulam
3875,PIRAMED, ,IDUKKI,KERALA,32,9,4,0,3.21E+15,Peerumade
3905,TODUPUZHA, ,IDUKKI,KERALA,32,9,3,0,3.21E+15,Thodupuzha
3906,UDUMBANCHOLA, ,IDUKKI,KERALA,32,9,2,0,3.21E+15,Udumbanchola
3858,KANNUR, ,KANNUR,KERALA,32,2,2,0,3.20E+15,Kannur
3892,TALASSERI, ,KANNUR,KERALA,32,2,3,0,3.20E+15,Thalassery
3893,TALIPPARAMBA, ,KANNUR,KERALA,32,2,1,0,3.20E+15,Taliparamba
2828,KASARGOD, ,KASARGOD,KERALA,32,1,1,0,3.20E+15,Kasaragod
3479,HOSDURG, ,KASARGOD,KERALA,32,1,2,0,3.20E+15,Hosdurg
3443,KOTTARAKKARA, ,KOLLAM,KERALA,32,13,4,0,3.21E+15,Kottarakkara
3789,PATHANAPURAM, ,KOLLAM,KERALA,32,13,3,0,3.21E+15,Pathanapuram
3860,KARUNAGAPPALLY, ,KOLLAM,KERALA,32,13,1,0,3.21E+15,Karunagappally
3861,KOLLAM, ,KOLLAM,KERALA,32,13,5,0,3.21E+15,Kollam
3864,KUNNATTUR, ,KOLLAM,KERALA,32,13,2,0,3.21E+15,Kunnathur
3444,KOTTAYAM, ,KOTTYAM,KERALA,32,10,3,0,3.21E+15,Kottayam
3851,CHANGANASSERI, ,KOTTYAM,KERALA,32,10,4,0,3.21E+15,Changanassery
3857,KANJIRAPPALLI, ,KOTTYAM,KERALA,32,10,5,0,3.21E+15,Kanjirappally
3868,MINACHIL, ,KOTTYAM,KERALA,32,10,1,0,3.21E+15,Meenachil
3908,VAIKOM, ,KOTTYAM,KERALA,32,10,2,0,3.21E+15,Vaikom
2975,KOILANDI, ,KOZIKOD,KERALA,32,4,2,0,3.20E+15,Quilandy
3306,KOZHIKKOD, ,KOZIKOD,KERALA,32,4,3,0,3.20E+15,Kozhikode
3907,VADAKARA, ,KOZIKOD,KERALA,32,4,1,0,3.20E+15,Vadakara
3474,PERINTALMANNA, ,MALAPPURAM,KERALA,32,5,3,0,3.21E+15,Perinthalmanna
3478,ERANAD, ,MALAPPURAM,KERALA,32,5,1,0,3.21E+15,Ernad
3871,NILAMBUR, ,MALAPPURAM,KERALA,32,5,2,0,3.21E+15,Nilambur
3876,PONNANI, ,MALAPPURAM,KERALA,32,5,6,0,3.21E+15,Ponnani
3897,TIRUR, ,MALAPPURAM,KERALA,32,5,4,0,3.21E+15,Tirur
3898,TIRURANGADI, ,MALAPPURAM,KERALA,32,5,5,0,3.21E+15,Tirurangadi
3408,MANNARKAD, ,PALAKKAD,KERALA,32,6,2,0,3.21E+15,Mannarkad
3850,ALATTUR, ,PALAKKAD,KERALA,32,6,5,0,3.21E+15,Alathur
3854,CHITTUR, ,PALAKKAD,KERALA,32,6,4,0,3.21E+15,Chittur
3872,OTTAPPALAM, ,PALAKKAD,KERALA,32,6,1,0,3.21E+15,Ottappalam
3873,PALAKKAD, ,PALAKKAD,KERALA,32,6,3,0,3.21E+15,Palakkad
3305,KOZHENCHERY, ,PATTANAMITTIA,KERALA,32,12,4,0,3.21E+15,Kozhenchery
3607,RANNI, ,PATTANAMITTIA,KERALA,32,12,3,0,3.21E+15,Ranni
3849,ADOOR, ,PATTANAMITTIA,KERALA,32,12,5,0,3.21E+15,Adoor
3866,MALLAPPALLY, ,PATTANAMITTIA,KERALA,32,12,2,0,3.21E+15,Mallappally
3894,THIRUVALLA, ,PATTANAMITTIA,KERALA,32,12,1,0,3.21E+15,Thiruvalla
3445,NEDUMANGAD, ,THIRUVANANTHPURAM,KERALA,32,14,2,0,3.21E+15,Nedumangad
3446,NEYYATTINKARA, ,THIRUVANANTHPURAM,KERALA,32,14,4,0,3.21E+15,Neyyattinkara
3853,CHIRAYINKEEZHU, ,THIRUVANANTHPURAM,KERALA,32,14,1,0,3.21E+15,Chirayinkeezhu
3895,THIRUVANANTHAPURAM, ,THIRUVANANTHPURAM,KERALA,32,14,3,0,3.21E+15,Thiruvananthapuram
2974,KODUNGALLUR, ,TRISHUR,KERALA,32,7,4,0,3.21E+15,Kodungallur
3852,CHAVAKKAD, ,TRISHUR,KERALA,32,7,2,0,3.21E+15,Chavakkad
3869,MUKUNDAPURAM, ,TRISHUR,KERALA,32,7,5,0,3.21E+15,Mukundapuram
3877,TALAPPILLY, ,TRISHUR,KERALA,32,7,1,0,3.21E+15,Talappilly
3896,THRISSUR, ,TRISHUR,KERALA,32,7,3,0,3.21E+15,Thrissur
3407,MANANTAVADI, ,WAYANAD,KERALA,32,3,1,0,3.20E+15,Mananthavady
3608,SULTAN BATTERI, ,WAYANAD,KERALA,32,3,2,0,3.20E+15,Sulthanbathery
3909,VAITTIRI, ,WAYANAD,KERALA,32,3,3,0,3.20E+15,Vythiri
82, ,MINICOY,KAVARATTI,LAKSHADWEEP, , , , , , 
83, ,MINICOY,KAVARATTI,LAKSHADWEEP, , , , , , 
84, ,MINICOY,KAVARATTI,LAKSHADWEEP, , , , , , 
4350, , ,LAKSHADWEEP,LAKSHADWEEP,31,1,0,0,3.10E+15,Lakshadweep
2509,ALIRAJPUR, ,ALIRAJPUR,MADHYA PRADESH,23,46,3, , , 
2510,BHAVARA, ,ALIRAJPUR,MADHYA PRADESH,23,46,1, , , 
2512,JOBAT, ,ALIRAJPUR,MADHYA PRADESH,23,46,2, , , 
2250,ANUPUR, ,ANUPPUR,MADHYA PRADESH,23,47,2,0,2.35E+15,Anuppur
2288,PUSHPRAJGARH, ,ANUPPUR,MADHYA PRADESH,23,47,4,0,2.35E+15,Pushparajgarh
2295,JAITHRI, ,ANUPPUR,MADHYA PRADESH,23,47,3,0,2.35E+15,Jaithari
2503,KOTMA, ,ANUPPUR,MADHYA PRADESH,23,47,1,0,2.35E+15,Kotma
1776,ASHOKNAGAR, ,ASHOKNAGAR,MADHYA PRADESH,23,48,4,0,2.35E+15,Ashoknagar
2366,CHANDERI, ,ASHOKNAGAR,MADHYA PRADESH,23,48,2,0,2.35E+15,Chanderi
2472,ISAGARH, ,ASHOKNAGAR,MADHYA PRADESH,23,48,1,0,2.35E+15,Isagarh
2532,MUNGAOLI, ,ASHOKNAGAR,MADHYA PRADESH,23,48,3,0,2.35E+15,Mungaoli
2056,LANJI, ,BALAGHAT,MADHYA PRADESH,23,45,6,0,2.35E+15,Lanji
2142,BAIHAR, ,BALAGHAT,MADHYA PRADESH,23,45,5,0,2.35E+15,Baihar
2308,BALAGHAT, ,BALAGHAT,MADHYA PRADESH,23,45,3,0,2.35E+15,Balaghat
2495,KATANGI, ,BALAGHAT,MADHYA PRADESH,23,45,1,0,2.35E+15,Katangi
2502,KIRNAPUR, ,BALAGHAT,MADHYA PRADESH,23,45,4,0,2.35E+15,Kirnapur
2513,KHAIRLANJI, ,BALAGHAT,MADHYA PRADESH,23,45,8, , , 
2514,LALBURRA, ,BALAGHAT,MADHYA PRADESH,23,45,7, , , 
2597,WARASEONI, ,BALAGHAT,MADHYA PRADESH,23,45,2,0,2.35E+15,Waraseoni
2147,NIWALI, ,BARWANI,MADHYA PRADESH,23,28,5,0,2.33E+15,Niwali
2245,THIKRI, ,BARWANI,MADHYA PRADESH,23,28,2,0,2.33E+15,Thikri
2339,BARWANI, ,BARWANI,MADHYA PRADESH,23,28,1,0,2.33E+15,Barwani
2450,RAJPUR, ,BARWANI,MADHYA PRADESH,23,28,3,0,2.33E+15,Rajpur
2568,PANSEMAL, ,BARWANI,MADHYA PRADESH,23,28,4,0,2.33E+15,Pansemal
2569,PANSEMAL, ,BARWANI,MADHYA PRADESH,23,28,5,0,2.33E+15,Niwali
2648,SENDHWA, ,BARWANI,MADHYA PRADESH,23,28,6,0,2.33E+15,Sendhwa
2121,AMLAL, ,BETUL,MADHYA PRADESH,23,35,5,0,2.34E+15,Amla
2345,BETUL, ,BETUL,MADHYA PRADESH,23,35,2,0,2.34E+15,Betul
2347,BHAINSDEHI, ,BETUL,MADHYA PRADESH,23,35,1,0,2.34E+15,Bhainsdehi
2527,MULTAI, ,BETUL,MADHYA PRADESH,23,35,4,0,2.34E+15,Multai
2653,SHAHPUR, ,BETUL,MADHYA PRADESH,23,35,3,0,2.34E+15,Shahpur
1777,ATER, ,BHIND,MADHYA PRADESH,23,3,1,0,2.30E+15,Ater
2057,MAHGAWAN, ,BHIND,MADHYA PRADESH,23,3,3,0,2.30E+15,Mehgaon
2214,LAHAR, ,BHIND,MADHYA PRADESH,23,3,7,0,2.30E+15,Lahar
2301,MAJHGAWAN, ,BHIND,MADHYA PRADESH,23,3,6,0,2.30E+15,Mihona
2351,BHIND, ,BHIND,MADHYA PRADESH,23,3,2,0,2.30E+15,Bhind
2435,GOHAD, ,BHIND,MADHYA PRADESH,23,3,4,0,2.30E+15,Gohad
2635,ROUN, ,BHIND,MADHYA PRADESH,23,3,5,0,2.30E+15,Ron
1506,BERASIYA, ,BHOPAL,MADHYA PRADESH,23,32,1,0,2.33E+15,Berasia
2122,HUZUR, ,BHOPAL,MADHYA PRADESH,23,32,2,0,2.33E+15,Huzur
2498,KHAKNAR, ,BURHANPUR,MADHYA PRADESH,23,49,3,0,2.35E+15,Khaknar
2554,NEPANAGAR, ,BURHANPUR,MADHYA PRADESH,23,49,2,0,2.35E+15,Nepanagar
2690,BURHANPUR, ,BURHANPUR,MADHYA PRADESH,23,49,1,0,2.35E+15,Burhanpur
2210,BIJAWAR, ,CHHATARPUR,MADHYA PRADESH,23,9,7,0,2.31E+15,Bijawar
2237,BARAMALEHRA, ,CHHATARPUR,MADHYA PRADESH,23,9,6,0,2.31E+15,Bada-Malhera
2305,LOUNDI, ,CHHATARPUR,MADHYA PRADESH,23,9,2,0,2.31E+15,Laundi
2370,CHHATARPUR, ,CHHATARPUR,MADHYA PRADESH,23,9,4,0,2.31E+15,Chhatarpur
2440,GOURIHAR, ,CHHATARPUR,MADHYA PRADESH,23,9,1,0,2.31E+15,Gaurihar
2626,RAJNAGAR, ,CHHATARPUR,MADHYA PRADESH,23,9,5,0,2.31E+15,Rajnagar
4442,NOWGOAN, ,CHHATARPUR,MADHYA PRADESH,23,9,3,0,2.31E+15,Nowgong
2235,AMARWARA, ,CHHINDWARA,MADHYA PRADESH,23,43,2,0,2.34E+15,Amarwara
2264,PANDHURNA, ,CHHINDWARA,MADHYA PRADESH,23,43,9,0,2.34E+15,Pandhurna
2355,BICHHUA, ,CHHINDWARA,MADHYA PRADESH,23,43,8,0,2.34E+15,Bichhua
2369,CHAURAI, ,CHHINDWARA,MADHYA PRADESH,23,43,3,0,2.34E+15,Chaurai
2375,CHHINDWARA, ,CHHINDWARA,MADHYA PRADESH,23,43,6,0,2.34E+15,Chhindwara
2482,JAMAI, ,CHHINDWARA,MADHYA PRADESH,23,43,4,0,2.34E+15,Jamai
2570,PARASIA, ,CHHINDWARA,MADHYA PRADESH,23,43,5,0,2.34E+15,Parasia
2644,SAUSAR, ,CHHINDWARA,MADHYA PRADESH,23,43,7,0,2.34E+15,Sausar
2677,TAMIA, ,CHHINDWARA,MADHYA PRADESH,23,43,1,0,2.34E+15,Tamia
2266,HATTA, ,DAMOH,MADHYA PRADESH,23,12,1,0,2.31E+15,Hatta
2278,BATIAGARH, ,DAMOH,MADHYA PRADESH,23,12,3,0,2.31E+15,Batiyagarh
2383,DAMOH, ,DAMOH,MADHYA PRADESH,23,12,5,0,2.31E+15,Damoh
2479,JABERA, ,DAMOH,MADHYA PRADESH,23,12,6,0,2.31E+15,Jabera
2574,PATERA, ,DAMOH,MADHYA PRADESH,23,12,2,0,2.31E+15,Patera
2577,PATHARIA, ,DAMOH,MADHYA PRADESH,23,12,4,0,2.31E+15,Patharia
2679,TENDUKHERA, ,DAMOH,MADHYA PRADESH,23,12,7,0,2.31E+15,Tendukheda
1547,DATIA, ,DATIA,MADHYA PRADESH,23,5,2,0,2.31E+15,Datia
2348,BHANDER, ,DATIA,MADHYA PRADESH,23,5,3,0,2.31E+15,Bhander
2649,SEONDHA, ,DATIA,MADHYA PRADESH,23,5,1,0,2.31E+15,Seondha
3079,DATIA, ,DATIA,MADHYA PRADESH,23,5,2,0,2.31E+15,Datia
4439,DATIA, ,DATIA,MADHYA PRADESH,23,5,2,0,2.31E+15,Datia
1508,DEWAS, ,DEWAS,MADHYA PRADESH,23,23,3,0,2.32E+15,Dewas
2260,BAGLI, ,DEWAS,MADHYA PRADESH,23,23,5,0,2.32E+15,Bagli
2269,KANNOD, ,DEWAS,MADHYA PRADESH,23,23,4,0,2.32E+15,Kannod
2500,KHATEGOAN, ,DEWAS,MADHYA PRADESH,23,23,6,0,2.32E+15,Khategaon
2670,SONKACH, ,DEWAS,MADHYA PRADESH,23,23,2,0,2.32E+15,Sonkatch
2684,TONK KHURD, ,DEWAS,MADHYA PRADESH,23,23,1,0,2.32E+15,Tonk Khurd
2243,KUKSHI, ,DHAR,MADHYA PRADESH,23,25,5,0,2.33E+15,Kukshi
2258,BADNAWAR, ,DHAR,MADHYA PRADESH,23,25,1,0,2.33E+15,Badnawar
2396,DHAR, ,DHAR,MADHYA PRADESH,23,25,3,0,2.33E+15,Dhar
2397,DHARMPURI, ,DHAR,MADHYA PRADESH,23,25,7,0,2.33E+15,Dharampuri
2403,MANAWAR, ,DHAR,MADHYA PRADESH,23,25,6,0,2.33E+15,Manawar
