FID,TEHSIL,SUBDIVISIO,DISTRICT,STATE,SID,DID,TID,VILL_CODE,VID,NAME
3739,NURPUR, ,KANGRA,HIMACHAL PRADESH, , ,1, , , 
3740,PALAMPUR, ,KANGRA,HIMACHAL PRADESH, , ,17, , , 
3741,RAKAR, ,KANGRA,HIMACHAL PRADESH, , ,12, , , 
3742,SHAHPUR, ,KANGRA,HIMACHAL PRADESH, , ,6, , , 
3743,THURAL, ,KANGRA,HIMACHAL PRADESH, , ,14, , , 
2980,SANGLA, ,KINNAUR,HIMACHAL PRADESH, , ,6, , , 
3724,HANGRANG, ,KINNAUR,HIMACHAL PRADESH, , ,1, , , 
3725,KALPA, ,KINNAUR,HIMACHAL PRADESH, , ,4, , , 
3726,MORANG, ,KINNAUR,HIMACHAL PRADESH, , ,3, , , 
3727,NICHAR, ,KINNAUR,HIMACHAL PRADESH, , ,5, , , 
3728,POO, ,KINNAUR,HIMACHAL PRADESH, , ,2, , , 
3718,ANI, ,KULLU,HIMACHAL PRADESH, , ,5, , , 
3719,BANJAR, ,KULLU,HIMACHAL PRADESH, , ,4, , , 
3720,KULLU, ,KULLU,HIMACHAL PRADESH, , ,2, , , 
3721,MANALI, ,KULLU,HIMACHAL PRADESH, , ,1, , , 
3722,NIRMAND, ,KULLU,HIMACHAL PRADESH, , ,6, , , 
3723,SAINJ, ,KULLU,HIMACHAL PRADESH, , ,3, , , 
818,K>JA, ,LAHUL&SPITI,HIMACHAL PRADESH, , , , , , 
819,KYELANG, ,LAHUL&SPITI,HIMACHAL PRADESH, , , , , , 
3427,CHACHYOT, ,MANDI,HIMACHAL PRADESH, , ,14, , , 
3428,JOGIDARNAGAR, ,MANDI,HIMACHAL PRADESH, , ,2, , , 
3710,BALI CHAUKI, ,MANDI,HIMACHAL PRADESH, , ,12, , , 
3711,KARSOG, ,MANDI,HIMACHAL PRADESH, , ,16, , , 
3712,LADBHAROL, ,MANDI,HIMACHAL PRADESH, , ,3, , , 
3713,MANDI, ,MANDI,HIMACHAL PRADESH, , ,10, , , 
3714,PADHAR, ,MANDI,HIMACHAL PRADESH, , ,1, , , 
3715,SARKAGHAT, ,MANDI,HIMACHAL PRADESH, , ,7, , , 
3716,SUNDARNAGAR, ,MANDI,HIMACHAL PRADESH, , ,9, , , 
3717,THUNAG, ,MANDI,HIMACHAL PRADESH, , ,13, , , 
3699, KUMARSAIN, ,SHIMLA,HIMACHAL PRADESH, , ,3, , , 
3700,CHAUPAL, ,SHIMLA,HIMACHAL PRADESH, , ,9, , , 
3701,CHIRGAON, ,SHIMLA,HIMACHAL PRADESH, , ,16, , , 
3702,DODRAKWAR, ,SHIMLA,HIMACHAL PRADESH, , ,17, , , 
3703,JUBBAL, ,SHIMLA,HIMACHAL PRADESH, , ,12, , , 
3704,KOTKHAI, ,SHIMLA,HIMACHAL PRADESH, , ,13, , , 
3705,RAMPUR, ,SHIMLA,HIMACHAL PRADESH, , ,1, , , 
3706,ROHRU, ,SHIMLA,HIMACHAL PRADESH, , ,15, , , 
3707,SUNI, ,SHIMLA,HIMACHAL PRADESH, , ,4, , , 
3708,THEOG, ,SHIMLA,HIMACHAL PRADESH, , ,8, , , 
3709,SHIMLA, ,SHIMLA,HIMACHAL PRADESH, , , , , , 
3471,DADAHU, ,SIRMAUR,HIMACHAL PRADESH, , ,5, , , 
3690,KAMRAU, ,SIRMAUR,HIMACHAL PRADESH, , ,8, , , 
3691,NAHAN, ,SIRMAUR,HIMACHAL PRADESH, , ,6, , , 
3692,NAUHRA, ,SIRMAUR,HIMACHAL PRADESH, , ,2, , , 
3693,PACHHAD, ,SIRMAUR,HIMACHAL PRADESH, , ,3, , , 
3694,PAONTA SAHIB, ,SIRMAUR,HIMACHAL PRADESH, , ,7, , , 
3695,RAJGARH, ,SIRMAUR,HIMACHAL PRADESH, , ,1, , , 
3696,RENUKA, ,SIRMAUR,HIMACHAL PRADESH, , ,4, , , 
3697,SHILAI, ,SIRMAUR,HIMACHAL PRADESH, , ,9, , , 
3698,PAJHAUTA, ,SIRMAUR,HIMACHAL PRADESH, , , , , , 
3470,SOLAN, ,SOLAN,HIMACHAL PRADESH, , ,6, , , 
3684,ARKI, ,SOLAN,HIMACHAL PRADESH, , ,1, , , 
3685,KANDAGHAT, ,SOLAN,HIMACHAL PRADESH, , ,7, , , 
3686,KASAULI, ,SOLAN,HIMACHAL PRADESH, , ,5, , , 
3687,KRISHANGARH, ,SOLAN,HIMACHAL PRADESH, , ,4, , , 
3688,NALAGARH, ,SOLAN,HIMACHAL PRADESH, , ,3, , , 
3689,RAMSHAHR, ,SOLAN,HIMACHAL PRADESH, , ,2, , , 
2593,AMB, ,UNA,HIMACHAL PRADESH, , ,2, , , 
2676,BANGANA, ,UNA,HIMACHAL PRADESH, , ,3, , , 
3145,BHARWAIN, ,UNA,HIMACHAL PRADESH, , ,1, , , 
3340,HAROLI, ,UNA,HIMACHAL PRADESH, , ,5, , , 
3653,UNA, ,UNA,HIMACHAL PRADESH, , ,4, , , 
4349, , , ,JAMMU AND KASHMIR, , , , , , 
707,GUMIA, ,BOKARO,JHARKHAND,20,13,3,0,2.01E+15,Gumia
1481,CHANDANKIYARI, ,BOKARO,JHARKHAND,20,13,8,0,2.01E+15,Chandankiyari
1483,NAWADIH, ,BOKARO,JHARKHAND,20,13,1,0,2.01E+15,Nawadih
1505,JARIDIH, ,BOKARO,JHARKHAND,20,13,6,0,2.01E+15,Jaridih
2008,BERMO, ,BOKARO,JHARKHAND,20,13,2,0,2.01E+15,Bermo
2027,CHAS, ,BOKARO,JHARKHAND,20,13,7,0,2.01E+15,Chas
2074,KASMAR, ,BOKARO,JHARKHAND,20,13,5,0,2.01E+15,Kasmar
2114,PETERUAR, ,BOKARO,JHARKHAND,20,13,4,0,2.01E+15,Peteruar
2012,LAWALAUNG, ,CHATRA,JHARKHAND,20,3,4,0,2.00E+15,Lawalaung
2028,CHATRA, ,CHATRA,JHARKHAND,20,3,5,0,2.00E+15,Chatra
2037,KUNDA, ,CHATRA,JHARKHAND,20,3,3,0,2.00E+15,Kunda
2047,GIDHAUR, ,CHATRA,JHARKHAND,20,3,7,0,2.00E+15,Gidhaur
2064,HUNTERGANJ, ,CHATRA,JHARKHAND,20,3,1,0,2.00E+15,Hunterganj
2066,ITKHORI, ,CHATRA,JHARKHAND,20,3,6,0,2.00E+15,Itkhori
2156,PATHALGORA, ,CHATRA,JHARKHAND,20,3,8,0,2.00E+15,Pathalgora
2161,PRATAPPUR, ,CHATRA,JHARKHAND,20,3,2,0,2.00E+15,Pratappur
2176,SIMARIA, ,CHATRA,JHARKHAND,20,3,9,0,2.00E+15,Simaria
2181,TANDWA, ,CHATRA,JHARKHAND,20,3,10,0,2.00E+15,Tandwa
1577, , ,DEVGARH,JHARKHAND,20,7,7,0,2.01E+15,Sarath
1591,DHANBAD, ,DHANBAD,JHARKHAND,20,12,5,0,2.01E+15,Dhanbad-Cum-Kenduadih-Cum-Jagta
1592,GOBINDPUR, ,DHANBAD,JHARKHAND,20,12,4,0,2.01E+15,Gobindpur
1999,BAGHMARA, ,DHANBAD,JHARKHAND,20,12,3,0,2.01E+15,Baghmara-Cum-Katras
2001,BALIAPUR, ,DHANBAD,JHARKHAND,20,12,7,0,2.01E+15,Baliapur
2070,JHARIA, ,DHANBAD,JHARKHAND,20,12,6,0,2.01E+15,Jharia-Cum-Jorapokhar-Cum-Sindri
2107,NIRSA, ,DHANBAD,JHARKHAND,20,12,8,0,2.01E+15,Nirsa-Cum-Chirkunda
2185,TOPCHANCHI, ,DHANBAD,JHARKHAND,20,12,2,0,2.01E+15,Topchanchi
2187,TUNDI, ,DHANBAD,JHARKHAND,20,12,1,0,2.01E+15,Tundi
706,GOPIKANDRA, ,DUMKA,JHARKHAND,20,11,4,0,2.01E+15,Gopikandar
1504,JAMUNDI, ,DUMKA,JHARKHAND,20,11,2,0,2.01E+15,Jarmundi
1906,RANISHWAR, ,DUMKA,JHARKHAND,20,11,7,0,2.01E+15,Ranishwar
2040,DUMKA, ,DUMKA,JHARKHAND,20,11,8,0,2.01E+15,Dumka
2068,JAMA, ,DUMKA,JHARKHAND,20,11,9,0,2.01E+15,Jama
2075,KATHIKUND, ,DUMKA,JHARKHAND,20,11,5,0,2.01E+15,Kathikund
2100,MASALIA, ,DUMKA,JHARKHAND,20,11,10,0,2.01E+15,Masalia
2164,RAMGARH, ,DUMKA,JHARKHAND,20,11,3,0,2.01E+15,Ramgarh
2170,SARAIYAHAT, ,DUMKA,JHARKHAND,20,11,1,0,2.01E+15,Saraiyahat
2174,SHIKARIPARA, ,DUMKA,JHARKHAND,20,11,6,0,2.01E+15,Shikaripara
1502,BHAWNATHPUR, ,GARHWA,JHARKHAND,20,1,2,0,2.00E+15,Bhawnathpur
1903,NAGARUNTARI, ,GARHWA,JHARKHAND,20,1,6,0,2.00E+15,Nagaruntari
1907,RANKA, ,GARHWA,JHARKHAND,20,1,12,0,2.00E+15,Ranka
2010,BHANDARIA, ,GARHWA,JHARKHAND,20,1,14,0,2.00E+15,Bhandaria
2030,CHINIA, ,GARHWA,JHARKHAND,20,1,9,0,2.00E+15,Chinia
2033,DANDAI, ,GARHWA,JHARKHAND,20,1,8,0,2.00E+15,Dandai
2034,DHURKI, ,GARHWA,JHARKHAND,20,1,7,0,2.00E+15,Dhurki
2043,GARHWA, ,GARHWA,JHARKHAND,20,1,11,0,2.00E+15,Garhwa
2071,KANDI, ,GARHWA,JHARKHAND,20,1,3,0,2.00E+15,Kandi
2078,KHARAUNDHI, ,GARHWA,JHARKHAND,20,1,1,0,2.00E+15,Kharaundhi
2094,MAHJHIAON, ,GARHWA,JHARKHAND,20,1,4,0,2.00E+15,Majhiaon
2102,MERAL(PIPRA_KALAN), ,GARHWA,JHARKHAND,20,1,10,0,2.00E+15,Meral (Pipra Kalan)
2116,RAMNA, ,GARHWA,JHARKHAND,20,1,5,0,2.00E+15,Ramna
2167,RAMKANDA, ,GARHWA,JHARKHAND,20,1,13,0,2.00E+15,Ramkanda
1994, , ,GIRIDIH,JHARKHAND,20,6,1,0,2.01E+15,Gawan
1788,SUNDARPAHARI, ,GOODA,JHARKHAND,20,8,8,0,2.01E+15,Sundarpahari
2018,BOARIJOR, ,GOODA,JHARKHAND,20,8,3,0,2.01E+15,Boarijor
2061,GOODA, ,GOODA,JHARKHAND,20,8,6,0,2.01E+15,Godda
2092,MAHAGAMA, ,GOODA,JHARKHAND,20,8,4,0,2.01E+15,Mahagama
2101,MEHERAM, ,GOODA,JHARKHAND,20,8,1,0,2.01E+15,Meherma
2115,POREYAHAT, ,GOODA,JHARKHAND,20,8,7,0,2.01E+15,Poreyahat
2157,PATHARGAM, ,GOODA,JHARKHAND,20,8,5,0,2.01E+15,Pathargama
2183,THAKUR GANGTI, ,GOODA,JHARKHAND,20,8,2,0,2.01E+15,Thakur Gangti
2007,BASIA, ,GUMLA,JHARKHAND,20,16,6,0,2.02E+15,Basia
2017,BISHUNPUR, ,GUMLA,JHARKHAND,20,16,1,0,2.02E+15,Bishunpur
2022,CHAIPUR, ,GUMLA,JHARKHAND,20,16,8,0,2.02E+15,Chainpur
2036,KAMDARA, ,GUMLA,JHARKHAND,20,16,5,0,2.02E+15,Kamdara
2041,DUMRI, ,GUMLA,JHARKHAND,20,16,9,0,2.02E+15,Dumri
2045,GHAGHRA, ,GUMLA,JHARKHAND,20,16,2,0,2.02E+15,Ghaghra
2062,GUMLA, ,GUMLA,JHARKHAND,20,16,7,0,2.02E+15,Gumla
2139,PALKOT, ,GUMLA,JHARKHAND,20,16,11,0,2.02E+15,Palkot
2162,RAIDIH, ,GUMLA,JHARKHAND,20,16,10,0,2.02E+15,Raidih
2177,SISAI, ,GUMLA,JHARKHAND,20,16,3,0,2.02E+15,Sisai
2203,VERNO, ,GUMLA,JHARKHAND,20,16,4,0,2.02E+15,Verno
1579,ICHAK, ,HAZARIBAGH,JHARKHAND,20,4,4,0,2.00E+15,Ichak
1786,HAZARIBAG, ,HAZARIBAGH,JHARKHAND,20,4,7,0,2.00E+15,Hazaribag
2004,BARHI, ,HAZARIBAGH,JHARKHAND,20,4,2,0,2.00E+15,Barhi
2005,BARKAGAON, ,HAZARIBAGH,JHARKHAND,20,4,10,0,2.00E+15,Barkagaon
2016,BISHUNGARH, ,HAZARIBAGH,JHARKHAND,20,4,6,0,2.00E+15,Bishungarh
2031,CHURCHU, ,HAZARIBAGH,JHARKHAND,20,4,12,0,2.00E+15,Churchu
2076,KATKAMSANDI, ,HAZARIBAGH,JHARKHAND,20,4,8,0,2.00E+15,Katkamsandi
2077,KEREDARI, ,HAZARIBAGH,JHARKHAND,20,4,9,0,2.00E+15,Keredari
2136,PADMA, ,HAZARIBAGH,JHARKHAND,20,4,3,0,2.00E+15,Padma
1482,NARAYANPUR, ,JAMTARA,JHARKHAND,20,20,11,0,2.02E+15,Narayanpur
2038,KUNDAHIT, ,JAMTARA,JHARKHAND,20,20,14,0,2.02E+15,Kundahit
2069,JAMTARA, ,JAMTARA,JHARKHAND,20,20,12,0,2.02E+15,Jamtara
2104,NALA, ,JAMTARA,JHARKHAND,20,20,13,0,2.02E+15,Nala
2042,ERKI(TAMAR-II), ,KHUNTI,JHARKHAND,20,14,19,0,2.01E+15,Erki (Tamar II)
2073,KARRA, ,KHUNTI,JHARKHAND,20,14,13,0,2.01E+15,Karra
2082,KHUNTI, ,KHUNTI,JHARKHAND,20,14,17,0,2.01E+15,Khunti
2103,MURHU, ,KHUNTI,JHARKHAND,20,14,16,0,2.01E+15,Murhu
2117,RANIA, ,KHUNTI,JHARKHAND,20,14,15,0,2.01E+15,Rania
2186,TORPA, ,KHUNTI,JHARKHAND,20,14,14,0,2.01E+15,Torpa
1995, , ,KODARMA,JHARKHAND,20,5,3,0,2.01E+15,Jainagar
1503,LATEHAR, ,LATEHAR,JHARKHAND,20,19,17,0,2.02E+15,Latehar
1641,MANIKA, ,LATEHAR,JHARKHAND,20,19,9,0,2.02E+15,Manika
1898,BALUMATH, ,LATEHAR,JHARKHAND,20,19,18,0,2.02E+15,Balumath
2006,BARWADIH, ,LATEHAR,JHARKHAND,20,19,14,0,2.02E+15,Barwadih
2025,CHANDWA, ,LATEHAR,JHARKHAND,20,19,19,0,2.02E+15,Chandwa
2044,GARU, ,LATEHAR,JHARKHAND,20,19,16,0,2.02E+15,Garu
2095,MAHUDANR, ,LATEHAR,JHARKHAND,20,19,15,0,2.02E+15,Mahuadanr
2011,BHANDRA, ,LOHARDAGA,JHARKHAND,20,15,5,0,2.02E+15,Bhandra
2084,KISKO, ,LOHARDAGA,JHARKHAND,20,15,1,0,2.02E+15,Kisko
2087,KURU, ,LOHARDAGA,JHARKHAND,20,15,2,0,2.02E+15,Kuru
2091,LOHARDAGA, ,LOHARDAGA,JHARKHAND,20,15,3,0,2.02E+15,Lohardaga
2172,SENHA, ,LOHARDAGA,JHARKHAND,20,15,4,0,2.02E+15,Senha
1787,HIRANPUR, ,PAKUR,JHARKHAND,20,10,3,0,2.01E+15,Hiranpur
1997,AMRAPARA, ,PAKUR,JHARKHAND,20,10,2,0,2.01E+15,Amrapara
2090,LITIPARA, ,PAKUR,JHARKHAND,20,10,1,0,2.01E+15,Litipara
2093,MAHESHPUR, ,PAKUR,JHARKHAND,20,10,5,0,2.01E+15,Maheshpur
2137,PAKAUR, ,PAKUR,JHARKHAND,20,10,4,0,2.01E+15,Pakaur
2138,PAKURIA, ,PAKUR,JHARKHAND,20,10,6,0,2.01E+15,Pakuria
1817,CHAINPUR, ,PALAMU,JHARKHAND,20,2,13,0,2.00E+15,Chainpur
1849,PATAN, ,PALAMU,JHARKHAND,20,2,6,0,2.00E+15,Patan
1901,MANATU, ,PALAMU,JHARKHAND,20,2,7,0,2.00E+15,Manatu
2015,BISHRAMPUR, ,PALAMU,JHARKHAND,20,2,5,0,2.00E+15,Bishrampur
2029,CHATTARPUR, ,PALAMU,JHARKHAND,20,2,3,0,2.00E+15,Chhatarpur
2032,DALTONGANJ, ,PALAMU,JHARKHAND,20,2,12,0,2.00E+15,Daltonganj
2063,HARIHARGANJ, ,PALAMU,JHARKHAND,20,2,2,0,2.00E+15,Hariharganj
2065,HUSSSAINABAD, ,PALAMU,JHARKHAND,20,2,1,0,2.00E+15,Hussainabad
2089,LESLIEGANJ, ,PALAMU,JHARKHAND,20,2,11,0,2.00E+15,Leslieganj
2154,PANDU, ,PALAMU,JHARKHAND,20,2,4,0,2.00E+15,Pandu
2155,PANKI, ,PALAMU,JHARKHAND,20,2,8,0,2.00E+15,Panki
2171,SATBARWA, ,PALAMU,JHARKHAND,20,2,10,0,2.00E+15,Satbarwa
1252,GOILKERA, ,PASCHIM SINGHBHUMI,JHARKHAND,20,17,13,0,2.02E+15,Goilkera
1816,CHAIBASA, ,PASCHIM SINGHBHUMI,JHARKHAND,20,17,17,0,2.02E+15,Chaibasa
1899,BANDGAON, ,PASCHIM SINGHBHUMI,JHARKHAND,20,17,2,0,2.02E+15,Bandgaon
1900,MAJHGAON, ,PASCHIM SINGHBHUMI,JHARKHAND,20,17,23,0,2.02E+15,Majhgaon
2023,CHAKRADHAPUR, ,PASCHIM SINGHBHUMI,JHARKHAND,20,17,3,0,2.02E+15,Chakradharpur
2035,JHINKPANI, ,PASCHIM SINGHBHUMI,JHARKHAND,20,17,20,0,2.02E+15,Jhinkpani
2067,JAGANNATHPUR, ,PASCHIM SINGHBHUMI,JHARKHAND,20,17,21,0,2.02E+15,Jagannathpur
2083,KHUNTPANI, ,PASCHIM SINGHBHUMI,JHARKHAND,20,17,12,0,2.02E+15,Khuntpani
2086,KUMARDUNGI, ,PASCHIM SINGHBHUMI,JHARKHAND,20,17,22,0,2.02E+15,Kumardungi
2098,MANJHARI, ,PASCHIM SINGHBHUMI,JHARKHAND,20,17,19,0,2.02E+15,Manjhari
2099,MANOHARPUR, ,PASCHIM SINGHBHUMI,JHARKHAND,20,17,14,0,2.02E+15,Manoharpur
2108,NOAMUNDI, ,PASCHIM SINGHBHUMI,JHARKHAND,20,17,15,0,2.02E+15,Noamundi
2179,SONUA, ,PASCHIM SINGHBHUMI,JHARKHAND,20,17,1,0,2.02E+15,Sonua
2182,TANTNAGAR, ,PASCHIM SINGHBHUMI,JHARKHAND,20,17,18,0,2.02E+15,Tantnagar
2184,TONTO, ,PASCHIM SINGHBHUMI,JHARKHAND,20,17,16,0,2.02E+15,Tonto
1480,CHAKULIA, ,PURBI SINGHBHUM,JHARKHAND,20,18,8,0,2.02E+15,Chakulia
1590,DHALBHUMGARH, ,PURBI SINGHBHUM,JHARKHAND,20,18,7,0,2.02E+15,Dhalbhumgarh
1848,PATAMDA, ,PURBI SINGHBHUM,JHARKHAND,20,18,1,0,2.02E+15,Patamda
1902,MUSABANI, ,PURBI SINGHBHUM,JHARKHAND,20,18,5,0,2.02E+15,Musabani
2000,BAHARAGORA, ,PURBI SINGHBHUM,JHARKHAND,20,18,9,0,2.02E+15,Baharagora
2039,DUMARIA, ,PURBI SINGHBHUM,JHARKHAND,20,18,6,0,2.02E+15,Dumaria
2046,GHATSHILA, ,PURBI SINGHBHUM,JHARKHAND,20,18,3,0,2.02E+15,Ghatshila
2060,GOLMURI CUM JUGSALAI, ,PURBI SINGHBHUM,JHARKHAND,20,18,2,0,2.02E+15,Golmuri-Cum-Jugsalai
2160,POTKA, ,PURBI SINGHBHUM,JHARKHAND,20,18,4,0,2.02E+15,Potka
1253,GOLA, ,RAMGARH,JHARKHAND,20,4,15,0,2.00E+15,Gola
1640,MANDU, ,RAMGARH,JHARKHAND,20,4,13,0,2.00E+15,Mandu
2159,PATRATU, ,RAMGARH,JHARKHAND,20,4,11,0,2.00E+15,Patratu
2166,RAMGARH, ,RAMGARH,JHARKHAND,20,4,14,0,2.00E+15,Ramgarh
1998,ANGARA, ,RANCHI,JHARKHAND,20,14,4,0,2.01E+15,Angara
2009,BERO, ,RANCHI,JHARKHAND,20,14,11,0,2.01E+15,Bero
2020,BUNDU, ,RANCHI,JHARKHAND,20,14,18,0,2.01E+15,Bundu
2021,BURMU, ,RANCHI,JHARKHAND,20,14,1,0,2.01E+15,Burmu
2026,CHANHO, ,RANCHI,JHARKHAND,20,14,10,0,2.01E+15,Chanho
2072,KANKE, ,RANCHI,JHARKHAND,20,14,2,0,2.01E+15,Kanke
2088,LAPUNG, ,RANCHI,JHARKHAND,20,14,12,0,2.01E+15,Lapung
2096,MANDAR, ,RANCHI,JHARKHAND,20,14,9,0,2.01E+15,Mandar
2105,NAMKUM, ,RANCHI,JHARKHAND,20,14,7,0,2.01E+15,Namkum
2135,ORMANJHI, ,RANCHI,JHARKHAND,20,14,3,0,2.01E+15,Ormanjhi
2168,RATU, ,RANCHI,JHARKHAND,20,14,8,0,2.01E+15,Ratu
2175,SILLI, ,RANCHI,JHARKHAND,20,14,5,0,2.01E+15,Silli
2178,SONAHATU, ,RANCHI,JHARKHAND,20,14,6,0,2.01E+15,Sonahatu
2180,TAMAR-I, ,RANCHI,JHARKHAND,20,14,20,0,2.01E+15,Tamar I
4342,LAPUNG, ,RANCHI,JHARKHAND,20,14,12,0,2.01E+15,Lapung
1789,TALJHARI, ,SAHEBGANJ,JHARKHAND,20,9,5,0,2.01E+15,Taljhari
2002,BARHAIT, ,SAHEBGANJ,JHARKHAND,20,9,4,0,2.01E+15,Barhait
2003,BARHARWA, ,SAHEBGANJ,JHARKHAND,20,9,9,0,2.01E+15,Barharwa
2019,BORIO, ,SAHEBGANJ,JHARKHAND,20,9,3,0,2.01E+15,Borio
2097,MANDRO, ,SAHEBGANJ,JHARKHAND,20,9,2,0,2.01E+15,Mandro
2158,PATHNA, ,SAHEBGANJ,JHARKHAND,20,9,8,0,2.01E+15,Pathna
2163,RAJMAHAL, ,SAHEBGANJ,JHARKHAND,20,9,6,0,2.01E+15,Rajmahal
2169,SAHEBGANJ, ,SAHEBGANJ,JHARKHAND,20,9,1,0,2.01E+15,Sahibganj
2202,UDHWA, ,SAHEBGANJ,JHARKHAND,20,9,7,0,2.01E+15,Udhwa
1578,ICHAGARH, ,SARAIKELA,JHARKHAND,20,21,7,0,2.02E+15,Ichagarh
1593,GOBINDPUR(RAJNAGAR), ,SARAIKELA,JHARKHAND,20,21,11,0,2.02E+15,Gobindpur (Rajnagar)
1996,ADITYANAGAR(GAMHARIA), ,SARAIKELA,JHARKHAND,20,21,9,0,2.02E+15,Adityapur (Gamharia)
2024,CHANDIL, ,SARAIKELA,JHARKHAND,20,21,6,0,2.02E+15,Chandil
2081,KHARSAWAN, ,SARAIKELA,JHARKHAND,20,21,5,0,2.02E+15,Kharsawan
2085,KUCHAI, ,SARAIKELA,JHARKHAND,20,21,4,0,2.02E+15,Kuchai
2106,NIMDIH, ,SARAIKELA,JHARKHAND,20,21,8,0,2.02E+15,Nimdih
2173,SERAIKELA, ,SARAIKELA,JHARKHAND,20,21,10,0,2.02E+15,Seraikela
2165, , ,SIMDEGA,JHARKHAND,20,22, , , , 
3913,BADAMI, ,BAGALKOT,KARNATAKA,29,2,4,0,2.90E+15,Badami
3914,BAGALKOT, ,BAGALKOT,KARNATAKA,29,2,5,0,2.90E+15,Bagalkot
3931,BILGI, ,BAGALKOT,KARNATAKA,29,2,2,0,2.90E+15,Bilgi
4011,HUNGUND, ,BAGALKOT,KARNATAKA,29,2,6,0,2.90E+15,Hungund
4014,JAMKHANDI, ,BAGALKOT,KARNATAKA,29,2,1,0,2.90E+15,Jamkhandi
4047,MUDHOL, ,BAGALKOT,KARNATAKA,29,2,3,0,2.90E+15,Mudhol
3475,DODDABALLAPUR, ,BANGALORE RURAL,KARNATAKA,29,21,2,0,2.92E+15,Dod Ballapur
3987,DEVANAHALLI, ,BANGALORE RURAL,KARNATAKA,29,21,3,0,2.92E+15,Devanahalli
4005,HOSKOTE, ,BANGALORE RURAL,KARNATAKA,29,21,4,0,2.92E+15,Hosakote
4065,NELAMANGALA, ,BANGALORE RURAL,KARNATAKA,29,21,1,0,2.92E+15,Nelamangala
1870,ANEKAL, ,BANGLORE URBAN,KARNATAKA,29,20,3,0,2.92E+15,Anekal
3919,BANGALORE NORTH, ,BANGLORE URBAN,KARNATAKA,29,20,1,0,2.92E+15,Bangalore North
3920,BANGALORE SOUTH, ,BANGLORE URBAN,KARNATAKA,29,20,2,0,2.92E+15,Bangalore South
4096,BANGALORE EAST, ,BANGLORE URBAN,KARNATAKA,29,20,2,0,2.92E+15,Bangalore South
3609,ATHNI, ,BELGAUM,KARNATAKA,29,1,2,0,2.90E+15,Athni
3883,KHANAPUR, ,BELGAUM,KARNATAKA,29,1,7,0,2.90E+15,Khanapur
3918,BAILHONGAL, ,BELGAUM,KARNATAKA,29,1,8,0,2.90E+15,Sampgaon
3924,BELGAUM, ,BELGAUM,KARNATAKA,29,1,6,0,2.90E+15,Belgaum
3940,CHIKODI, ,BELGAUM,KARNATAKA,29,1,1,0,2.90E+15,Chikodi
3950,RAMDURG, ,BELGAUM,KARNATAKA,29,1,10,0,2.90E+15,Ramdurg
3990,GOKAK, ,BELGAUM,KARNATAKA,29,1,4,0,2.90E+15,Gokak
4009,HUKERI, ,BELGAUM,KARNATAKA,29,1,5,0,2.90E+15,Hukeri
4056,SAVADATTI, ,BELGAUM,KARNATAKA,29,1,9,0,2.90E+15,Parasgad
4070,RAYBAG, ,BELGAUM,KARNATAKA,29,1,3,0,2.90E+15,Raybag
3447,HUVVINAHADAGALI, ,BELLARY,KARNATAKA,29,12,1,0,2.91E+15,Hadagalli
3925,BELLARY, ,BELLARY,KARNATAKA,29,12,5,0,2.91E+15,Bellary
3934,SIRUGUPPA, ,BELLARY,KARNATAKA,29,12,4,0,2.91E+15,Siruguppa
3958,HAGARIBOMMANAHALLI, ,BELLARY,KARNATAKA,29,12,2,0,2.91E+15,Hagaribommanahalli
4006,HOSPET, ,BELLARY,KARNATAKA,29,12,3,0,2.91E+15,Hospet
4021,KUDLIGI, ,BELLARY,KARNATAKA,29,12,7,0,2.91E+15,Kudligi
4055,SANDUR, ,BELLARY,KARNATAKA,29,12,6,0,2.91E+15,Sandur
3226,BIDAR, ,BIDAR,KARNATAKA,29,5,4,0,2.91E+15,Bidar
3468,AURAD, ,BIDAR,KARNATAKA,29,5,3,0,2.91E+15,Aurad
3922,BASAVAKALYAN, ,BIDAR,KARNATAKA,29,5,1,0,2.91E+15,Basavakalyan
3929,BHALKI, ,BIDAR,KARNATAKA,29,5,2,0,2.91E+15,Bhalki
4010,HUMNABAD, ,BIDAR,KARNATAKA,29,5,5,0,2.91E+15,Homnabad
3227,BIJAPUR, ,BIJAPUR,KARNATAKA,29,3,1,0,2.90E+15,Bijapur
3448,INDI, ,BIJAPUR,KARNATAKA,29,3,2,0,2.90E+15,Indi
3923,BASAVANA BAGEVADI, ,BIJAPUR,KARNATAKA,29,3,4,0,2.90E+15,Basavana Bagevadi
3953,SINDGI, ,BIJAPUR,KARNATAKA,29,3,3,0,2.90E+15,Sindgi
4045,MUDDEBIHAL, ,BIJAPUR,KARNATAKA,29,3,5,0,2.90E+15,Muddebihal
3469,CHAMARAJANAGAR, ,CHAMARAJANAGAR,KARNATAKA,29,27,2,0,2.93E+15,Chamarajanagar
3791,GUNDLUPET, ,CHAMARAJANAGAR,KARNATAKA,29,27,1,0,2.93E+15,Gundlupet
4019,KOLLEGALA, ,CHAMARAJANAGAR,KARNATAKA,29,27,4,0,2.93E+15,Kollegal
4093,YALANDUR, ,CHAMARAJANAGAR,KARNATAKA,29,27,3,0,2.93E+15,Yelandur
3610,CHIKBALLAPUR, ,CHIKBALLAPUR,KARNATAKA,29,28,2,0,2.93E+15,Chik Ballapur
3881,GUDIBANDA, ,CHIKBALLAPUR,KARNATAKA,29,28,3,0,2.93E+15,Gudibanda
