State,District,Year,January,February,March,April,May,June,July,August,September,October,November,December,Annual Total,,,,,
Andhra Pradesh,Hyderabad,2006,0,0,41.6,67.9,100.3,78.7,156.1,225.9,201.1,17.8,33.5,0,922.9,,,,,
Andhra Pradesh,Hyderabad,2007,0,0,0,36.1,16.9,117.2,96.9,194,250,18.1,22.4,0,751.6,,,,,
Andhra Pradesh,Hyderabad,2008,0,75.4,150,20.5,13.3,60,88.1,471.8,204.1,61.8,47.3,0,1192.3,,,,,
Andhra Pradesh,Hyderabad,2009,0,0,1.1,20,17.7,62.5,51.6,303.7,144.7,74.2,28.7,3,707.2,,,,,
Andhra Pradesh,Hyderabad,2010,9.6,4.1,3.4,0.4,17.3,149.2,345.6,246.5,240.9,53.1,43,14.3,1127.4,,,,,
Andhra Pradesh,Karimnagar,2004,74.9,39.5,3.7,60.3,30.4,57.8,249.4,151.3,116.2,80.7,7.1,0,871.3,,,,,
Andhra Pradesh,Karimnagar,2005,73.6,15.8,85.7,13.2,24.8,188.5,463.7,189.3,373.5,213.7,0,2.8,1644.6,,,,,
Andhra Pradesh,Karimnagar,2006,0,0,89.8,54.3,27.5,93.9,182.2,450.8,503.8,15.6,93.1,0,1511.0,,,,,
Andhra Pradesh,Karimnagar,2007,0,2,0.1,12.4,33.2,183.8,128.3,225.9,312.2,36.2,12.4,0,946.5,,,,,
Andhra Pradesh,Karimnagar,2008,0.2,1,98.7,5.4,8.1,131.9,184.2,302.7,150.3,11.5,3.6,0,897.6,,,,,
Andhra Pradesh,Karimnagar,2009,0,0,6.2,1.7,25.7,78.1,137.8,132.1,138.1,65.7,55.9,1.3,642.6,,,,,
Andhra Pradesh,Karimnagar,2010,8.4,9.9,0,2.3,15.2,80.3,462.5,371.2,308.5,135.9,48.6,11.6,1454.4,,,,,
Andhra Pradesh,Khammam,2004,7.3,0.5,0.4,19.6,31.6,107.2,291.3,433.5,111.4,79.2,30.7,0,1112.7,,,,,
Andhra Pradesh,Khammam,2005,20.1,12.9,0.9,17.9,11.5,83.7,415.2,203.1,607.5,159.3,14.1,4.9,1551.1,,,,,
Andhra Pradesh,Khammam,2006,0,0,17.1,47.1,57.5,145.1,196.3,482.3,375.7,36,36.3,0,1393.4,,,,,
Andhra Pradesh,Khammam,2007,0,9,0,21.4,8.9,174.1,220,332.9,289.1,142.6,5,0,1203.0,,,,,
Andhra Pradesh,Khammam,2008,0,43.1,135.8,4.6,15.9,244.2,318.5,529.6,195.6,62.9,33.6,0,1583.8,,,,,
Andhra Pradesh,Krishna,2004,21.5,2.2,0.3,3.8,102,111.7,203.3,138.1,153.4,143.3,7.3,0,886.9,,,,,
Andhra Pradesh,Krishna,2005,1.1,4,1.4,5.6,64.3,63.7,291.4,100.3,343.6,259.7,21.6,2.8,1159.5,,,,,
Andhra Pradesh,Krishna,2006,0,0,68.5,57.2,54.6,132.1,75.9,168,223.2,386,101.8,0,1267.3,,,,,
Andhra Pradesh,Krishna,2007,0,7.1,0,8.1,10.6,213.6,170.3,178.9,220.6,155.1,14.6,1,979.9,,,,,
Andhra Pradesh,Krishna,2008,1,64.6,107.4,1.5,2.3,146.9,241.9,417,117.9,53,150.1,0.3,1303.9,,,,,
Andhra Pradesh,Kurnool,2004,4.6,0.3,6.7,52.7,91,45.3,127.5,41.4,172.6,97.5,3.9,0,643.5,,,,,
Andhra Pradesh,Kurnool,2005,2.3,4,6.1,27.1,41,47.7,153.5,106.2,172,270.9,5.9,1.5,838.2,,,,,
Andhra Pradesh,Kurnool,2006,0,0,25.8,7.4,71.7,127.6,71.9,42.2,169.8,24,60,0.4,600.8,,,,,
Andhra Pradesh,Kurnool,2007,0,3,0,17.5,47.4,432.6,72.4,184,250.5,55.4,19.4,0,1082.2,,,,,
Andhra Pradesh,Kurnool,2008,0,12.8,99.5,0.1,34.5,42.2,100.7,137,129.3,90.1,61.3,1.1,708.6,,,,,
Andhra Pradesh,Mahbubnagar,2004,16.6,0,0,15.2,26.2,29.5,97.7,30,99.2,108,0.4,0,422.8,,,,,
Andhra Pradesh,Mahbubnagar,2005,1.2,2,9,8.6,16.6,53.5,277.7,160.8,273.2,247.4,2.3,0,1052.3,,,,,
Andhra Pradesh,Mahbubnagar,2006,0,0,41.6,76.9,39,131.4,45,43.5,166.8,18.4,33.7,0,596.3,,,,,
Andhra Pradesh,Mahbubnagar,2007,0,0,0,2.7,19,230.2,104.1,163.3,252.6,42.6,32.9,0.1,847.5,,,,,
Andhra Pradesh,Mahbubnagar,2008,0,7,124.5,14.9,8.5,49.9,76.8,185.7,109,26.2,19,0.4,621.9,,,,,
Andhra Pradesh,Mahbubnagar,2009,0,0,7.1,4.2,23.2,59.8,41.6,142.8,211.9,229.3,25.6,0.2,745.7,,,,,
Andhra Pradesh,Mahbubnagar,2010,2.9,0,0,27.4,26.7,54,271.1,186.7,133.7,45.9,25,7.9,781.3,,,,,
Andhra Pradesh,Medak,2004,2,0.2,10,43.2,14.6,49.5,301.7,101.4,80.5,51.7,0,0,654.8,,,,,
Andhra Pradesh,Medak,2005,75,12.5,33.3,15,0,65.4,401.7,110.5,303,168.3,0,4,1188.7,,,,,
Andhra Pradesh,Medak,2006,0,0,81.4,30.2,86.5,113.6,119.7,286.8,201.5,22.6,18.9,0,961.2,,,,,
Andhra Pradesh,Medak,2007,0,0,0,6.6,19.1,165.2,124.4,142.5,260.4,14.1,13.5,0,745.8,,,,,
Andhra Pradesh,Medak,2008,0,58.7,143.7,25.6,21,61.1,130.6,356.6,146.7,19.1,4.2,2,969.3,,,,,
Andhra Pradesh,Nellore,2004,0.7,0,5.9,13.8,204.8,19.1,110.4,22.5,201.4,380.3,204.5,0,1163.4,,,,,
Andhra Pradesh,Nellore,2005,3.4,18.2,9.7,23.2,63.7,39.7,75.1,78.2,71.8,604.8,362.9,199.8,1550.5,,,,,
Andhra Pradesh,Nellore,2006,2.2,0,30,14.6,27.4,67.3,27.4,43.1,85.8,217.6,290,57.3,862.7,,,,,
Andhra Pradesh,Nellore,2007,0,13,0,15.3,21.6,138.1,92.4,180.9,94.2,556.7,78,95.6,1285.8,,,,,
Andhra Pradesh,Nellore,2008,22.3,47,57.2,0,2.1,20.3,80.6,123.4,55.4,262.6,422.2,9.2,1102.3,,,,,
Andhra Pradesh,Nizamabad,2004,7.5,0.9,12.4,3.2,56.4,55.9,300.5,105.7,136.6,39.1,14.9,0,733.1,,,,,
Andhra Pradesh,Nizamabad,2005,69,5.8,32,4.1,0.1,94,423.8,182.4,284.3,101.7,0,0.6,1197.8,,,,,
Andhra Pradesh,Nizamabad,2006,0,0,51.7,28.9,45.3,124.8,200.2,361.1,194.9,46,13.7,0,1066.6,,,,,
Andhra Pradesh,Nizamabad,2007,0,0,0.3,5.9,2,161.6,199.6,221.7,289.3,20.2,17,0,917.6,,,,,
Andhra Pradesh,Nizamabad,2008,0,12.1,67.9,19,2,122,212.8,343.6,166.7,11.6,1.6,0,959.3,,,,,
Andhra Pradesh,Prakasam,2004,15.2,0,3.5,51,140.7,16.1,87.7,33.3,191.2,164.6,54.5,0,757.8,,,,,
Andhra Pradesh,Prakasam,2005,0,5.8,1.1,5.2,44.9,24.4,108.9,60.4,129.1,504.6,70,4.4,958.8,,,,,
Andhra Pradesh,Prakasam,2006,0,0,65.7,66.4,46.6,80.9,24.7,42.7,149.2,232.1,148.8,11.9,869.0,,,,,
Andhra Pradesh,Prakasam,2007,0,4.6,0,18.4,54,285.2,76.8,141,123.1,161,34.8,0.9,899.8,,,,,
Andhra Pradesh,Prakasam,2008,0,92.2,115,0.6,5.8,15.6,96.9,103.3,79.5,107.7,315.1,6,937.7,,,,,
Andhra Pradesh,Rangareddy,2004,23.8,5.8,14.2,37.7,47,34.4,233.7,80.7,148.1,103.7,0,0,729.1,,,,,
Andhra Pradesh,Rangareddy,2005,12.7,13.2,33.8,16.9,29.6,96,332.5,130.1,274.2,162.3,0,0,1101.3,,,,,
Andhra Pradesh,Rangareddy,2006,0,0,23.3,80.7,95.6,80.7,126,154.3,172.1,24.4,19.7,0,776.8,,,,,
Andhra Pradesh,Rangareddy,2007,0,0.1,0,19.4,29.9,140.1,41.6,182.9,190.2,35,25.2,0,664.4,,,,,
Andhra Pradesh,Rangareddy,2008,0,27.8,143.2,27.7,8.7,74.1,97.1,316.3,140.2,36,11.7,1.3,884.1,,,,,
Andhra Pradesh,Srikakulam,2004,17.4,3.1,11.3,63.9,45.5,167.3,171.7,131.9,127,292.9,10.8,0,1042.8,,,,,
Andhra Pradesh,Srikakulam,2005,17.1,0.5,26.4,15.2,48.4,93,150.4,161.9,423.4,144.2,73.3,1.7,1155.5,,,,,
Andhra Pradesh,Srikakulam,2006,0,0,45,40,86.3,214.1,310.1,373.9,201.2,74.9,13,0,1358.5,,,,,
Andhra Pradesh,Srikakulam,2007,0,0.3,7.4,8.5,87.2,363.9,106.5,176.4,314.4,148.4,0.6,0,1213.6,,,,,
Andhra Pradesh,Srikakulam,2008,49.9,60.3,45.6,32.3,88,72.7,188.9,219.5,253.8,28.2,8.7,0,1047.9,,,,,
Andhra Pradesh,Vishakhapatnam,2004,11.8,11,2,95,69.7,242.8,201.5,86.1,131.7,125.2,12.9,0,989.7,,,,,
Andhra Pradesh,Vishakhapatnam,2005,8.9,9.4,22.9,63.1,60.9,149.6,92.7,112.9,492.2,422.4,54.1,1.3,1490.4,,,,,
Andhra Pradesh,Vishakhapatnam,2006,0,0,38.6,65.8,102.1,148.4,138,343,234.7,151.6,57,0.6,1279.8,,,,,
Andhra Pradesh,Vishakhapatnam,2007,0,6.3,1.7,13,66.1,337.9,81.4,129.4,263.5,227,4,0,1130.3,,,,,
Andhra Pradesh,Vishakhapatnam,2008,0.1,108.2,88.2,16.1,56.5,81.8,131.7,174.5,183.9,48.1,17.6,0.1,906.8,,,,,
Andhra Pradesh,Vizianagaram,2004,80.4,24.9,9.3,80.9,40.6,187.8,267.5,86.3,87.9,120.4,48.5,0,1034.5,,,,,
Andhra Pradesh,Vizianagaram,2005,9.1,0,14.8,16.6,46.2,151.3,114,116.6,346.5,378.4,142.5,0.5,1336.5,,,,,
Andhra Pradesh,Vizianagaram,2006,0,0,52,58.7,89.5,191,195.6,374.1,220.3,45.8,46.4,0,1273.4,,,,,
Andhra Pradesh,Vizianagaram,2007,0,0,4.1,29.3,135.3,379.5,49.1,150.4,317.2,158.5,1.3,0,1224.7,,,,,
Andhra Pradesh,Vizianagaram,2008,10.2,55.6,72.2,42.4,63.3,86.6,235.6,231.2,241.5,22,8.7,0,1069.3,,,,,
Andhra Pradesh,Warangal,2004,27.5,12.2,0,34.1,45.5,78.4,292.1,222,124.8,96.1,2,0,934.7,,,,,
Andhra Pradesh,Warangal,2005,4.1,3.5,2.5,3.8,18.7,157.8,372.6,124.9,235.1,128.8,0,0,1051.8,,,,,
Andhra Pradesh,Warangal,2006,0,0,80.2,30.7,14.3,91.8,156.4,379.7,393.8,25.1,57.8,0,1229.8,,,,,
Andhra Pradesh,Warangal,2007,0,8.8,0,21,8.6,175.3,178.2,249.4,318.7,58.4,11.8,0,1030.2,,,,,
Andhra Pradesh,Warangal,2008,0,32.2,136,38.3,10.8,190.1,210.4,491.4,168.3,46.7,2.4,0,1326.6,,,,,
Andhra Pradesh,West Godavari,2004,3.6,2.5,0,1.7,64.4,105.3,172.4,191.9,117.7,169.6,3.9,0,833.0,,,,,
Andhra Pradesh,West Godavari,2005,1.5,0,0,0.5,91.4,126,167.8,143,363.5,283.3,33.9,1.7,1212.6,,,,,
Andhra Pradesh,West Godavari,2006,0,0,0.7,54.1,38.3,127.7,97.5,243.8,260.5,242.9,27.2,0,1092.7,,,,,
Andhra Pradesh,West Godavari,2007,0,28.6,0,18.3,20.4,220.6,170.7,263.5,219.1,181.5,15.7,0.6,1139.0,,,,,
Andhra Pradesh,West Godavari,2008,0,40.9,101.1,3.2,6.2,129.9,289.3,384.1,122.4,43.4,113.5,0.1,1234.1,,,,,
,,,,,,,,,,,,,,,,,,,,
