State,District,Year,January,February,March,April,May,June,July,August,September,October,November,December,Annual Total,,,,,,,
Tamil Nadu, Cuddalore,2006,29.7,0,9.7,6.6,50.4,54.6,38,51.9,102,471.5,407.1,128.7,1350.2,,,,,,,
Tamil Nadu, Cuddalore,2007,0,11.5,0,17.8,24.9,17.8,104.1,143.3,65.3,422,87.9,327.8,1222.4,,,,,,,
Tamil Nadu, Cuddalore,2008,73.3,28,272.5,3.9,41.8,50.4,59,92.7,78.7,269.4,728,151.1,1848.8,,,,,,,
Tamil Nadu, Cuddalore,2009,20.2,0,69.1,36.6,21.3,29.7,38.9,119.8,89.7,74.6,607.3,278.6,1385.8,,,,,,,
Tamil Nadu, Cuddalore,2010,41.3,0,0,0,71.6,68.5,36.3,149.9,108.2,145.4,553.3,345,1519.5,,,,,,,
Tamil Nadu, Dharmapuri,2004,0,2,3.7,81.9,315.9,35.4,131,18,204.9,189.8,71.1,0,1053.7,,,,,,,
Tamil Nadu, Dharmapuri,2005,0,0.5,20.3,118.6,83.1,43.6,55.9,119,171.9,340.7,258.8,120.6,1333,,,,,,,
Tamil Nadu, Dharmapuri,2006,3,0,52,27.6,119.4,76.3,12.9,73.3,134.2,171.7,88.5,2,760.9,,,,,,,
Tamil Nadu, Dharmapuri,2007,0,0.8,3.6,118.8,51.9,41.3,101.9,149,131.1,125.1,66.5,140,930,,,,,,,
Tamil Nadu, Dharmapuri,2008,2.9,6.2,79.1,25.7,96.4,22.4,70.3,178,77.3,191.1,145.2,6.8,901.4,,,,,,,
Tamil Nadu, Dharmapuri,2009,3.8,0,22,17.5,148.6,76.5,11.6,107.5,184.2,44.9,145.4,54,816,,,,,,,
Tamil Nadu, Dharmapuri,2010,1.2,0,2.3,38.9,146.2,82.4,124.6,146.1,71.8,108.8,299.2,27.7,1049.2,,,,,,,
Tamil Nadu, Dindigul,2004,0,0,2.6,68.5,168.3,36.9,61.5,9,266.6,250,174.3,6.2,1043.9,,,,,,,
Tamil Nadu, Dindigul,2005,18.1,16.2,50.7,154.2,81.2,41.2,67.1,54.5,84.7,211.6,405.2,124.4,1309.1,,,,,,,
Tamil Nadu, Dindigul,2006,18.4,0,53.6,54.3,83.4,30.5,2,83.5,109.1,243.9,175.2,5.9,859.8,,,,,,,
Tamil Nadu, Dindigul,2007,6.6,2.9,0,37.2,54.3,62.9,32.3,82.8,51,205.6,59.1,325.9,920.6,,,,,,,
Tamil Nadu, Dindigul,2008,9.3,29.2,202.9,23.7,71.2,44.4,60.4,152.8,56.3,270.2,131.7,59.4,1111.5,,,,,,,
Tamil Nadu, Dindigul,2009,6.9,0,17.8,26.4,70.7,21.7,13.7,82.1,92.4,89.1,307.1,72.4,800.3,,,,,,,
Tamil Nadu, Dindigul,2010,4.2,0,4.1,34.5,98.7,71.7,63,54,97.3,293.5,374.5,100.4,1195.9,,,,,,,
Tamil Nadu, Erode,2004,0.4,1.4,4.4,46.6,275.7,15.5,61.6,18,110.4,211,83.7,0.2,828.9,,,,,,,
Tamil Nadu, Erode,2005,4,27.6,25.7,112,137.2,28.1,59.4,63.3,93.6,286,271.1,83.1,1191.1,,,,,,,
Tamil Nadu, Erode,2006,7.9,0,26.5,44.4,58.6,35.5,0.8,55.4,82.8,181.8,200.8,3.6,698.1,,,,,,,
Tamil Nadu, Erode,2007,0.3,0.3,0.4,49,17,25.2,20.3,65.8,89.2,146.3,79,221.4,714.2,,,,,,,
Tamil Nadu, Erode,2008,1,26,106.2,32.2,77.5,12.3,52.4,119.9,45.3,195.1,101,23.2,792.1,,,,,,,
Tamil Nadu, Erode,2009,0,0,66.5,19.3,119,6,23.8,81,98.5,94.9,210.8,18.8,738.6,,,,,,,
Tamil Nadu, Erode,2010,0.7,0,6.1,17.3,150.7,22.3,87.8,102.5,92.7,113.3,343.1,39,975.5,,,,,,,
Tamil Nadu, Kanchipuram,2004,14.2,0,7.7,16.4,222.1,41.8,29.2,32.8,313.2,253.2,195,3.6,1129.2,,,,,,,
Tamil Nadu, Kanchipuram,2005,0,0.5,9,130,30.2,32.9,98.9,81.5,80.2,516.4,576.7,377.9,1934.2,,,,,,,
Tamil Nadu, Kanchipuram,2006,16.1,0,26.5,3.7,14.7,87.2,64.7,32.6,129.6,414.5,232.3,57.7,1079.6,,,,,,,
Tamil Nadu, Kanchipuram,2007,0,1.6,0,19.4,14.4,69.5,116.8,190.2,154.2,263.6,97.7,296.6,1224,,,,,,,
Tamil Nadu, Kanchipuram,2008,28.8,18.8,150.9,13.5,18.6,52.2,42,99.7,117.8,312.4,505.7,36.3,1396.7,,,,,,,
Tamil Nadu, Kanchipuram,2009,16,0,6.6,0,43.8,22.3,48.7,119.7,132,57.9,505.2,174,1126.2,,,,,,,
Tamil Nadu, Kanchipuram,2010,1,0,0,4.4,91.3,107.9,93.3,209.3,116.1,192,291.9,260.9,1368.1,,,,,,,
Tamil Nadu, Kanyakumari,2004,1.2,0.3,6.9,80,238.2,162.4,50.5,41,180.8,180.7,97.5,3.8,1043.3,,,,,,,
Tamil Nadu, Kanyakumari,2005,0.5,18.2,28.7,273.6,78.6,101.9,162.5,28,96.9,182.6,288.4,78.9,1338.8,,,,,,,
Tamil Nadu, Kanyakumari,2006,38.6,0,112.9,20.6,138.6,144.1,100.3,57.3,241.6,278,210.6,7.3,1349.9,,,,,,,
Tamil Nadu, Kanyakumari,2007,1.6,2.2,11.3,196.4,119.9,174.7,131.4,59.6,189.1,231,102.6,14.1,1233.9,,,,,,,
Tamil Nadu, Kanyakumari,2008,0,50.5,272.5,110.1,25.9,25.1,172.8,156.4,124.1,412.1,157.1,34.7,1541.3,,,,,,,
Tamil Nadu, Kanyakumari,2009,0.6,0,85.8,103.1,109.8,124.4,85.4,61,81.2,113,304.7,35.1,1104.1,,,,,,,
Tamil Nadu, Kanyakumari,2010,50.7,0,13.8,82.6,185.7,119.2,128.9,65.3,70.9,312,405.1,256,1690.2,,,,,,,
Tamil Nadu, Karur,2004,0,0,0,34.8,194.8,0,92,4.9,213.4,199.1,79.6,0.6,819.2,,,,,,,
Tamil Nadu, Karur,2005,0,0.7,36,112.4,75.3,14.3,27.3,84.8,37.9,262.7,339.3,112.2,1102.9,,,,,,,
Tamil Nadu, Karur,2006,5.8,0,11.2,52.4,37.8,21.5,0,62.6,88.5,150.9,122.9,2.4,556,,,,,,,
Tamil Nadu, Karur,2007,0.9,0,0,37.2,40.3,36.3,44.1,76.9,24,171.3,84.4,215,730.4,,,,,,,
Tamil Nadu, Karur,2008,6.6,1.2,128,7.9,77.3,20.1,36,98.3,49.5,191.9,191,37.5,845.3,,,,,,,
Tamil Nadu, Karur,2009,2.1,0,3.8,20.7,50.9,0.6,0.3,67.2,98.5,42.8,257.6,43,587.5,,,,,,,
Tamil Nadu, Karur,2010,1.7,0,0,5.4,120,36.9,76.4,31.3,86.3,99.7,319.7,60.2,837.6,,,,,,,
Tamil Nadu, Krishnagiri,2004,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,,,,,,,
Tamil Nadu, Krishnagiri,2005,N.A.,N.A.,N.A.,N.A.,N.A.,54.3,78,96.7,178.3,418,170.7,59.2,N.A.,,,,,,,
Tamil Nadu, Krishnagiri,2006,0,0,46.4,21,63,108.8,7,77.3,38.4,126.1,79.9,6.6,574.5,,,,,,,
Tamil Nadu, Krishnagiri,2007,0,1.9,0.6,93.6,96.9,48.5,117.8,113.5,114.6,192.5,46.6,106.9,933.4,,,,,,,
Tamil Nadu, Krishnagiri,2008,2.7,3.5,112.1,24.2,101.9,37.3,115.7,182.1,110.5,214.6,102,3.9,1010.5,,,,,,,
Tamil Nadu, Krishnagiri,2009,0.4,0,11.3,48.3,157.4,40.3,12.7,120.6,283.8,35.1,155.4,41.4,906.7,,,,,,,
Tamil Nadu, Krishnagiri,2010,1.8,0,1.9,58.9,168.6,61.2,129.8,97.5,79.4,119.9,274.7,10.6,1004.3,,,,,,,
Tamil Nadu,Madurai,2004,6.9,0,20.2,38.4,156.7,36.8,60.1,19.8,227.4,228.6,116.5,4.6,916,,,,,,,
Tamil Nadu,Madurai,2005,2.3,3.4,46.1,138.6,128.9,8.4,70.6,95.4,76,280.7,319.2,89.5,1259.1,,,,,,,
Tamil Nadu,Madurai,2006,8,0,120.7,66,43.3,9,0.1,51.1,84,265.1,160,7.4,814.7,,,,,,,
Tamil Nadu,Madurai,2007,8.2,1.9,0,38.2,43,51.7,8.8,117.8,24.5,242,84.4,206.7,827.2,,,,,,,
Tamil Nadu,Madurai,2008,0.6,20.1,180.3,27.2,71,35.8,57.4,182.7,34.9,264.9,120.4,15.7,1011,,,,,,,
Tamil Nadu,Madurai,2009,8.1,0,55.5,42.8,74.7,28.5,28.7,93.4,108.5,26.8,248.8,26.5,742.3,,,,,,,
Tamil Nadu,Madurai,2010,2.7,0,0,47.3,102.1,55.1,48,44.7,153.8,220.3,395.2,140.5,1209.7,,,,,,,
Tamil Nadu, Nagapatinam,2004,9.5,4.7,10.3,0,337.4,1.7,38.1,71.2,236.3,639.5,378.5,67.3,1794.5,,,,,,,
Tamil Nadu, Nagapatinam,2005,2.8,0,8,190,28.3,6.1,34.7,88.4,161.9,216.1,821,128.8,1686.1,,,,,,,
Tamil Nadu, Nagapatinam,2006,36.7,0,35.7,52.9,40,17.3,4.8,67.7,90.3,456.3,361.7,80.7,1244.1,,,,,,,
Tamil Nadu, Nagapatinam,2007,0,36.9,0,14.7,5.9,35.9,53.9,199.4,72.3,483,159.1,423.4,1484.5,,,,,,,
Tamil Nadu, Nagapatinam,2008,64.1,12.4,328.6,8.2,33.7,33.7,19.3,66,56.8,259.3,786.5,188.4,1857,,,,,,,
Tamil Nadu, Nagapatinam,2009,58.3,0,176.5,81.8,29.8,7.3,2.6,106.4,42.8,133,671.1,536,1845.6,,,,,,,
Tamil Nadu, Nagapatinam,2010,57,0,0.1,10.6,100,70.8,31,171.2,113.2,151.7,499.8,390.1,1595.5,,,,,,,
Tamil Nadu, Namakkal,2004,2.3,0,0,55.5,223.2,5.9,48.1,21.8,104.9,198.3,48.2,0,708.2,,,,,,,
Tamil Nadu, Namakkal,2005,0,2.8,14.1,119.8,94.8,15.6,47.2,137.2,76.6,295.7,251,128.5,1183.3,,,,,,,
Tamil Nadu, Namakkal,2006,15,0,27.2,42.7,81.6,41.9,0.8,83.7,199.1,239.3,115.8,3.2,850.3,,,,,,,
Tamil Nadu, Namakkal,2007,0,0,0,65,61.6,27.6,39.8,141.3,62.8,172.8,45.9,137.6,754.4,,,,,,,
Tamil Nadu, Namakkal,2008,6,0.4,85.4,49.4,103.8,17.6,70,231.6,61.6,126.9,192.4,12.2,957.3,,,,,,,
Tamil Nadu, Namakkal,2009,0,0,25.1,12.2,118.6,22.3,9.1,105.8,113,34.5,136.9,36.1,613.6,,,,,,,
Tamil Nadu, Namakkal,2010,0,0,0,18,116.6,58.6,68.9,100.3,75.8,118.7,258.8,51.5,867.2,,,,,,,
Tamil Nadu, Nilgiri,2004,32.9,16.3,3.6,65.9,358.2,341.9,109.5,221.1,271.2,326.6,236.5,1.6,1985.3,,,,,,,
Tamil Nadu, Nilgiri,2005,18.7,4.5,29.9,197.2,80.6,146.5,451.1,229.5,205.4,239.6,264.4,53.2,1920.6,,,,,,,
Tamil Nadu, Nilgiri,2006,23.8,0,75.6,66.4,182.7,195.6,155.1,139.1,164.1,351.4,271.1,33.6,1658.5,,,,,,,
Tamil Nadu, Nilgiri,2007,7.8,28.1,6.4,68.4,104,335.7,280.4,316.9,210.2,277.7,78.2,180.8,1894.6,,,,,,,
Tamil Nadu, Nilgiri,2008,5,188.6,286.9,52.2,99.7,294.7,353.8,292.2,127.2,440.4,55.3,37.1,2233.1,,,,,,,
Tamil Nadu, Nilgiri,2009,1.7,0,98.2,45.8,142.5,184,635.6,233.9,211.7,161.5,658.1,73.4,2446.4,,,,,,,
Tamil Nadu, Nilgiri,2010,17.6,2.5,19,60.3,111,281.3,373.1,336,231.3,237.1,307.7,65.1,2042,,,,,,,
Tamil Nadu, Perambulur,2004,1.7,0,0,0,376.8,21.3,53.8,9.7,221.3,300.7,117.8,6.4,1109.5,,,,,,,
Tamil Nadu, Perambulur,2005,0,0,20.2,52,114.8,24.3,91.3,103.5,82.6,172.1,481.7,199.8,1342.3,,,,,,,
Tamil Nadu, Perambulur,2006,9.3,0,33,27,118.8,34,3.3,71,148.2,157.4,129.1,24.4,755.5,,,,,,,
Tamil Nadu, Perambulur,2007,0,0,0,56,74.9,59.3,34.8,179.5,38.8,226.5,33.1,205.5,908.4,,,,,,,
Tamil Nadu, Perambulur,2008,23.3,22.5,96.8,4.5,59.3,38,33,75.5,38.1,123.3,459.2,69.2,1042.7,,,,,,,
Tamil Nadu, Perambulur,2009,9.8,0,9.5,7.8,74,25.3,12,89.3,83.8,29.4,286.8,119.1,746.8,,,,,,,
Tamil Nadu, Perambulur,2010,32.5,0,0,0,82,107,18.3,115,86.3,153.8,249.3,95.7,939.9,,,,,,,
Tamil Nadu, Pudukottai,2004,0,0,7.7,0,283.2,55.9,75.9,23,256.2,235,189.4,18.2,1144.5,,,,,,,
Tamil Nadu, Pudukottai,2005,0.4,39.7,5.4,60.6,46.6,19.9,70,64.2,193.3,177.9,474.7,156.7,1309.4,,,,,,,
Tamil Nadu, Pudukottai,2006,4.2,0,45.3,42.5,37.4,63.8,10,94.1,57.4,203.9,211.1,26.1,795.8,,,,,,,
Tamil Nadu, Pudukottai,2007,0.2,1.9,0,15.2,28.5,31.9,45,199.1,32.8,174.9,40.4,240.6,810.5,,,,,,,
Tamil Nadu, Pudukottai,2008,7.7,55.2,161.6,12.2,6.1,44.5,64.4,146,37.3,165.9,329.8,59.9,1090.6,,,,,,,
Tamil Nadu, Pudukottai,2009,3.7,0,3.5,38.9,38.5,30.6,22,33.2,119.7,33,295.6,150.1,768.8,,,,,,,
Tamil Nadu, Pudukottai,2010,1.5,0,0,11.1,117.8,49.7,50.6,105.4,161.6,107.6,246,140.9,992.2,,,,,,,
Tamil Nadu, Ramanathapuram,2004,0.3,12.1,3.2,20.5,140.3,6.3,37.4,5.6,180.2,363.7,250.4,96.7,1116.7,,,,,,,
Tamil Nadu, Ramanathapuram,2005,11.8,25.8,14.1,261.3,60.6,2.3,48.4,12.9,51.7,267,254,244.2,1254.1,,,,,,,
Tamil Nadu, Ramanathapuram,2006,23.8,0.1,86.5,22.4,10.8,5.5,1.4,23.9,46.8,368.8,251.8,14.2,856,,,,,,,
Tamil Nadu, Ramanathapuram,2007,52,21.8,0.3,33.2,19.9,25.1,32.9,54.2,38.3,230.2,72.2,207.7,787.8,,,,,,,
Tamil Nadu, Ramanathapuram,2008,9.2,56.6,376.6,55.7,0,19.9,31.2,75.4,19.1,344.2,311.7,193.1,1492.7,,,,,,,
Tamil Nadu, Ramanathapuram,2009,18.8,0,24.1,102.1,11.2,1.1,0.1,53.4,55.9,76.1,397.4,184.6,924.8,,,,,,,
Tamil Nadu, Ramanathapuram,2010,10.3,0,0.4,26.1,61,17.9,44.3,88.6,123.3,192.5,390.1,154.1,1108.6,,,,,,,
Tamil Nadu, Salem,2004,0,0,0,46,344.4,35.3,107.4,38.3,141.6,185.9,82.4,0,981.3,,,,,,,
Tamil Nadu, Salem,2005,0,2.2,16.5,125.1,57.2,36.5,82.1,154.6,134.9,282,260.6,64.5,1216.2,,,,,,,
Tamil Nadu, Salem,2006,4.3,0,37,30.3,86.2,46.5,30,102.1,192.7,191.5,142.3,13.6,876.5,,,,,,,
Tamil Nadu, Salem,2007,0.1,0.5,0,59.8,28.8,30.3,111.2,205.3,138.3,171.9,46.6,157.1,949.9,,,,,,,
Tamil Nadu, Salem,2008,4.6,10.4,99.4,35.5,132.2,53.1,95.8,262.6,72.5,163.2,197,13.2,1139.5,,,,,,,
Tamil Nadu, Salem,2009,2.3,0,16.9,42.4,130.4,64.7,63.2,165.5,167.9,56.1,142.8,44.7,896.9,,,,,,,
Tamil Nadu, Salem,2010,0.6,0,2.8,21.9,129.2,124.5,111.9,202.8,106.6,165,328.7,70.5,1264.5,,,,,,,
Tamil Nadu, Sivaganga,2004,0,0,6.3,30.6,156.8,22.1,50.4,51.8,292.9,281.6,182.5,29,1104,,,,,,,
Tamil Nadu, Sivaganga,2005,0,24.1,28.5,144.7,89.6,30.3,78.3,79.3,75.8,310.7,258.8,169.1,1289.2,,,,,,,
Tamil Nadu, Sivaganga,2006,20.5,0,70.2,61.2,52.7,57.7,19.2,68.2,95,257.3,239.6,24.3,965.9,,,,,,,
Tamil Nadu, Sivaganga,2007,1.4,4.1,1.3,83.2,90,93.3,19.7,115.2,45.3,117.7,101,214.4,886.6,,,,,,,
Tamil Nadu, Sivaganga,2008,0.9,51,255.9,43.8,21.1,65.4,66.3,147.8,52.3,246.5,166.8,59,1176.8,,,,,,,
Tamil Nadu, Sivaganga,2009,1.4,0,0.6,74.4,48.1,19.1,13.5,149.5,151.4,34.3,315.4,90.4,898.1,,,,,,,
Tamil Nadu, Sivaganga,2010,4.1,0,0,21.3,93.5,76.8,91.9,82,245.3,203.8,236.3,98.5,1153.5,,,,,,,
Tamil Nadu, Thanjavur,2004,3.9,0.1,2.1,8.7,301.1,16.1,46.4,57.2,234.7,394.7,223.7,20.9,1309.6,,,,,,,
Tamil Nadu, Thanjavur,2005,0.6,2,9.7,93.4,102.2,7.5,52.6,92.1,150.9,242.3,508.5,202.4,1464.2,,,,,,,
Tamil Nadu, Thanjavur,2006,11,0,39,28.8,65,30.2,1.8,70.5,150.3,222.1,185.2,37.8,841.7,,,,,,,
Tamil Nadu, Thanjavur,2007,0.5,9,0,57.7,46,29.1,41.4,152.6,68.7,278.6,62.5,326.3,1072.4,,,,,,,
Tamil Nadu, Thanjavur,2008,6.1,17.3,140,3.6,11.1,23.4,58,129.8,39.1,191.9,723.8,107.4,1451.5,,,,,,,
Tamil Nadu, Thanjavur,2009,19.4,0,18.6,55.4,23.2,20.1,9.3,125.9,114.4,40.1,449.8,320.6,1196.8,,,,,,,
Tamil Nadu, Thanjavur,2010,29.8,0,0,10.4,96.6,44.6,39.9,144.2,162.3,209.3,398.7,229.1,1364.9,,,,,,,
Tamil Nadu, Theni,2004,0,0,28.2,30.2,34,26.2,17.5,20.3,105,171.6,142.7,0,575.7,,,,,,,
Tamil Nadu, Theni,2005,0,40.5,73.1,146.7,76.8,34.9,50.4,27.9,34.6,275.5,204,158.1,1122.5,,,,,,,
Tamil Nadu, Theni,2006,12.5,0,58.7,55.7,79.9,26.8,3,25.4,62.1,221.8,194.6,0,740.5,,,,,,,
Tamil Nadu, Theni,2007,0,0,0,49.3,10.8,81.4,50.8,53.4,51.7,263.2,108.6,204.9,874.1,,,,,,,
Tamil Nadu, Theni,2008,0,36.3,256.2,38.5,29.8,60.5,70.9,140.3,73.3,257.1,59.8,20.3,1043,,,,,,,
Tamil Nadu, Theni,2009,3.7,0,41.7,54.3,61.2,42.3,103.7,42.7,81.9,80,274.7,27.8,814,,,,,,,
Tamil Nadu, Theni,2010,4.8,0,1.1,67.6,94.8,80.6,118.9,45.9,95.7,167.7,296.5,48.2,1021.8,,,,,,,
Tamil Nadu,Tirunelveli,2004,34.3,16.3,6.1,90.4,129,51.1,10,28.8,105.3,241.5,293.1,35.4,1041.3,,,,,,,
Tamil Nadu,Tirunelveli,2005,8.2,23.6,68.5,204.7,22.3,18,82.5,17.8,29.5,76,265.8,206.9,1023.8,,,,,,,
Tamil Nadu,Tirunelveli,2006,69.2,3.2,120.7,28.6,34.9,26.4,26.7,25.4,44,382.9,393.9,21.1,1177,,,,,,,
Tamil Nadu,Tirunelveli,2007,19.8,0.1,7.5,119.7,9.1,94.2,48.1,30.9,84.4,152.3,161.2,113,840.3,,,,,,,
Tamil Nadu,Tirunelveli,2008,9.4,53.2,400.5,106.4,2.9,11,41.4,74,21.3,322,171.3,77.5,1290.9,,,,,,,
Tamil Nadu,Tirunelveli,2009,8.2,0,28.2,69.9,25.8,15.3,54.1,30,27.9,115,405.4,133,912.8,,,,,,,
Tamil Nadu,Tirunelveli,2010,35.9,0.1,4.6,43.2,36.6,26,63.4,15.6,84.6,111.9,291.7,152.2,865.8,,,,,,,
Tamil Nadu,TIRUVALLUR,2004,20.8,0,0,17.4,218.9,43.8,51.4,24.7,233.1,226.2,222.3,2,1060.6,,,,,,,
Tamil Nadu,TIRUVALLUR,2005,0.2,0,17.5,87.7,18.2,35.5,108.1,113.3,207,582.7,415.3,419.9,2005.4,,,,,,,
Tamil Nadu,TIRUVALLUR,2006,0.2,0,27.2,10.2,27.5,81.3,55.1,107.3,185.5,430.5,173.3,64.1,1162.2,,,,,,,
Tamil Nadu,TIRUVALLUR,2007,0,2.5,0,13.2,31.3,84.1,208.9,249.6,134.7,251.7,97.7,258,1331.7,,,,,,,
Tamil Nadu,TIRUVALLUR,2008,57.2,11.4,137.6,0.8,30.4,105.6,89.4,90.2,135,260,482.3,18.8,1418.7,,,,,,,
Tamil Nadu, Tiruvallur,2009,11.4,0,0,0,15,39,61.4,125.4,105.9,54.3,372.5,163.1,948,,,,,,,
Tamil Nadu, Tiruvallur,2010,2.3,0,0,0.6,137.5,101.5,280.3,279.6,155.8,133.1,207.2,177.9,1475.8,,,,,,,
Tamil Nadu, Tiruvannamalai,2004,0,0,0,56.5,455.7,44.3,166.2,8.9,346.8,233.9,149.4,1.1,1462.8,,,,,,,
Tamil Nadu, Tiruvannamalai,2005,0,6,15.2,66.6,100.9,35.4,73.1,112.4,225.6,316.6,314.3,169.7,1435.8,,,,,,,
Tamil Nadu, Tiruvannamalai,2006,3.5,0,37,19.5,36,95.7,23.5,91.8,154.8,243.6,155.8,63.3,924.5,,,,,,,
Tamil Nadu, Tiruvannamalai,2007,0,27.7,0,54.2,23.2,79.2,170.5,163.8,72.4,245.9,77.9,278,1192.8,,,,,,,
Tamil Nadu, Tiruvannamalai,2008,14.2,9,97.2,27.9,59.2,57.6,88.8,113.1,142.7,190.7,314.7,40.3,1155.4,,,,,,,
Tamil Nadu, Tiruvannamalai,2009,6.4,0,1,0,31.1,12.3,46.7,92,241,55.9,287.3,93.2,866.9,,,,,,,
Tamil Nadu, Tiruvannamalai,2010,5.1,0,0,0,124.2,107.9,114.4,113.5,175.5,115.3,350.6,188.7,1295.2,,,,,,,
Tamil Nadu, Tiruvarur,2004,8,0,2,0,398.4,9.9,4.1,101,351,561.5,324.9,82.9,1843.7,,,,,,,
Tamil Nadu, Tiruvarur,2005,0.9,0.3,0.7,184.3,28.8,4.3,51.9,63.1,166,131.4,569.2,105.4,1306.3,,,,,,,
Tamil Nadu, Tiruvarur,2006,21.9,0,31.9,54.9,49.7,24.7,5.6,58,138.9,300.7,317,44.2,1047.5,,,,,,,
Tamil Nadu, Tiruvarur,2007,0.1,5.9,0,15.3,42,45.9,49.4,294,122.7,355.8,67.1,416.9,1415.1,,,,,,,
Tamil Nadu, Tiruvarur,2008,15.2,30.4,187.8,4,21.7,35.2,37.7,114,31.6,246.4,742.8,143.7,1610.5,,,,,,,
Tamil Nadu, Tiruvarur,2009,31.9,0,92.3,63.4,47,5,10.7,137,72.1,65.8,507.9,381.6,1414.7,,,,,,,
Tamil Nadu, Tiruvarur,2010,39.7,0,0,2.5,103.5,103.2,65.2,183.5,180.6,186.5,540.2,392.1,1797,,,,,,,
Tamil Nadu, Trichy,2004,1.8,0,0,7.1,272,29.8,88.3,6.3,243.4,225.1,138.9,0.9,1013.6,,,,,,,
Tamil Nadu, Trichy,2005,0.2,0.7,29.6,126.4,93.8,2.9,80,72.2,89.8,330,376.3,152.3,1354.2,,,,,,,
Tamil Nadu, Trichy,2006,11.4,0,41.4,31.8,79,31.5,0.6,104.9,156,166.3,126.4,11.2,760.5,,,,,,,
Tamil Nadu, Trichy,2007,0,1,0,46.2,83.4,50.8,36.1,140.2,36.7,179.4,47.4,259.9,881.1,,,,,,,
Tamil Nadu, Trichy,2008,8.4,22,111.2,15.6,66.9,4,108,85.2,61.9,179.5,353.3,53.7,1069.7,,,,,,,
Tamil Nadu, Trichy,2009,7.6,0,3.6,19.2,28.8,21.1,8.4,109.4,92.4,32.4,269,83.9,675.8,,,,,,,
Tamil Nadu, Trichy,2010,7.5,0,0,1.7,131.5,62.3,46,81,67.9,128.1,282.2,97.9,906.1,,,,,,,
Tamil Nadu, Tuticorin,2004,15.2,26.5,5.5,24.7,69.7,2,5.3,4.4,139.4,250.5,251.6,49.3,844.1,,,,,,,
Tamil Nadu, Tuticorin,2005,10.6,50.9,23.6,130.8,16.7,0.7,19.6,14.9,13.2,99.3,235,119.3,734.6,,,,,,,
Tamil Nadu, Tuticorin,2006,36.1,0,92.5,26.3,21.1,6,0.4,7.6,47.8,309.8,337.2,24.7,909.5,,,,,,,
Tamil Nadu, Tuticorin,2007,32.2,8,0.6,56.8,7,11.4,30.9,37.9,21.5,196.2,111.9,62.3,576.7,,,,,,,
Tamil Nadu, Tuticorin,2008,3.8,91.1,264.6,58.9,0.4,3.3,9,49.9,3.5,357.9,180,54.5,1076.9,,,,,,,
Tamil Nadu, Tuticorin,2009,6.8,0.2,16.8,79.5,17,1.2,0.7,18.7,33.9,56,386.6,47.9,665.3,,,,,,,
