State,District,Year,January,February,March,April,May,June,July,August,September,October,November,December,Annual Total,,,,,
Madhya Pradesh,Hoshangabad,2009,16.2,0,0,2.2,29.4,68.7,608.3,291.5,377.5,73.3,70.1,37.5,1574.7,,,,,
Madhya Pradesh,Hoshangabad,2010,0,11,5.6,0,0.4,51.3,323.9,441.2,201.1,10.1,38.5,0,1083.1,,,,,
Madhya Pradesh,Indore,2004,3.2,0,0,0,12.6,89.4,295,211.2,88.3,53.1,13.8,0,766.6,,,,,
Madhya Pradesh,Indore,2005,4.6,0,3,1.2,4.6,40.9,264.9,177,226.9,0,0,0,723.1,,,,,
Madhya Pradesh,Indore,2006,0,0,54.7,0,26.9,62.2,257.2,538.2,264.4,21.4,9.2,0,1234.2,,,,,
Madhya Pradesh,Indore,2007,0.9,2.4,0,2.2,10.2,108.4,373.4,300.8,162.2,0,0,0,960.5,,,,,
Madhya Pradesh,Indore,2008,0,0,0,0,0,82.8,231.1,138,170.2,42.5,5.8,0.2,670.6,,,,,
Madhya Pradesh,Indore,2009,0.3,0,14.9,0,12,92,417.4,110,124.5,61.1,111.6,21.3,965.1,,,,,
Madhya Pradesh,Indore,2010,5,2.2,0.1,0,1.1,56.4,192.8,376.1,228,18,79.1,0,958.8,,,,,
Madhya Pradesh,Jabalpur,2004,56.2,0,0,2.3,9.2,298.1,288.8,434.2,72.5,32.8,14.6,0,1208.7,,,,,
Madhya Pradesh,Jabalpur,2005,71.7,4.5,28.2,3.2,5.8,92,919.3,318.3,348.9,11.8,0,2.5,1806.2,,,,,
Madhya Pradesh,Jabalpur,2006,0,0,74.8,1.5,36.9,100.6,384,313,74.8,3,10,0.5,999.1,,,,,
Madhya Pradesh,Jabalpur,2007,0,41.7,22.7,1.6,1.2,82.2,325.6,394.3,156.3,0,0,7.8,1033.4,,,,,
Madhya Pradesh,Jabalpur,2008,0.1,3.9,0.8,0.4,6.8,407.9,339,302.5,115.2,24.5,0,0,1201.1,,,,,
Madhya Pradesh,Jabalpur,2009,23.3,0,1.1,0.2,4.1,32.5,384.1,234.9,291.3,36.6,90.1,23.8,1122,,,,,
Madhya Pradesh,Jabalpur,2010,6.6,0.4,1.5,0,0.4,89.1,419.8,363.2,482,31.2,0.5,3.7,1398.4,,,,,
Madhya Pradesh,Jhabua,2004,6,0,0,0,0,107.8,235.2,646.9,48.7,52.8,0,0,1097.4,,,,,
Madhya Pradesh,Jhabua,2005,12,0,2,6,1.6,62.8,317.9,77.5,179.5,0,0,0,659.3,,,,,
Madhya Pradesh,Jhabua,2006,0,0,7.3,0,0.5,154.8,362.9,648.8,300.9,18.9,0,0,1494.1,,,,,
Madhya Pradesh,Jhabua,2007,0,0,0,5.3,2.5,128.6,539.5,336.1,176.6,0,0,0,1188.6,,,,,
Madhya Pradesh,Jhabua,2008,0,0,0,0,0,88.2,146.9,158.5,203.2,34.5,0,0.9,632.2,,,,,
Madhya Pradesh,Jhabua,2009,0,0,0,0,0,23,302.5,129.6,107.9,40.2,17.2,2.2,622.6,,,,,
Madhya Pradesh,Jhabua,2010,0,0,0,0,0,44,169.9,273.7,117.7,0,34.5,0,639.8,,,,,
Madhya Pradesh,Katni,2004,25,0,0,0,0,98.6,256,488.8,72,0,0,0,940.4,,,,,
Madhya Pradesh,Katni,2005,0,0,0,0,0,251.4,1186.8,491.2,78.8,0,0,0,2008.2,,,,,
Madhya Pradesh,Katni,2006,N.A.,0,N.A.,N.A.,N.A.,131,315,231,23,0,0,0,N.A.,,,,,
Madhya Pradesh,Katni,2007,0,43.5,0,0,0,60.7,171,212.3,177.6,2,0,0,667.1,,,,,
Madhya Pradesh,Katni,2008,10,2.3,0,9,0.2,503.1,244.9,200.1,232,28,0,0,1229.6,,,,,
Madhya Pradesh,Katni,2009,30,0,0,0,0,10.6,161.5,74.5,190.9,43,40.1,7,557.6,,,,,
Madhya Pradesh,Katni,2010,5,0,0,0,0,14,228.2,128.5,108.3,24,0,0,508,,,,,
Madhya Pradesh,Khandwa,2004,0,0,0,0,72,30,305.5,274.4,58,12,0,0,751.9,,,,,
Madhya Pradesh,Khandwa,2005,22,0,2,10,15,27,265.2,151,182,3,0,0,677.2,,,,,
Madhya Pradesh,Khandwa,2006,0,0,79,0,3,37,256,263,115,25.9,1,0,779.9,,,,,
Madhya Pradesh,Khandwa,2007,0,2,0,0,0.3,142.6,574,225,71,0,0,0,1014.9,,,,,
Madhya Pradesh,Khandwa,2008,0,0,0,0,0,101.2,184.5,214.6,166.4,16.1,0,0.3,683.1,,,,,
Madhya Pradesh,Khandwa,2009,3,0,0,0.3,2.7,66.9,277.9,75.8,57.4,6.6,59,2.1,551.7,,,,,
Madhya Pradesh,Khandwa,2010,0,0,0,0,0,63.4,354.2,308,96.3,1.7,86,0,909.6,,,,,
Madhya Pradesh,Khargone,2004,0,0,0,0,35,64.3,199,349,35.1,77.1,0,0,759.5,,,,,
Madhya Pradesh,Khargone,2005,0,0,0,0,0,107.6,197.3,84.8,141.1,0,0,0,530.8,,,,,
Madhya Pradesh,Khargone,2006,0,0,33.1,0,3.5,134.7,316.3,358.2,191.8,2.1,0,0.2,1039.9,,,,,
Madhya Pradesh,Khargone,2007,0,5.4,0,0,1.2,109.3,430.6,305.1,143.9,0,0,0,995.5,,,,,
Madhya Pradesh,Khargone,2008,0,0,9.3,0,0.5,58.9,146.5,70.2,158,0,29.5,0,472.9,,,,,
Madhya Pradesh,Khargone,2009,0,0,0,0,6,47.9,361.5,88.1,117.5,31.9,33.3,16.4,702.6,,,,,
Madhya Pradesh,Khargone,2010,0,0,0,0,0,47.5,180.4,314.7,138.1,14.5,55,0,750.2,,,,,
Madhya Pradesh,Mandla,2004,14.5,0,0,2.4,0,277.7,260.3,483.7,101.3,23.1,1.1,0,1164.1,,,,,
Madhya Pradesh,Mandla,2005,78.3,16,10.5,0,15.8,196.9,504.5,367.4,266,22.1,0,0,1477.5,,,,,
Madhya Pradesh,Mandla,2006,0,0,2.6,0,13.1,12.4,599.1,414.8,95.8,1.7,0.2,0,1139.7,,,,,
Madhya Pradesh,Mandla,2007,0,1.2,9.6,1.5,2.8,97,370.1,288.9,394.6,8.2,0,0,1173.9,,,,,
Madhya Pradesh,Mandla,2008,0,3.2,34.6,4,0.4,602.4,338.4,351.2,152.4,10.9,6,0,1503.5,,,,,
Madhya Pradesh,Mandla,2009,12.2,0,0.1,0,0,19,393.3,246.7,141.4,24.2,117.8,4.6,959.3,,,,,
Madhya Pradesh,Mandla,2010,0,13.9,0.3,3.5,6.9,113.8,539.4,361.3,426,23.3,2.1,0,1490.5,,,,,
Madhya Pradesh,Mandsaur,2004,0,0,0,0,3.1,88.3,296.3,675.1,4,23.7,0,0,1090.5,,,,,
Madhya Pradesh,Mandsaur,2005,1.7,0,1.8,1,0,120.6,376.6,114.3,128.6,0,0,0,744.6,,,,,
Madhya Pradesh,Mandsaur,2006,0,0,15.4,0,11.1,188.1,330.5,724.5,172.8,0.9,0,0,1443.3,,,,,
Madhya Pradesh,Mandsaur,2007,0,1,0,0,1.3,67.2,308.6,294.6,145,0,0,0,817.7,,,,,
Madhya Pradesh,Mandsaur,2008,0,0,3.7,1.9,0.4,106.7,299.3,154.8,116.2,5.9,19.3,0,708.2,,,,,
Madhya Pradesh,Mandsaur,2009,0,0,0,0,0,36.7,374.3,158.8,92.8,41.1,18.1,3.8,725.6,,,,,
Madhya Pradesh,Mandsaur,2010,0,1.3,0,0,0,50,288.2,211.2,67.5,0.2,58,0.4,676.8,,,,,
Madhya Pradesh,Morena,2004,29,0,0,0,0.3,15.3,104.3,268.1,108.6,22,0,0,547.6,,,,,
Madhya Pradesh,Morena,2005,5.3,0,0,0,16,66.2,391.7,93.7,114.4,0,0,0,687.3,,,,,
Madhya Pradesh,Morena,2006,N.A.,N.A.,6,1,22,93.8,127.4,66.9,72.1,0,0,0,N.A.,,,,,
Madhya Pradesh,Morena,2007,0,60.1,10.8,0.5,3.8,79.9,51,123.8,101.5,0,0,0,431.4,,,,,
Madhya Pradesh,Morena,2008,0,0,0,0,0,163.1,221.7,269.3,116.3,6,1.3,0,777.7,,,,,
Madhya Pradesh,Morena,2009,0,0,0,0,0,13.5,100.2,274.4,113.8,132.5,22.2,3.9,660.5,,,,,
Madhya Pradesh,Morena,2010,0,0,0,0,0,43.5,224.8,309.2,195.3,0,25.5,3,801.3,,,,,
Madhya Pradesh,Narsinghpur,2004,47.1,0,0,0,1,442.8,146.4,350.6,148.3,17.2,3,0,1156.4,,,,,
Madhya Pradesh,Narsinghpur,2005,45,12.4,23.5,2.2,0.2,101.2,1017.8,238.9,141.8,2.6,0,0,1585.6,,,,,
Madhya Pradesh,Narsinghpur,2006,0,0,60.2,7,17.3,44.1,405.9,416.2,133.7,0,0,0,1084.4,,,,,
Madhya Pradesh,Narsinghpur,2007,0,42.7,8.5,0.5,30.4,93.9,435.9,164.8,117.8,0,0,5.3,899.8,,,,,
Madhya Pradesh,Narsinghpur,2008,0,0,23.9,0.5,3.6,318.6,228.2,279,82.6,11,0,0,947.4,,,,,
Madhya Pradesh,Narsinghpur,2009,0.7,0,0,0.2,5.3,30.9,352.2,209.7,550.8,13.2,52.7,15.2,1230.9,,,,,
Madhya Pradesh,Narsinghpur,2010,1.4,0,0,0,0,77.8,270,249.8,174.8,7.6,1.7,2.4,785.5,,,,,
Madhya Pradesh,Neemuch,2004,0,0,0,0,0,78.4,155.4,427.5,26.5,4.2,0,0,692.0,,,,,
Madhya Pradesh,Neemuch,2005,0,0,0,2.1,0,107.2,312.8,97,227.4,0,0,0,746.5,,,,,
Madhya Pradesh,Neemuch,2006,0,0,15.4,0,10.7,143.6,266.8,759.6,155.9,0,0,0,1352.0,,,,,
Madhya Pradesh,Neemuch,2007,0,0,0,0,7.7,56.2,161,220,56.7,0,0,0,501.6,,,,,
Madhya Pradesh,Neemuch,2008,0,0,2.1,1.2,0.2,149.3,296.6,235.8,102.9,4,21.1,0,813.2,,,,,
Madhya Pradesh,Neemuch,2009,0,0,0,0,8,25.4,336.4,169,110.2,12.5,16.1,4.1,681.7,,,,,
Madhya Pradesh,Neemuch,2010,0,0,0,0,0,31.8,317.7,343,97.5,2.2,29.5,0,821.7,,,,,
Madhya Pradesh,Panna,2004,10.4,0,0,0,0,269.8,111.1,627.5,184.5,81.3,0,0,1284.6,,,,,
Madhya Pradesh,Panna,2005,14.4,5.5,32.6,13.5,0,96.1,674.4,459.8,190.3,7.8,0,0,1494.4,,,,,
Madhya Pradesh,Panna,2006,0,0,N.A.,16.7,41.7,90,208.2,207.2,42.7,0,0,0,N.A.,,,,,
Madhya Pradesh,Panna,2007,0,48.6,0,0,4.3,30.4,157.9,118.1,46.4,0,0,0,405.7,,,,,
Madhya Pradesh,Panna,2008,0,2.1,0,1,0.5,97.9,269,158.8,55.5,0,0,0,584.8,,,,,
Madhya Pradesh,Panna,2009,29,0,0,0,0,8,227.5,301.7,109.5,85.5,66,5.3,832.5,,,,,
Madhya Pradesh,Panna,2010,4.8,10.5,0,0,0,13,345.2,207.7,104.1,47.4,8.6,0,741.3,,,,,
Madhya Pradesh,Raisen,2004,35.1,0,0,0,15.2,145.6,193,354.2,70.3,78.1,25.4,0,916.9,,,,,
Madhya Pradesh,Raisen,2005,7,3.4,16,0,0,90.4,752.3,214.9,154,0,0,0,1238.0,,,,,
Madhya Pradesh,Raisen,2006,0,0,7.5,0,13,53.6,339.7,450.8,272.1,3.6,2.6,0,1142.9,,,,,
Madhya Pradesh,Raisen,2007,0,8.1,1,0,5.2,164.8,392.8,156.2,79.8,0,0,0,807.9,,,,,
Madhya Pradesh,Raisen,2008,0,0,0,0,0.3,325.7,222.8,244.5,117.1,8.6,6.3,0,925.3,,,,,
Madhya Pradesh,Raisen,2009,6.3,0,0,0,11.3,62,336.7,196,313.6,58.6,70.8,23.6,1078.9,,,,,
Madhya Pradesh,Raisen,2010,2.3,1.9,0,0,0,97.2,217.7,337.7,120.3,3,32.4,0,812.5,,,,,
Madhya Pradesh,Rajgarh,2004,8.9,0,0,0,1.1,138.6,270.3,516.3,19.9,55.3,4.5,0,1014.9,,,,,
Madhya Pradesh,Rajgarh,2005,0,0,15.2,5,0,103.4,370,85.1,138.6,0,0,0,717.3,,,,,
Madhya Pradesh,Rajgarh,2006,0,0,N.A.,0,38.5,52.9,277.6,496,337.6,4.6,0,0,N.A.,,,,,
Madhya Pradesh,Rajgarh,2007,0.3,12.7,0.8,0,14.4,108.8,433,142.9,129.4,0,0,0,842.3,,,,,
Madhya Pradesh,Rajgarh,2008,0,0,7.4,0.8,0.7,230.2,187,189,116.6,5,7,0,743.7,,,,,
Madhya Pradesh,Rajgarh,2009,5.7,0,0,0,8,33.6,392.2,103.7,71.6,101,71.7,14.6,802.1,,,,,
Madhya Pradesh,Rajgarh,2010,0,4.4,0,0,0,27.4,240,267.7,99.1,8,56.3,0.6,703.5,,,,,
Madhya Pradesh,Ratlam,2004,4.6,0,0,0,18.6,94.2,167.4,535.6,28.3,30.1,0,0,878.8,,,,,
Madhya Pradesh,Ratlam,2005,4.3,0,2.4,7.9,0.2,52.5,225.2,162.5,319.4,0.4,0,0,774.8,,,,,
