,LONGITUDE,SITE_TYPE,SITE_SUB_TYPE,STATE_NAME,DISTRICT_NAME,TAHSIL_NAME,BLOCK_NAME,SITE_NAME,WLS_DATE,WLS_WTR_LEVEL
"27°23'37"" N","95°53'57"" E",Dug Well,,Assam,TINSUKIA,MARGHERITA,MARGHERITA,Jagun,31-Mar-15,4.64
"27°23'37"" N","95°53'57"" E",Dug Well,,Assam,TINSUKIA,MARGHERITA,MARGHERITA,Jagun,15-Nov-15,1.7
"27°30'0"" N","95°50'0"" E",Dug Well,,Assam,TINSUKIA,MARGHERITA,MARGHERITA,Jaipur naharjan,31-Mar-15,3.39
"27°30'0"" N","95°50'0"" E",Dug Well,,Assam,TINSUKIA,MARGHERITA,MARGHERITA,Jaipur naharjan,15-Nov-15,1.66
"27°18'0"" N","95°42'0"" E",Dug Well,,Assam,TINSUKIA,MARGHERITA,MARGHERITA,Ledo forest off,15-Nov-15,2.17
"27°18'0"" N","95°51'30"" E",Dug Well,,Assam,TINSUKIA,MARGHERITA,MARGHERITA,Lekhapani,31-Mar-15,4.71
"27°18'0"" N","95°51'30"" E",Dug Well,,Assam,TINSUKIA,MARGHERITA,MARGHERITA,Lekhapani,15-Nov-15,2.51
"27°19'52"" N","95°51'11"" E",Dug Well,,Assam,TINSUKIA,MARGHERITA,MARGHERITA,Tirap gate,31-Mar-15,6.4
"27°19'52"" N","95°51'11"" E",Dug Well,,Assam,TINSUKIA,MARGHERITA,MARGHERITA,Tirap gate,15-Nov-15,4.45
"27°29'35"" N","95°15'36"" E",Dug Well,,Assam,TINSUKIA,TINSUKIA,TINSUKIA,Panitola,31-Mar-15,4.47
"27°29'35"" N","95°15'36"" E",Dug Well,,Assam,TINSUKIA,TINSUKIA,TINSUKIA,Panitola,15-Nov-15,0.94
"27°28'30"" N","95°22'0"" E",Dug Well,,Assam,TINSUKIA,TINSUKIA,TINSUKIA,Tinsukia,31-Mar-15,5.03
"27°28'30"" N","95°22'0"" E",Dug Well,,Assam,TINSUKIA,TINSUKIA,TINSUKIA,Tinsukia,15-Nov-15,2.92
"26°8'15"" N","87°25'45"" E",Dug Well,,Bihar,ARARIA,ARARIA,ARARIA,Araria,30-May-15,5.1
"26°8'15"" N","87°25'45"" E",Dug Well,,Bihar,ARARIA,ARARIA,ARARIA,Araria,10-Nov-15,3.68
"26°3'9"" N","87°9'1"" E",Dug Well,,Bihar,ARARIA,BHARGAMA,BHARGAMA,Bhargama,10-Nov-15,2.4
"26°20'58"" N","87°13'53"" E",Dug Well,,Bihar,ARARIA,FORBESGANJ,FORBESGANJ,Bathnaha 1,30-May-15,4.7
"26°20'58"" N","87°13'53"" E",Dug Well,,Bihar,ARARIA,FORBESGANJ,FORBESGANJ,Bathnaha 1,10-Nov-15,3.36
"26°20'15"" N","87°15'0"" E",Dug Well,,Bihar,ARARIA,FORBESGANJ,FORBESGANJ,Bathnaha_badres,30-May-15,5.73
"26°15'27"" N","87°13'52"" E",Dug Well,,Bihar,ARARIA,FORBESGANJ,FORBESGANJ,Haripur,30-May-15,3.95
"26°15'27"" N","87°13'52"" E",Dug Well,,Bihar,ARARIA,FORBESGANJ,FORBESGANJ,Haripur,10-Nov-15,2.39
"26°17'20"" N","87°15'7"" E",Dug Well,,Bihar,ARARIA,FORBESGANJ,FORBESGANJ,Matiyari,30-May-15,4.6
"26°17'20"" N","87°15'7"" E",Dug Well,,Bihar,ARARIA,FORBESGANJ,FORBESGANJ,Matiyari,10-Nov-15,2.98
"26°8'45"" N","87°39'15"" E",Dug Well,,Bihar,ARARIA,JOKIHAT,JOKIHAT,Jokihat1,30-May-15,1.36
"26°8'45"" N","87°39'15"" E",Dug Well,,Bihar,ARARIA,JOKIHAT,JOKIHAT,Jokihat1,10-Nov-15,2.3
"26°19'22"" N","87°13'55"" E",Dug Well,,Bihar,ARARIA,NARPATGANJ,NARPATGANJ,Pallasi,30-May-15,4.1
"26°19'22"" N","87°13'55"" E",Dug Well,,Bihar,ARARIA,NARPATGANJ,NARPATGANJ,Pallasi,10-Nov-15,2.09
"26°15'7"" N","87°34'8"" E",Dug Well,,Bihar,ARARIA,PALASI,PALASI,Palasi,10-Nov-15,2.19
"26°4'10"" N","87°14'2"" E",Dug Well,,Bihar,ARARIA,RANIGANJ,RANIGANJ,Raniganj,10-Nov-15,3.06
"24°46'0"" N","84°22'30"" E",Dug Well,,Bihar,AURANGABAD,AURANGABAD,AURANGABAD,Aurangabad,30-May-15,5
"24°46'0"" N","84°22'30"" E",Dug Well,,Bihar,AURANGABAD,AURANGABAD,AURANGABAD,Aurangabad,10-Nov-15,2.5
"24°53'30"" N","84°14'30"" E",Dug Well,,Bihar,AURANGABAD,BARUN,BARUN,Barun,30-May-15,4.3
"24°53'30"" N","84°14'30"" E",Dug Well,,Bihar,AURANGABAD,BARUN,BARUN,Barun,10-Nov-15,9.3
"24°47'15"" N","84°8'58"" E",Dug Well,,Bihar,AURANGABAD,BARUN,BARUN,Narari Kala,30-May-15,11.1
"24°47'15"" N","84°8'58"" E",Dug Well,,Bihar,AURANGABAD,BARUN,BARUN,Narari Kala,10-Nov-15,10.3
"25°1'30"" N","84°25'30"" E",Dug Well,,Bihar,AURANGABAD,DAUDNAGAR,DAUDNAGAR,Daudnagar,30-May-15,5.73
"25°1'30"" N","84°25'30"" E",Dug Well,,Bihar,AURANGABAD,DAUDNAGAR,DAUDNAGAR,Daudnagar,10-Nov-15,3.62
"24°40'30"" N","84°27'15"" E",Dug Well,,Bihar,AURANGABAD,DEO,DEO,Deo1,30-May-15,5.6
"24°40'30"" N","84°27'15"" E",Dug Well,,Bihar,AURANGABAD,DEO,DEO,Deo1,10-Nov-15,5.4
"25°0'8"" N","84°34'34"" E",Dug Well,,Bihar,AURANGABAD,GOH,GOH,Deohara/goh,30-May-15,9.44
"25°0'8"" N","84°34'34"" E",Dug Well,,Bihar,AURANGABAD,GOH,GOH,Deohara/goh,10-Nov-15,5.32
"25°0'0"" N","84°34'48"" E",Dug Well,,Bihar,AURANGABAD,GOH,GOH,Deonara,30-May-15,4.5
"25°0'0"" N","84°34'48"" E",Dug Well,,Bihar,AURANGABAD,GOH,GOH,Deonara,10-Nov-15,4.07
"24°59'2"" N","84°38'50"" E",Dug Well,,Bihar,AURANGABAD,GOH,GOH,Dhobi Tola_Goh,30-May-15,5.24
"24°59'2"" N","84°38'50"" E",Dug Well,,Bihar,AURANGABAD,GOH,GOH,Dhobi Tola_Goh,10-Nov-15,0.9
"25°2'38"" N","84°32'38"" E",Dug Well,,Bihar,AURANGABAD,HASPURA,HASPURA,Etwan,10-Nov-15,2.7
"24°40'0"" N","84°35'30"" E",Dug Well,,Bihar,AURANGABAD,MADANPUR,MADANPUR,Madanpur,30-May-15,6.66
"24°40'0"" N","84°35'30"" E",Dug Well,,Bihar,AURANGABAD,MADANPUR,MADANPUR,Madanpur,10-Nov-15,3
"24°39'15"" N","84°24'39"" E",Dug Well,,Bihar,AURANGABAD,MADANPUR,MADANPUR,Pataya,30-May-15,4.85
"24°39'15"" N","84°24'39"" E",Dug Well,,Bihar,AURANGABAD,MADANPUR,MADANPUR,Pataya,10-Nov-15,3.75
"24°37'15"" N","84°6'30"" E",Dug Well,,Bihar,AURANGABAD,NABINAGAR,NABINAGAR,Dhanibar,30-May-15,8.6
"24°37'15"" N","84°6'30"" E",Dug Well,,Bihar,AURANGABAD,NABINAGAR,NABINAGAR,Dhanibar,10-Nov-15,7.52
"24°36'45"" N","84°6'30"" E",Dug Well,,Bihar,AURANGABAD,NABINAGAR,NABINAGAR,Nabinagar dbib,30-May-15,3.3
"24°36'45"" N","84°6'30"" E",Dug Well,,Bihar,AURANGABAD,NABINAGAR,NABINAGAR,Nabinagar dbib,10-Nov-15,1.4
"24°54'15"" N","84°23'30"" E",Dug Well,,Bihar,AURANGABAD,OBRA,OBRA,Obra,30-May-15,6.1
"24°54'15"" N","84°23'30"" E",Dug Well,,Bihar,AURANGABAD,OBRA,OBRA,Obra,10-Nov-15,4.8
"24°50'15"" N","84°38'15"" E",Dug Well,,Bihar,AURANGABAD,RAFIGANJ,RAFIGANJ,Rafiganj,30-May-15,9.97
"24°50'15"" N","84°38'15"" E",Dug Well,,Bihar,AURANGABAD,RAFIGANJ,RAFIGANJ,Rafiganj,10-Nov-15,9.47
"24°51'48"" N","84°38'31"" E",Dug Well,,Bihar,AURANGABAD,RAFIGANJ,RAFIGANJ,Tineri Morh,30-May-15,5.21
"24°51'48"" N","84°38'31"" E",Dug Well,,Bihar,AURANGABAD,RAFIGANJ,RAFIGANJ,Tineri Morh,10-Nov-15,2.46
"25°3'15"" N","86°54'15"" E",Dug Well,,Bihar,BANKA,AMARPUR,AMARPUR,Amarpur ps,30-May-15,3.08
"25°3'15"" N","86°54'15"" E",Dug Well,,Bihar,BANKA,AMARPUR,AMARPUR,Amarpur ps,10-Nov-15,3.14
"25°3'3"" N","86°53'20"" E",Dug Well,,Bihar,BANKA,AMARPUR,AMARPUR,English More,30-May-15,3.71
"25°3'3"" N","86°53'20"" E",Dug Well,,Bihar,BANKA,AMARPUR,AMARPUR,English More,10-Nov-15,2.75
"25°3'10"" N","86°51'40"" E",Dug Well,,Bihar,BANKA,AMARPUR,AMARPUR,Rampur,30-May-15,3.5
"25°3'10"" N","86°51'40"" E",Dug Well,,Bihar,BANKA,AMARPUR,AMARPUR,Rampur,10-Nov-15,2.58
"24°53'45"" N","86°55'15"" E",Dug Well,,Bihar,BANKA,BANKA,BANKA,Banka ps,30-May-15,4.6
"24°53'45"" N","86°55'15"" E",Dug Well,,Bihar,BANKA,BANKA,BANKA,Banka ps,10-Nov-15,3.87
"24°53'0"" N","87°1'15"" E",Dug Well,,Bihar,BANKA,BARAHAT,BARAHAT,Barahat,30-May-15,4.7
"24°53'0"" N","87°1'15"" E",Dug Well,,Bihar,BANKA,BARAHAT,BARAHAT,Barahat,10-Nov-15,2.94
"24°47'56"" N","87°1'31"" E",Dug Well,,Bihar,BANKA,BAUSI,BAUSI,Baunsi,30-May-15,5.94
"24°47'56"" N","87°1'31"" E",Dug Well,,Bihar,BANKA,BAUSI,BAUSI,Baunsi,10-Nov-15,3.98
"24°48'30"" N","87°1'30"" E",Dug Well,,Bihar,BANKA,BAUSI,BAUSI,Bausi pwdib,30-May-15,12.16
"24°48'30"" N","87°1'30"" E",Dug Well,,Bihar,BANKA,BAUSI,BAUSI,Bausi pwdib,10-Nov-15,12.16
"24°55'41"" N","86°43'47"" E",Dug Well,,Bihar,BANKA,BELHAR,BELHAR,Tinmurty,30-May-15,2.97
"24°38'14"" N","86°41'7"" E",Dug Well,,Bihar,BANKA,CHANAN,CHANAN,Chandan,30-May-15,6.7
"24°38'14"" N","86°41'7"" E",Dug Well,,Bihar,BANKA,CHANAN,CHANAN,Chandan,10-Nov-15,3.64
"24°52'45"" N","87°8'0"" E",Dug Well,,Bihar,BANKA,DHURAIYA,DHURAIYA,Panjwara,30-May-15,5.36
"24°52'45"" N","87°8'0"" E",Dug Well,,Bihar,BANKA,DHURAIYA,DHURAIYA,Panjwara,10-Nov-15,4.44
"24°45'0"" N","86°43'45"" E",Dug Well,,Bihar,BANKA,KATORIA,KATORIA,Katoria,30-May-15,8.7
"24°45'0"" N","86°43'45"" E",Dug Well,,Bihar,BANKA,KATORIA,KATORIA,Katoria,10-Nov-15,6.4
"25°0'30"" N","86°58'45"" E",Dug Well,,Bihar,BANKA,RAJAUN,RAJAUN,Rajaun ps,30-May-15,7.24
"25°0'30"" N","86°58'45"" E",Dug Well,,Bihar,BANKA,RAJAUN,RAJAUN,Rajaun ps,10-Nov-15,7.62
"24°49'38"" N","86°51'5"" E",Dug Well,,Bihar,BANKA,SHAMBHUGANJ,SHAMBHUGANJ,Fulidumer,10-Nov-15,2.12
"25°0'13"" N","86°43'53"" E",Dug Well,,Bihar,BANKA,SHAMBHUGANJ,SHAMBHUGANJ,Kharharia,30-May-15,4.08
"25°3'24"" N","86°45'38"" E",Dug Well,,Bihar,BANKA,SHAMBHUGANJ,SHAMBHUGANJ,Mirjapur,28-May-15,4.08
"25°3'24"" N","86°45'38"" E",Dug Well,,Bihar,BANKA,SHAMBHUGANJ,SHAMBHUGANJ,Mirjapur,10-Nov-15,4.08
"25°4'50"" N","86°44'0"" E",Dug Well,,Bihar,BANKA,SHAMBHUGANJ,SHAMBHUGANJ,Sambhuganj,30-May-15,5.01
"25°4'50"" N","86°44'0"" E",Dug Well,,Bihar,BANKA,SHAMBHUGANJ,SHAMBHUGANJ,Sambhuganj,10-Nov-15,3.56
"25°27'30"" N","85°58'15"" E",Dug Well,,Bihar,BEGUSARAI,BACHHWARA,BACHHWARA,Baraun mile,30-May-15,6.02
"25°27'30"" N","85°58'15"" E",Dug Well,,Bihar,BEGUSARAI,BACHHWARA,BACHHWARA,Baraun mile,10-Nov-15,6.68
"25°32'40"" N","85°51'40"" E",Dug Well,,Bihar,BEGUSARAI,BACHHWARA,BACHHWARA,Kumharson,30-May-15,5.57
"25°32'40"" N","85°51'40"" E",Dug Well,,Bihar,BEGUSARAI,BACHHWARA,BACHHWARA,Kumharson,10-Nov-15,3.24
"25°30'49"" N","85°55'27"" E",Dug Well,,Bihar,BEGUSARAI,BACHHWARA,BACHHWARA,Naya Nagar Dularpur,30-May-15,6.38
"25°30'49"" N","85°55'27"" E",Dug Well,,Bihar,BEGUSARAI,BACHHWARA,BACHHWARA,Naya Nagar Dularpur,10-Nov-15,5.42
"25°28'45"" N","85°56'45"" E",Dug Well,,Bihar,BEGUSARAI,BACHHWARA,BACHHWARA,Teghra,30-May-15,6.92
"25°28'45"" N","85°56'45"" E",Dug Well,,Bihar,BEGUSARAI,BACHHWARA,BACHHWARA,Teghra,10-Nov-15,7.47
"25°34'3"" N","86°11'35"" E",Dug Well,,Bihar,BEGUSARAI,BAKHRI,BAKHRI,Bagrash,30-May-15,7.22
"25°34'3"" N","86°11'35"" E",Dug Well,,Bihar,BEGUSARAI,BAKHRI,BAKHRI,Bagrash,10-Nov-15,5.97
"25°35'16"" N","86°15'31"" E",Dug Well,,Bihar,BEGUSARAI,BAKHRI,BAKHRI,Bakhari/salauna,30-May-15,6.87
"25°35'16"" N","86°15'31"" E",Dug Well,,Bihar,BEGUSARAI,BAKHRI,BAKHRI,Bakhari/salauna,10-Nov-15,4.52
"25°33'45"" N","86°8'45"" E",Dug Well,,Bihar,BEGUSARAI,BAKHRI,BAKHRI,Manjaul,30-May-15,6.49
"25°33'45"" N","86°8'45"" E",Dug Well,,Bihar,BEGUSARAI,BAKHRI,BAKHRI,Manjaul,10-Nov-15,4.47
"25°34'4"" N","86°11'19"" E",Dug Well,,Bihar,BEGUSARAI,BAKHRI,BAKHRI,Peernagar,30-May-15,6.9
"25°34'4"" N","86°11'19"" E",Dug Well,,Bihar,BEGUSARAI,BAKHRI,BAKHRI,Peernagar,10-Nov-15,5.24
"25°35'49"" N","86°13'14"" E",Dug Well,,Bihar,BEGUSARAI,BAKHRI,BAKHRI,Simri,30-May-15,5.97
"25°35'49"" N","86°13'14"" E",Dug Well,,Bihar,BEGUSARAI,BAKHRI,BAKHRI,Simri,10-Nov-15,3.41
"25°31'32"" N","86°17'14"" E",Dug Well,,Bihar,BEGUSARAI,BALIA,BALIA,Parihara,30-May-15,6.9
"25°31'32"" N","86°17'14"" E",Dug Well,,Bihar,BEGUSARAI,BALIA,BALIA,Parihara,10-Nov-15,5.32
"25°26'52"" N","86°1'40"" E",Dug Well,,Bihar,BEGUSARAI,BARAUNI,BARAUNI,Begusarai,30-May-15,6.61
"25°26'52"" N","86°1'40"" E",Dug Well,,Bihar,BEGUSARAI,BARAUNI,BARAUNI,Begusarai,10-Nov-15,5.61
"25°22'45"" N","86°8'15"" E",Dug Well,,Bihar,BEGUSARAI,BEGUSARAI,BEGUSARAI,Begusarai fc/ib,30-May-15,5.77
"25°22'45"" N","86°8'15"" E",Dug Well,,Bihar,BEGUSARAI,BEGUSARAI,BEGUSARAI,Begusarai fc/ib,10-Nov-15,4.88
"25°26'30"" N","86°12'10"" E",Dug Well,,Bihar,BEGUSARAI,BEGUSARAI,BEGUSARAI,Gopalpur,30-May-15,6.15
"25°26'30"" N","86°12'10"" E",Dug Well,,Bihar,BEGUSARAI,BEGUSARAI,BEGUSARAI,Gopalpur,10-Nov-15,5.4
"25°27'17"" N","86°8'32"" E",Dug Well,,Bihar,BEGUSARAI,BEGUSARAI,BEGUSARAI,Haridia,30-May-15,5.9
"25°27'17"" N","86°8'32"" E",Dug Well,,Bihar,BEGUSARAI,BEGUSARAI,BEGUSARAI,Haridia,10-Nov-15,5.17
"25°23'19"" N","86°8'53"" E",Dug Well,,Bihar,BEGUSARAI,BEGUSARAI,BEGUSARAI,Kaithma,30-May-15,7.84
"25°23'19"" N","86°8'53"" E",Dug Well,,Bihar,BEGUSARAI,BEGUSARAI,BEGUSARAI,Kaithma,10-Nov-15,6.81
"25°24'50"" N","86°10'40"" E",Dug Well,,Bihar,BEGUSARAI,BEGUSARAI,BEGUSARAI,Lakho,30-May-15,6.43
"25°24'50"" N","86°10'40"" E",Dug Well,,Bihar,BEGUSARAI,BEGUSARAI,BEGUSARAI,Lakho,10-Nov-15,5.68
"25°25'50"" N","86°7'45"" E",Dug Well,,Bihar,BEGUSARAI,BEGUSARAI,BEGUSARAI,Matihani,30-May-15,6.78
"25°25'50"" N","86°7'45"" E",Dug Well,,Bihar,BEGUSARAI,BEGUSARAI,BEGUSARAI,Matihani,10-Nov-15,4.22
"25°30'27"" N","86°7'58"" E",Dug Well,,Bihar,BEGUSARAI,BEGUSARAI,BEGUSARAI,Mohanpur Usrai,30-May-15,6.17
"25°30'27"" N","86°7'58"" E",Dug Well,,Bihar,BEGUSARAI,BEGUSARAI,BEGUSARAI,Mohanpur Usrai,10-Nov-15,6.36
"25°24'36"" N","86°14'47"" E",Dug Well,,Bihar,BEGUSARAI,BEGUSARAI,BEGUSARAI,Pokharia,30-May-15,7.76
"25°24'36"" N","86°14'47"" E",Dug Well,,Bihar,BEGUSARAI,BEGUSARAI,BEGUSARAI,Pokharia,10-Nov-15,6.19
"25°35'58"" N","86°3'30"" E",Dug Well,,Bihar,BEGUSARAI,CHERIA BARIARPUR,CHERIA BARIARPUR,Aghara,30-May-15,5.82
"25°35'58"" N","86°3'30"" E",Dug Well,,Bihar,BEGUSARAI,CHERIA BARIARPUR,CHERIA BARIARPUR,Aghara,10-Nov-15,6.96
"25°35'15"" N","86°6'30"" E",Dug Well,,Bihar,BEGUSARAI,CHERIA BARIARPUR,CHERIA BARIARPUR,Cheriabariarpur,30-May-15,6.11
"25°35'15"" N","86°6'30"" E",Dug Well,,Bihar,BEGUSARAI,CHERIA BARIARPUR,CHERIA BARIARPUR,Cheriabariarpur,10-Nov-15,4.8
"25°39'8"" N","86°3'36"" E",Dug Well,,Bihar,BEGUSARAI,CHERIA BARIARPUR,CHERIA BARIARPUR,Kumbhidera,30-May-15,5.77
"25°39'8"" N","86°3'36"" E",Dug Well,,Bihar,BEGUSARAI,CHERIA BARIARPUR,CHERIA BARIARPUR,Kumbhidera,10-Nov-15,4.07
"25°22'35"" N","86°9'2"" E",Dug Well,,Bihar,BEGUSARAI,MATIHANI,MATIHANI,Badalpura,30-May-15,7.55
"25°22'35"" N","86°9'2"" E",Dug Well,,Bihar,BEGUSARAI,MATIHANI,MATIHANI,Badalpura,10-Nov-15,7.14
"25°25'22"" N","86°24'35"" E",Dug Well,,Bihar,BEGUSARAI,SAHEBPUR KAMAL,SAHEBPUR KAMAL,Bintoli,30-May-15,5.82
"25°25'22"" N","86°24'35"" E",Dug Well,,Bihar,BEGUSARAI,SAHEBPUR KAMAL,SAHEBPUR KAMAL,Bintoli,10-Nov-15,6.99
"25°23'30"" N","86°56'30"" E",Dug Well,,Bihar,BHAGALPUR,BIHPUR,BIHPUR,Bihpur ib,30-May-15,8.83
"25°23'30"" N","86°56'30"" E",Dug Well,,Bihar,BHAGALPUR,BIHPUR,BIHPUR,Bihpur ib,10-Nov-15,2.95
"25°23'56"" N","86°55'20"" E",Dug Well,,Bihar,BHAGALPUR,BIHPUR,BIHPUR,Marwa,30-May-15,5.78
"25°23'56"" N","86°55'20"" E",Dug Well,,Bihar,BHAGALPUR,BIHPUR,BIHPUR,Marwa,10-Nov-15,3.51
"25°12'30"" N","87°10'30"" E",Dug Well,,Bihar,BHAGALPUR,COLGONG,COLGONG,Ghoga rly stn,30-May-15,4.28
"25°12'30"" N","87°10'30"" E",Dug Well,,Bihar,BHAGALPUR,COLGONG,COLGONG,Ghoga rly stn,10-Nov-15,1.74
"25°14'22"" N","87°20'10"" E",Dug Well,,Bihar,BHAGALPUR,COLGONG,COLGONG,Harchandpur,30-May-15,3.12
"25°15'51"" N","87°16'51"" E",Dug Well,,Bihar,BHAGALPUR,COLGONG,COLGONG,Jagnathpur,30-May-15,6
"25°15'15"" N","87°14'30"" E",Dug Well,,Bihar,BHAGALPUR,COLGONG,COLGONG,Kahalgaon rlyco,30-May-15,8.62
"25°23'51"" N","87°10'16"" E",Dug Well,,Bihar,BHAGALPUR,GOPALPUR,GOPALPUR,Madrauni Chowk,30-May-15,7
"25°23'51"" N","87°10'16"" E",Dug Well,,Bihar,BHAGALPUR,GOPALPUR,GOPALPUR,Madrauni Chowk,10-Nov-15,2.48
"25°13'45"" N","86°58'45"" E",Dug Well,,Bihar,BHAGALPUR,JAGDISHPUR,JAGDISHPUR,Bhagalpur city,30-May-15,12.67
"25°13'45"" N","86°58'45"" E",Dug Well,,Bihar,BHAGALPUR,JAGDISHPUR,JAGDISHPUR,Bhagalpur city,10-Nov-15,11.02
"25°9'45"" N","86°59'0"" E",Dug Well,,Bihar,BHAGALPUR,JAGDISHPUR,JAGDISHPUR,Jagadishpur,30-May-15,4.5
"25°9'45"" N","86°59'0"" E",Dug Well,,Bihar,BHAGALPUR,JAGDISHPUR,JAGDISHPUR,Jagadishpur,10-Nov-15,1.98
"25°24'15"" N","87°5'15"" E",Dug Well,,Bihar,BHAGALPUR,NAUGACHHIA,NAUGACHHIA,Naugachhia h.s,30-May-15,6.3
"25°24'15"" N","87°5'15"" E",Dug Well,,Bihar,BHAGALPUR,NAUGACHHIA,NAUGACHHIA,Naugachhia h.s,10-Nov-15,3.16
"25°18'45"" N","87°25'40"" E",Dug Well,,Bihar,BHAGALPUR,PIRPAINTI,PIRPAINTI,Pirpainti db.ib,30-May-15,9.37
"25°14'45"" N","87°2'45"" E",Dug Well,,Bihar,BHAGALPUR,SABOUR,SABOUR,Sabaur,30-May-15,3.63
"25°14'45"" N","87°2'45"" E",Dug Well,,Bihar,BHAGALPUR,SABOUR,SABOUR,Sabaur,10-Nov-15,2.22
"25°10'30"" N","86°48'45"" E",Dug Well,,Bihar,BHAGALPUR,SHAHKUND,SHAHKUND,Shahkund db.ib,30-May-15,7.3
"25°10'30"" N","86°48'45"" E",Dug Well,,Bihar,BHAGALPUR,SHAHKUND,SHAHKUND,Shahkund db.ib,10-Nov-15,6.68
"25°9'6"" N","87°9'39"" E",Tube Well,Observation,Bihar,BHAGALPUR,SONHAULA,SONHAULA,Tarar EW,30-May-15,3.84
"25°9'6"" N","87°9'39"" E",Tube Well,Observation,Bihar,BHAGALPUR,SONHAULA,SONHAULA,Tarar OW ,30-May-15,7.22
"25°13'30"" N","86°48'30"" E",Dug Well,,Bihar,BHAGALPUR,SULTANGANJ,SULTANGANJ,Akbarnagar stn,30-May-15,3.94
"25°13'30"" N","86°48'30"" E",Dug Well,,Bihar,BHAGALPUR,SULTANGANJ,SULTANGANJ,Akbarnagar stn,10-Nov-15,4.04
"25°7'50"" N","86°41'8"" E",Dug Well,,Bihar,BHAGALPUR,SULTANGANJ,SULTANGANJ,Asarganj,30-May-15,4.37
"25°7'50"" N","86°41'8"" E",Dug Well,,Bihar,BHAGALPUR,SULTANGANJ,SULTANGANJ,Asarganj,10-Nov-15,3.12
"25°14'30"" N","86°42'0"" E",Dug Well,,Bihar,BHAGALPUR,SULTANGANJ,SULTANGANJ,Sultanganj,30-May-15,9.59
"25°14'30"" N","86°42'0"" E",Dug Well,,Bihar,BHAGALPUR,SULTANGANJ,SULTANGANJ,Sultanganj,10-Nov-15,5.08
"25°36'9"" N","84°32'2"" E",Dug Well,,Bihar,BHOJPUR,ARA,ARA,Jarawarpur Milki,30-May-15,5.12
"25°36'9"" N","84°32'2"" E",Dug Well,,Bihar,BHOJPUR,ARA,ARA,Jarawarpur Milki,10-Nov-15,3.66
"25°40'5"" N","84°41'34"" E",Dug Well,,Bihar,BHOJPUR,BARHARA,BARHARA,Bakhorapur,30-May-15,6.07
"25°40'5"" N","84°41'34"" E",Dug Well,,Bihar,BHOJPUR,BARHARA,BARHARA,Bakhorapur,10-Nov-15,5.57
"25°29'25"" N","84°33'23"" E",Dug Well,,Bihar,BHOJPUR,BARHARA,BARHARA,Balua,30-May-15,9.05
"25°29'25"" N","84°33'23"" E",Dug Well,,Bihar,BHOJPUR,BARHARA,BARHARA,Balua,10-Nov-15,8.58
"25°40'58"" N","84°43'43"" E",Dug Well,,Bihar,BHOJPUR,BARHARA,BARHARA,Barahara,30-May-15,8.9
"25°40'58"" N","84°43'43"" E",Dug Well,,Bihar,BHOJPUR,BARHARA,BARHARA,Barahara,10-Nov-15,8.53
"25°40'17"" N","84°46'25"" E",Dug Well,,Bihar,BHOJPUR,BARHARA,BARHARA,Dhusaria,30-May-15,7.48
"25°40'17"" N","84°46'25"" E",Dug Well,,Bihar,BHOJPUR,BARHARA,BARHARA,Dhusaria,10-Nov-15,6.9
"25°41'11"" N","84°44'20"" E",Dug Well,,Bihar,BHOJPUR,BARHARA,BARHARA,Ekauna,30-May-15,6.81
"25°41'11"" N","84°44'20"" E",Dug Well,,Bihar,BHOJPUR,BARHARA,BARHARA,Ekauna,10-Nov-15,8.72
"25°40'54"" N","84°39'16"" E",Dug Well,,Bihar,BHOJPUR,BARHARA,BARHARA,Farhda,30-May-15,6.74
"25°40'54"" N","84°39'16"" E",Dug Well,,Bihar,BHOJPUR,BARHARA,BARHARA,Farhda,10-Nov-15,6.21
"25°40'29"" N","84°35'53"" E",Dug Well,,Bihar,BHOJPUR,BARHARA,BARHARA,Jagatpur,30-May-15,7.16
"25°40'29"" N","84°35'53"" E",Dug Well,,Bihar,BHOJPUR,BARHARA,BARHARA,Jagatpur,10-Nov-15,6.18
"25°40'10"" N","84°43'30"" E",Dug Well,,Bihar,BHOJPUR,BARHARA,BARHARA,Milki,30-May-15,8.1
"25°40'10"" N","84°43'30"" E",Dug Well,,Bihar,BHOJPUR,BARHARA,BARHARA,Milki,10-Nov-15,6.97
"25°40'21"" N","84°43'26"" E",Dug Well,,Bihar,BHOJPUR,BARHARA,BARHARA,Simariya,30-May-15,7.02
"25°40'21"" N","84°43'26"" E",Dug Well,,Bihar,BHOJPUR,BARHARA,BARHARA,Simariya,10-Nov-15,6.46
"25°33'0"" N","84°27'30"" E",Dug Well,,Bihar,BHOJPUR,BEHEA,BEHEA,Bihiya,30-May-15,4.6
"25°33'0"" N","84°27'30"" E",Dug Well,,Bihar,BHOJPUR,BEHEA,BEHEA,Bihiya,10-Nov-15,4.9
"25°25'15"" N","84°33'30"" E",Dug Well,,Bihar,BHOJPUR,CHARPOKHARI,CHARPOKHARI,Garhani,30-May-15,5.5
"25°25'15"" N","84°33'30"" E",Dug Well,,Bihar,BHOJPUR,CHARPOKHARI,CHARPOKHARI,Garhani,10-Nov-15,4.6
"25°29'0"" N","84°24'45"" E",Dug Well,,Bihar,BHOJPUR,JAGDISHPUR,JAGDISHPUR,Jagadishpur1,10-Nov-15,4.83
"25°36'12"" N","84°43'29"" E",Dug Well,,Bihar,BHOJPUR,KOILWAR,KOILWAR,Birampur,30-May-15,7.33
