,LONGITUDE,SITE_TYPE,SITE_SUB_TYPE,STATE_NAME,DISTRICT_NAME,TAHSIL_NAME,BLOCK_NAME,SITE_NAME,WLS_DATE,WLS_WTR_LEVEL
"26°7'40"" N","91°37'40"" E",Dug Well,,Assam,KAMRUP,PALASBARI,PALASBARI,Maligaon,31-Mar-15,0.7
"26°7'40"" N","91°37'40"" E",Dug Well,,Assam,KAMRUP,PALASBARI,PALASBARI,Maligaon,15-Nov-15,0.55
"26°5'0"" N","91°40'0"" E",Dug Well,,Assam,KAMRUP,PALASBARI,PALASBARI,Rani,31-Mar-15,2.22
"26°5'0"" N","91°40'0"" E",Dug Well,,Assam,KAMRUP,PALASBARI,PALASBARI,Rani,15-Nov-15,2.66
"26°10'15"" N","91°35'5"" E",Dug Well,,Assam,KAMRUP,PALASBARI,PALASBARI,Sualkuchi,31-Mar-15,2.13
"26°10'15"" N","91°35'5"" E",Dug Well,,Assam,KAMRUP,PALASBARI,PALASBARI,Sualkuchi,15-Nov-15,1.18
"26°30'30"" N","91°36'0"" E",Dug Well,,Assam,KAMRUP,RANGIA,RANGIA,Darkuchi,31-Mar-15,3.23
"26°27'30"" N","91°37'0"" E",Dug Well,,Assam,KAMRUP,RANGIA,RANGIA,Rangia,31-Mar-15,1.89
"26°8'0"" N","91°46'0"" E",Dug Well,,Assam,KAMRUP,SONAPUR,SONAPUR,Kahilipara,31-Mar-15,6.32
"26°8'0"" N","91°46'0"" E",Dug Well,,Assam,KAMRUP,SONAPUR,SONAPUR,Kahilipara,15-Nov-15,1.4
"26°6'30"" N","92°4'30"" E",Dug Well,,Assam,KAMRUP,SONAPUR,SONAPUR,Khetri,31-Mar-15,1.12
"26°6'30"" N","92°4'30"" E",Dug Well,,Assam,KAMRUP,SONAPUR,SONAPUR,Khetri,15-Nov-15,0.64
"26°7'0"" N","91°55'0"" E",Dug Well,,Assam,KAMRUP,SONAPUR,SONAPUR,Pattarkuchi,14-Nov-15,1.93
"26°7'0"" N","92°0'30"" E",Dug Well,,Assam,KAMRUP,SONAPUR,SONAPUR,Sonapur,31-Mar-15,1.74
"26°7'0"" N","92°0'30"" E",Dug Well,,Assam,KAMRUP,SONAPUR,SONAPUR,Sonapur,15-Nov-15,0.8
"26°6'30"" N","92°7'0"" E",Dug Well,,Assam,KAMRUP,SONAPUR,SONAPUR,Topatoli,31-Mar-15,6.32
"26°6'30"" N","92°7'0"" E",Dug Well,,Assam,KAMRUP,SONAPUR,SONAPUR,Topatoli,15-Nov-15,1
"26°6'37"" N","92°8'11"" E",Dug Well,,Assam,KAMRUP,SONAPUR,SONAPUR,Topatoli N,31-Mar-15,3.7
"26°6'37"" N","92°8'11"" E",Dug Well,,Assam,KAMRUP,SONAPUR,SONAPUR,Topatoli N,15-Nov-15,1.85
"26°9'25"" N","93°48'0"" E",Dug Well,,Assam,KARBI ANGLONG,DIPHU,DIPHU,Balipathar,31-Mar-15,2.52
"26°9'25"" N","93°48'0"" E",Dug Well,,Assam,KARBI ANGLONG,DIPHU,DIPHU,Balipathar,15-Nov-15,2.05
"26°1'30"" N","93°46'48"" E",Dug Well,,Assam,KARBI ANGLONG,DIPHU,DIPHU,Bokajan,31-Mar-15,12.26
"26°1'30"" N","93°46'48"" E",Dug Well,,Assam,KARBI ANGLONG,DIPHU,DIPHU,Bokajan,15-Nov-15,8.5
"26°13'15"" N","93°50'32"" E",Dug Well,,Assam,KARBI ANGLONG,DIPHU,DIPHU,Deopani,31-Mar-15,11.57
"26°13'15"" N","93°50'32"" E",Dug Well,,Assam,KARBI ANGLONG,DIPHU,DIPHU,Deopani,15-Nov-15,2.31
"25°57'45"" N","93°35'6"" E",Dug Well,,Assam,KARBI ANGLONG,DIPHU,DIPHU,Dillai,15-Nov-15,4.26
"26°1'7"" N","93°38'1"" E",Dug Well,,Assam,KARBI ANGLONG,DIPHU,DIPHU,Hidipi,31-Mar-15,7.35
"26°1'7"" N","93°38'1"" E",Dug Well,,Assam,KARBI ANGLONG,DIPHU,DIPHU,Hidipi,15-Nov-15,2.15
"25°58'38"" N","93°45'45"" E",Dug Well,,Assam,KARBI ANGLONG,DIPHU,DIPHU,Khatkhati,31-Mar-15,4.49
"25°58'38"" N","93°45'45"" E",Dug Well,,Assam,KARBI ANGLONG,DIPHU,DIPHU,Khatkhati,15-Nov-15,3.19
"25°57'25"" N","93°26'33"" E",Dug Well,,Assam,KARBI ANGLONG,DIPHU,DIPHU,Manja,31-Mar-15,3.76
"25°57'25"" N","93°26'33"" E",Dug Well,,Assam,KARBI ANGLONG,DIPHU,DIPHU,Manja,15-Nov-15,2.32
"26°19'0"" N","93°52'30"" E",Dug Well,,Assam,KARBI ANGLONG,DIPHU,DIPHU,Silanijan,31-Mar-15,7.2
"26°19'0"" N","93°52'30"" E",Dug Well,,Assam,KARBI ANGLONG,DIPHU,DIPHU,Silanijan,15-Nov-15,5.3
"25°52'30"" N","93°32'0"" E",Dug Well,,Assam,KARBI ANGLONG,DONKA,DONKA,Bokulia,31-Mar-15,2.03
"25°52'30"" N","93°32'0"" E",Dug Well,,Assam,KARBI ANGLONG,DONKA,DONKA,Bokulia,15-Nov-15,2.49
"25°50'30"" N","93°27'0"" E",Dug Well,,Assam,KARBI ANGLONG,DONKA,DONKA,Diphu,31-Mar-15,1.91
"25°50'30"" N","93°27'0"" E",Dug Well,,Assam,KARBI ANGLONG,DONKA,DONKA,Diphu,15-Nov-15,13.26
"26°11'36"" N","92°57'57"" E",Dug Well,,Assam,KARBI ANGLONG,PHULONI,PHULONI,Dengaon,31-Mar-15,4.18
"26°11'36"" N","92°57'57"" E",Dug Well,,Assam,KARBI ANGLONG,PHULONI,PHULONI,Dengaon,15-Nov-15,1.45
"26°16'41"" N","93°8'19"" E",Dug Well,,Assam,KARBI ANGLONG,PHULONI,PHULONI,Dentaghat,31-Mar-15,2.02
"26°16'41"" N","93°8'19"" E",Dug Well,,Assam,KARBI ANGLONG,PHULONI,PHULONI,Dentaghat,15-Nov-15,3.08
"26°13'15"" N","93°3'14"" E",Dug Well,,Assam,KARBI ANGLONG,PHULONI,PHULONI,Habranrangapar,31-Mar-15,15.53
"26°13'15"" N","93°3'14"" E",Dug Well,,Assam,KARBI ANGLONG,PHULONI,PHULONI,Habranrangapar,15-Nov-15,3.17
"26°14'57"" N","93°9'4"" E",Dug Well,,Assam,KARBI ANGLONG,PHULONI,PHULONI,Manikpur,31-Mar-15,3.18
"26°14'57"" N","93°9'4"" E",Dug Well,,Assam,KARBI ANGLONG,PHULONI,PHULONI,Manikpur,14-Nov-15,2.02
"26°14'57"" N","93°9'4"" E",Dug Well,,Assam,KARBI ANGLONG,PHULONI,PHULONI,Manikpur,15-Nov-15,3.69
"26°10'56"" N","93°8'49"" E",Dug Well,,Assam,KARBI ANGLONG,PHULONI,PHULONI,Phuloni,31-Mar-15,6.68
"26°10'56"" N","93°8'49"" E",Dug Well,,Assam,KARBI ANGLONG,PHULONI,PHULONI,Phuloni,15-Nov-15,1.42
"25°56'0"" N","92°42'31"" E",Dug Well,,Assam,KARBI ANGLONG,SILONIJAN,SILONIJAN,Boithalangsu,31-Mar-15,2.97
"25°56'0"" N","92°42'31"" E",Dug Well,,Assam,KARBI ANGLONG,SILONIJAN,SILONIJAN,Donkamokam,31-Mar-15,1.95
"25°56'0"" N","92°42'31"" E",Dug Well,,Assam,KARBI ANGLONG,SILONIJAN,SILONIJAN,Donkamokam,15-Nov-15,1.42
"25°50'46"" N","92°57'53"" E",Dug Well,,Assam,KARBI ANGLONG,SILONIJAN,SILONIJAN,Hawaipur,31-Mar-15,9.93
"25°50'46"" N","92°57'53"" E",Dug Well,,Assam,KARBI ANGLONG,SILONIJAN,SILONIJAN,Hawaipur,15-Nov-15,1.88
"25°51'43"" N","92°46'6"" E",Dug Well,,Assam,KARBI ANGLONG,SILONIJAN,SILONIJAN,Kalonga,31-Mar-15,5.5
"25°50'49"" N","92°53'52"" E",Dug Well,,Assam,KARBI ANGLONG,SILONIJAN,SILONIJAN,Kheronighat,31-Mar-15,8.28
"25°50'49"" N","92°53'52"" E",Dug Well,,Assam,KARBI ANGLONG,SILONIJAN,SILONIJAN,Kheronighat,15-Nov-15,2.68
"24°52'0"" N","92°34'0"" E",Dug Well,,Assam,KARIMGANJ,BADARPUR,BADARPUR,Badarpur,31-Mar-15,4.91
"24°52'0"" N","92°34'0"" E",Dug Well,,Assam,KARIMGANJ,BADARPUR,BADARPUR,Badarpur,15-Nov-15,2.69
"24°38'30"" N","92°21'15"" E",Dug Well,,Assam,KARIMGANJ,PATHARKANDI,PATHARKANDI,Dhaulia,31-Mar-15,2.03
"24°26'0"" N","92°17'30"" E",Dug Well,,Assam,KARIMGANJ,PATHARKANDI,PATHARKANDI,Hatikira,31-Mar-15,0.77
"24°32'20"" N","92°29'0"" E",Dug Well,,Assam,KARIMGANJ,RAMKRISHNA NAGAR,RAMKRISHNA NAGAR,R.k.nagar,31-Mar-15,1.34
"24°32'20"" N","92°29'0"" E",Dug Well,,Assam,KARIMGANJ,RAMKRISHNA NAGAR,RAMKRISHNA NAGAR,R.k.nagar,15-Nov-15,0.17
"24°33'45"" N","92°24'50"" E",Dug Well,,Assam,KARIMGANJ,RAMKRISHNA NAGAR,RAMKRISHNA NAGAR,Sarkaribari,31-Mar-15,1.39
"26°36'0"" N","90°40'48"" E",Dug Well,,Assam,KOKRAJHAR,BIJNI,BIJNI,Borobazar,15-Nov-15,2.23
"26°22'45"" N","90°17'0"" E",Dug Well,,Assam,KOKRAJHAR,KOKRAJHAR,KOKRAJHAR,Kokrajhar,15-Nov-15,2.75
"26°32'0"" N","90°28'0"" E",Dug Well,,Assam,KOKRAJHAR,SIDLI,SIDLI,Sidli,31-Mar-15,5.23
"26°32'0"" N","90°28'0"" E",Dug Well,,Assam,KOKRAJHAR,SIDLI,SIDLI,Sidli,15-Nov-15,3.42
"26°33'30"" N","90°23'0"" E",Dug Well,,Assam,KOKRAJHAR,SIDLI(PT),SIDLI(PT),Garubassa,31-Mar-15,3.67
"26°33'30"" N","90°23'0"" E",Dug Well,,Assam,KOKRAJHAR,SIDLI(PT),SIDLI(PT),Garubassa,15-Nov-15,2.95
"26°43'0"" N","90°34'0"" E",Dug Well,,Assam,KOKRAJHAR,SIDLI(PT),SIDLI(PT),Haltugaon,31-Mar-15,3.94
"27°2'0"" N","93°54'30"" E",Dug Well,,Assam,LAKHIMPUR,BIHPURIA,BIHPURIA,Bihpuria,31-Mar-15,3.83
"27°2'0"" N","93°54'30"" E",Dug Well,,Assam,LAKHIMPUR,BIHPURIA,BIHPURIA,Bihpuria,15-Nov-15,1.94
"27°7'21"" N","93°51'20"" E",Dug Well,,Assam,LAKHIMPUR,BIHPURIA,BIHPURIA,Harmoti,31-Mar-15,3.07
"27°7'21"" N","93°51'20"" E",Dug Well,,Assam,LAKHIMPUR,BIHPURIA,BIHPURIA,Harmoti,15-Nov-15,2.05
"27°4'55"" N","93°54'0"" E",Dug Well,,Assam,LAKHIMPUR,BIHPURIA,BIHPURIA,Islampur,31-Mar-15,5.24
"27°4'55"" N","93°54'0"" E",Dug Well,,Assam,LAKHIMPUR,BIHPURIA,BIHPURIA,Islampur,15-Nov-15,3.69
"27°7'30"" N","93°54'30"" E",Dug Well,,Assam,LAKHIMPUR,BIHPURIA,BIHPURIA,Laluk,31-Mar-15,2.25
"27°7'30"" N","93°54'30"" E",Dug Well,,Assam,LAKHIMPUR,BIHPURIA,BIHPURIA,Laluk,15-Nov-15,1.32
"27°23'23"" N","94°11'35"" E",Dug Well,,Assam,LAKHIMPUR,KADAM,KADAM,Boginadi(balijan),31-Mar-15,2.92
"27°23'23"" N","94°11'35"" E",Dug Well,,Assam,LAKHIMPUR,KADAM,KADAM,Boginadi(balijan),15-Nov-15,1.75
"27°17'40"" N","94°9'10"" E",Dug Well,,Assam,LAKHIMPUR,KADAM,KADAM,Kadam,31-Mar-15,1.88
"27°17'40"" N","94°9'10"" E",Dug Well,,Assam,LAKHIMPUR,KADAM,KADAM,Kadam,15-Nov-15,1.34
"27°26'30"" N","94°17'0"" E",Dug Well,,Assam,LAKHIMPUR,KADAM,KADAM,Pathalipam,31-Mar-15,3.51
"27°26'30"" N","94°17'0"" E",Dug Well,,Assam,LAKHIMPUR,KADAM,KADAM,Pathalipam,15-Nov-15,2.75
"27°2'0"" N","93°50'10"" E",Dug Well,,Assam,LAKHIMPUR,NARAYANPUR,NARAYANPUR,Bhogpur charali,31-Mar-15,2.1
"27°2'0"" N","93°50'10"" E",Dug Well,,Assam,LAKHIMPUR,NARAYANPUR,NARAYANPUR,Bhogpur charali,15-Nov-15,1.67
"26°57'44"" N","93°51'26"" E",Dug Well,,Assam,LAKHIMPUR,NARAYANPUR,NARAYANPUR,Narayanpur,31-Mar-15,2.97
"26°57'44"" N","93°51'26"" E",Dug Well,,Assam,LAKHIMPUR,NARAYANPUR,NARAYANPUR,Narayanpur,15-Nov-15,1.77
"27°13'0"" N","94°6'30"" E",Dug Well,,Assam,LAKHIMPUR,NORTH LAKHIMPUR,NORTH LAKHIMPUR,N.lakhipur(old),31-Mar-15,3.66
"27°13'0"" N","94°6'30"" E",Dug Well,,Assam,LAKHIMPUR,NORTH LAKHIMPUR,NORTH LAKHIMPUR,N.lakhipur(old),15-Nov-15,1.63
"27°7'0"" N","94°6'42"" E",Dug Well,,Assam,LAKHIMPUR,NORTH LAKHIMPUR,NORTH LAKHIMPUR,Panigaon,31-Mar-15,3.76
"27°7'0"" N","94°6'42"" E",Dug Well,,Assam,LAKHIMPUR,NORTH LAKHIMPUR,NORTH LAKHIMPUR,Panigaon,15-Nov-15,1.89
"27°10'0"" N","94°0'0"" E",Dug Well,,Assam,LAKHIMPUR,NOWBOICHA,NOWBOICHA,Dolanghat chara,31-Mar-15,2.59
"27°10'0"" N","94°0'0"" E",Dug Well,,Assam,LAKHIMPUR,NOWBOICHA,NOWBOICHA,Dolanghat chara,15-Nov-15,2.62
"26°11'1"" N","92°17'51"" E",Dug Well,,Assam,MARIGAON,MARIGAON,MARIGAON,Baghara,31-Mar-15,8.06
"26°11'1"" N","92°17'51"" E",Dug Well,,Assam,MARIGAON,MARIGAON,MARIGAON,Baghara,15-Nov-15,2.07
"26°15'21"" N","92°13'46"" E",Dug Well,,Assam,MARIGAON,MARIGAON,MARIGAON,Garmari gaon,31-Mar-15,4.62
"26°15'21"" N","92°13'46"" E",Dug Well,,Assam,MARIGAON,MARIGAON,MARIGAON,Garmari gaon,15-Nov-15,2.21
"26°15'41"" N","92°22'53"" E",Dug Well,,Assam,MARIGAON,MARIGAON,MARIGAON,Jagiroad,15-Nov-15,2.4
"26°15'41"" N","92°22'53"" E",Dug Well,,Assam,MARIGAON,MARIGAON,MARIGAON,Morigaon,31-Mar-15,1.83
"26°15'41"" N","92°22'53"" E",Dug Well,,Assam,MARIGAON,MARIGAON,MARIGAON,Morigaon,15-Nov-15,0.97
"26°13'30"" N","92°13'0"" E",Dug Well,,Assam,MARIGAON,MARIGAON,MARIGAON,Nasatra,31-Mar-15,4.34
"26°13'30"" N","92°13'0"" E",Dug Well,,Assam,MARIGAON,MARIGAON,MARIGAON,Nasatra,15-Nov-15,2.56
"26°5'0"" N","92°17'30"" E",Dug Well,,Assam,MARIGAON,MARIGAON,MARIGAON,Nelle,31-Mar-15,3.55
"26°24'20"" N","92°32'30"" E",Dug Well,,Assam,NAGAON,99DHING,99DHING,Bordowa,31-Mar-15,2.22
"26°24'20"" N","92°32'30"" E",Dug Well,,Assam,NAGAON,99DHING,99DHING,Bordowa,15-Nov-15,1.69
"26°34'40"" N","93°11'7"" E",Dug Well,,Assam,NAGAON,KALIABOR,KALIABOR,Bagori,31-Mar-15,4.57
"26°27'0"" N","93°4'0"" E",Dug Well,,Assam,NAGAON,KALIABOR,KALIABOR,Langteng te,31-Mar-15,5.15
"26°27'0"" N","93°4'0"" E",Dug Well,,Assam,NAGAON,KALIABOR,KALIABOR,Langteng te,15-Nov-15,4.83
"26°34'40"" N","93°11'7"" E",Dug Well,,Assam,NAGAON,KALIABOR,KALIABOR,Phulaguri,31-Mar-15,2.49
"26°34'40"" N","93°11'7"" E",Dug Well,,Assam,NAGAON,KALIABOR,KALIABOR,Phulaguri,15-Nov-15,6.53
"26°27'30"" N","92°55'0"" E",Tube Well,Piezometer,Assam,NAGAON,KALIABOR,KALIABOR,Rangagora,15-Nov-15,1.76
"26°35'32"" N","92°56'4"" E",Dug Well,,Assam,NAGAON,KALIABOR,KALIABOR,Silghat,31-Mar-15,6.19
"26°35'32"" N","92°56'4"" E",Dug Well,,Assam,NAGAON,KALIABOR,KALIABOR,Silghat,15-Nov-15,0.56
"25°59'0"" N","92°55'44"" E",Dug Well,,Assam,NAGAON,LANKA,LANKA,Jurapukhuri,31-Mar-15,6.35
"25°59'0"" N","92°55'44"" E",Dug Well,,Assam,NAGAON,LANKA,LANKA,Jurapukhuri,15-Nov-15,5.91
"25°54'47"" N","92°57'42"" E",Dug Well,,Assam,NAGAON,LANKA,LANKA,Lanka,31-Mar-15,6.36
"25°54'47"" N","92°57'42"" E",Dug Well,,Assam,NAGAON,LANKA,LANKA,Lanka,15-Nov-15,6.07
"25°46'0"" N","93°10'30"" E",Dug Well,,Assam,NAGAON,LANKA,LANKA,Lumding,31-Mar-15,8.43
"25°46'0"" N","93°10'30"" E",Dug Well,,Assam,NAGAON,LANKA,LANKA,Lumding,15-Nov-15,9.12
"26°29'0"" N","92°29'30"" E",Dug Well,,Assam,NAGAON,RUPAHI,RUPAHI,Bichamari,31-Mar-15,3.05
"26°29'0"" N","92°29'30"" E",Dug Well,,Assam,NAGAON,RUPAHI,RUPAHI,Bichamari,15-Nov-15,1.82
"26°29'0"" N","92°29'30"" E",Dug Well,,Assam,NAGAON,RUPAHI,RUPAHI,Borchukhaba,31-Mar-15,3.27
"26°29'0"" N","92°29'30"" E",Dug Well,,Assam,NAGAON,RUPAHI,RUPAHI,Borchukhaba,15-Nov-15,2.55
"26°29'0"" N","92°29'30"" E",Dug Well,,Assam,NAGAON,RUPAHI,RUPAHI,Dhing,31-Mar-15,4.57
"26°29'0"" N","92°29'30"" E",Dug Well,,Assam,NAGAON,RUPAHI,RUPAHI,Dhing,15-Nov-15,2.56
"26°25'0"" N","92°37'0"" E",Dug Well,,Assam,NAGAON,RUPAHI,RUPAHI,Telia bebejia,15-Nov-15,4.08
"26°11'13"" N","92°44'6"" E",Dug Well,,Assam,NAGAON,SAMAGURI,SAMAGURI,Amsoi,31-Mar-15,2.81
"26°11'13"" N","92°44'6"" E",Dug Well,,Assam,NAGAON,SAMAGURI,SAMAGURI,Amsoi,15-Nov-15,2.68
"26°18'0"" N","92°47'0"" E",Dug Well,,Assam,NAGAON,SAMAGURI,SAMAGURI,Bamuni tinali,31-Mar-15,2.79
"26°18'0"" N","92°47'0"" E",Dug Well,,Assam,NAGAON,SAMAGURI,SAMAGURI,Bamuni tinali,15-Nov-15,2.71
"26°8'19"" N","92°49'20"" E",Dug Well,,Assam,NAGAON,SAMAGURI,SAMAGURI,Beldonga mandir,31-Mar-15,3.11
"26°8'19"" N","92°49'20"" E",Dug Well,,Assam,NAGAON,SAMAGURI,SAMAGURI,Beldonga mandir,15-Nov-15,2.96
"26°11'30"" N","92°51'0"" E",Dug Well,,Assam,NAGAON,SAMAGURI,SAMAGURI,Doboka,31-Mar-15,3.25
"26°11'30"" N","92°51'0"" E",Dug Well,,Assam,NAGAON,SAMAGURI,SAMAGURI,Doboka,15-Nov-15,2.65
"26°10'19"" N","92°56'20"" E",Dug Well,,Assam,NAGAON,SAMAGURI,SAMAGURI,Haldiati sub bt,15-Nov-15,2.21
"26°11'13"" N","92°44'6"" E",Dug Well,,Assam,NAGAON,SAMAGURI,SAMAGURI,Kathiatoli,31-Mar-15,1.95
"26°11'13"" N","92°44'6"" E",Dug Well,,Assam,NAGAON,SAMAGURI,SAMAGURI,Kathiatoli,15-Nov-15,0.76
"26°15'45"" N","92°47'0"" E",Dug Well,,Assam,NAGAON,SAMAGURI,SAMAGURI,Kondali,15-Nov-15,2.37
"26°5'15"" N","92°47'0"" E",Dug Well,,Assam,NAGAON,SAMAGURI,SAMAGURI,Nadeorigaon,31-Mar-15,2.33
"26°24'30"" N","92°49'45"" E",Dug Well,,Assam,NAGAON,SAMAGURI,SAMAGURI,Samuguri,31-Mar-15,3.88
"26°24'30"" N","92°49'45"" E",Dug Well,,Assam,NAGAON,SAMAGURI,SAMAGURI,Samuguri,15-Nov-15,2.6
"26°24'30"" N","92°49'45"" E",Dug Well,,Assam,NAGAON,SAMAGURI,SAMAGURI,Sulung p.o.,31-Mar-15,4.91
"26°24'30"" N","92°49'45"" E",Dug Well,,Assam,NAGAON,SAMAGURI,SAMAGURI,Sulung p.o.,15-Nov-15,1.62
"26°8'29"" N","92°49'11"" E",Dug Well,,Assam,NAGAON,SAMAGURI,SAMAGURI,Zebra Khua,31-Mar-15,4.89
"26°8'29"" N","92°49'11"" E",Dug Well,,Assam,NAGAON,SAMAGURI,SAMAGURI,Zebra Khua,15-Nov-15,2.7
"26°22'18"" N","91°26'42"" E",Dug Well,,Assam,NALBARI,KAMARKUCHI,KAMARKUCHI,Tihu,31-Mar-15,2.32
"26°22'18"" N","91°26'42"" E",Dug Well,,Assam,NALBARI,KAMARKUCHI,KAMARKUCHI,Tihu,15-Nov-15,0.63
"26°37'50"" N","91°34'15"" E",Dug Well,,Assam,NALBARI,TAMULPUR,TAMULPUR,Tamulpur,31-Mar-15,3.81
"27°11'45"" N","94°44'55"" E",Dug Well,,Assam,SIBSAGAR,DEMOW,DEMOW,Bandarmari,15-Nov-15,0.93
"27°3'55"" N","94°42'45"" E",Dug Well,,Assam,SIBSAGAR,DEMOW,DEMOW,Betbari alimore,31-Mar-15,5.19
"27°3'55"" N","94°42'45"" E",Dug Well,,Assam,SIBSAGAR,DEMOW,DEMOW,Betbari alimore,15-Nov-15,0.98
"27°8'45"" N","94°44'50"" E",Dug Well,,Assam,SIBSAGAR,DEMOW,DEMOW,Demow sukan,31-Mar-15,5.28
"27°3'55"" N","94°42'45"" E",Dug Well,,Assam,SIBSAGAR,DEMOW,DEMOW,Moranhat,31-Mar-15,5.38
"27°3'55"" N","94°42'45"" E",Dug Well,,Assam,SIBSAGAR,DEMOW,DEMOW,Moranhat,15-Nov-15,3.66
"26°59'30"" N","94°38'0"" E",Dug Well,,Assam,SIBSAGAR,SIBSAGAR,SIBSAGAR,Sibsagar,31-Mar-15,1.39
"26°59'30"" N","94°38'0"" E",Dug Well,,Assam,SIBSAGAR,SIBSAGAR,SIBSAGAR,Sibsagar,15-Nov-15,0.61
"27°2'20"" N","95°5'30"" E",Dug Well,,Assam,SIBSAGAR,SONARI,SONARI,Bengenabari,31-Mar-15,3.47
"27°5'0"" N","95°12'0"" E",Dug Well,,Assam,SIBSAGAR,SONARI,SONARI,Sapekhati,31-Mar-15,5.1
"27°5'0"" N","95°12'0"" E",Dug Well,,Assam,SIBSAGAR,SONARI,SONARI,Sapekhati,15-Nov-15,3.18
"26°44'50"" N","93°15'0"" E",Dug Well,,Assam,SONITPUR,BISWANATH,BISWANATH,Bihupukhuri,31-Mar-15,7.29
"26°39'30"" N","93°10'30"" E",Dug Well,,Assam,SONITPUR,BISWANATH,BISWANATH,Biswanath,31-Mar-15,8.9
"26°39'30"" N","93°10'30"" E",Dug Well,,Assam,SONITPUR,BISWANATH,BISWANATH,Biswanath,15-Nov-15,5.65
"26°50'27"" N","93°17'24"" E",Dug Well,,Assam,SONITPUR,BISWANATH,BISWANATH,Borgang,31-Mar-15,2.76
"26°50'27"" N","93°17'24"" E",Dug Well,,Assam,SONITPUR,BISWANATH,BISWANATH,Borgang,15-Nov-15,1.8
"26°49'21"" N","92°47'10"" E",Dug Well,,Assam,SONITPUR,CHARIDUAR,CHARIDUAR,Balipara,31-Mar-15,2.36
"26°49'21"" N","92°47'10"" E",Dug Well,,Assam,SONITPUR,CHARIDUAR,CHARIDUAR,Balipara,15-Nov-15,1.59
"26°52'0"" N","92°46'30"" E",Dug Well,,Assam,SONITPUR,CHARIDUAR,CHARIDUAR,Charduar,31-Mar-15,3.61
"26°52'0"" N","92°46'30"" E",Dug Well,,Assam,SONITPUR,CHARIDUAR,CHARIDUAR,Charduar,15-Nov-15,2.74
"26°52'0"" N","92°48'45"" E",Dug Well,,Assam,SONITPUR,CHARIDUAR,CHARIDUAR,Garumari,31-Mar-15,6.62
"26°52'0"" N","92°48'45"" E",Dug Well,,Assam,SONITPUR,CHARIDUAR,CHARIDUAR,Garumari,15-Nov-15,1.2
"26°36'30"" N","92°23'0"" E",Dug Well,,Assam,SONITPUR,DHEKIAJULI,DHEKIAJULI,Barchola,15-Nov-15,1.55
"26°42'8"" N","92°28'28"" E",Dug Well,,Assam,SONITPUR,DHEKIAJULI,DHEKIAJULI,Dhekiajuli,31-Mar-15,4.06
"26°42'8"" N","92°28'28"" E",Dug Well,,Assam,SONITPUR,DHEKIAJULI,DHEKIAJULI,Dhekiajuli,15-Nov-15,2.82
"26°53'30"" N","93°37'30"" E",Dug Well,,Assam,SONITPUR,GOHPUR,GOHPUR,Gohpur N,31-Mar-15,2.33
"26°53'30"" N","93°37'30"" E",Dug Well,,Assam,SONITPUR,GOHPUR,GOHPUR,Gohpur N,15-Nov-15,0.96
"26°52'30"" N","93°44'30"" E",Dug Well,,Assam,SONITPUR,GOHPUR,GOHPUR,Hawajan,31-Mar-15,3.62
"26°52'30"" N","93°44'30"" E",Dug Well,,Assam,SONITPUR,GOHPUR,GOHPUR,Hawajan,15-Nov-15,1.14
"26°46'34"" N","92°54'17"" E",Dug Well,,Assam,SONITPUR,NADUAR,NADUAR,Dhalaibil,31-Mar-15,5.17
"26°46'34"" N","92°54'17"" E",Dug Well,,Assam,SONITPUR,NADUAR,NADUAR,Dhalaibil,15-Nov-15,3.57
"26°43'0"" N","92°55'30"" E",Dug Well,,Assam,SONITPUR,NADUAR,NADUAR,Jamuguri(north),31-Mar-15,2.53
"26°43'0"" N","92°55'30"" E",Dug Well,,Assam,SONITPUR,NADUAR,NADUAR,Jamuguri(north),15-Nov-15,1.09
"26°44'0"" N","93°2'30"" E",Dug Well,,Assam,SONITPUR,NADUAR,NADUAR,Sootia,31-Mar-15,3.77
"26°44'0"" N","93°2'30"" E",Dug Well,,Assam,SONITPUR,NADUAR,NADUAR,Sootia,15-Nov-15,2.07
"26°37'30"" N","92°48'0"" E",Dug Well,,Assam,SONITPUR,TEZPUR,TEZPUR,Tezpur,31-Mar-15,6.98
"26°37'30"" N","92°48'0"" E",Dug Well,,Assam,SONITPUR,TEZPUR,TEZPUR,Tezpur,15-Nov-15,5.09
"27°31'21"" N","95°28'17"" E",Dug Well,,Assam,TINSUKIA,DOOM DOOMA,DOOM DOOMA,Bortorani,15-Nov-15,1.71
"27°30'9"" N","95°40'5"" E",Dug Well,,Assam,TINSUKIA,DOOM DOOMA,DOOM DOOMA,Philobari,15-Nov-15,5.22
"27°30'0"" N","95°50'0"" E",Dug Well,,Assam,TINSUKIA,MARGHERITA,MARGHERITA,Bordumsa,15-Nov-15,1.87
"27°17'30"" N","95°37'30"" E",Dug Well,,Assam,TINSUKIA,MARGHERITA,MARGHERITA,Borgolai,31-Mar-15,0.8
"27°17'30"" N","95°37'30"" E",Dug Well,,Assam,TINSUKIA,MARGHERITA,MARGHERITA,Borgolai,15-Nov-15,1.45
"27°23'30"" N","95°38'30"" E",Dug Well,,Assam,TINSUKIA,MARGHERITA,MARGHERITA,Digboi,31-Mar-15,1.65
"27°23'30"" N","95°38'30"" E",Dug Well,,Assam,TINSUKIA,MARGHERITA,MARGHERITA,Digboi,15-Nov-15,1.56
