Country Code,Country,State Code,State,District,Net Groundwater Availability,Projected demand for Domestic and Industrial uses upto 2025,Net Ground Water Availability for Future Irrigation use
1,INDIA,15,JAMMU AND KASHMIR,ANANTNAG,,,
1,INDIA,15,JAMMU AND KASHMIR,BARAMULA,,,
1,INDIA,15,JAMMU AND KASHMIR,BADGAM,,,
1,INDIA,15,JAMMU AND KASHMIR,PULWAMA,,,
1,INDIA,15,JAMMU AND KASHMIR,KUPWARA,,,
1,INDIA,15,JAMMU AND KASHMIR,UDHAMPUR,,,
1,INDIA,15,JAMMU AND KASHMIR,RAJAURI,,,
1,INDIA,15,JAMMU AND KASHMIR,PUNCH,,,
1,INDIA,15,JAMMU AND KASHMIR,DODA,,,
1,INDIA,15,JAMMU AND KASHMIR,KARGIL,,,
1,INDIA,15,JAMMU AND KASHMIR,LEH AND LADAKH,,,
1,INDIA,16,JHARKHAND,BOKARO,,,
1,INDIA,16,JHARKHAND,CHATRA,,,
1,INDIA,16,JHARKHAND,DEVGARH,,,
1,INDIA,16,JHARKHAND,DHANBAD,,,
1,INDIA,16,JHARKHAND,DUMKA,,,
1,INDIA,16,JHARKHAND,PURBI SINGHBHUM,,,
1,INDIA,16,JHARKHAND,GARHWA,,,
1,INDIA,16,JHARKHAND,GIRIDIH,,,
1,INDIA,16,JHARKHAND,GOODA,,,
1,INDIA,16,JHARKHAND,GUMLA,,,
1,INDIA,16,JHARKHAND,HAZARIBAGH,,,
1,INDIA,16,JHARKHAND,JAMTARA,,,
1,INDIA,16,JHARKHAND,KHUNTI,,,
1,INDIA,16,JHARKHAND,KODARMA,,,
1,INDIA,16,JHARKHAND,LATEHAR,,,
1,INDIA,16,JHARKHAND,LOHARDAGA,,,
1,INDIA,16,JHARKHAND,PAKUR,,,
1,INDIA,16,JHARKHAND,PALAMU,,,
1,INDIA,16,JHARKHAND,RAMGARH,,,
1,INDIA,16,JHARKHAND,RANCHI,,,
1,INDIA,16,JHARKHAND,SAHEBGANJ,,,
1,INDIA,16,JHARKHAND,SARAIKELA,,,
1,INDIA,16,JHARKHAND,SIMDEGA,,,
1,INDIA,16,JHARKHAND,PASCHIM SINGHBHUMI,,,
1,INDIA,17,KARNATAKA,BAGALKOT,,,
1,INDIA,17,KARNATAKA,BANGALORE RURAL,,,
1,INDIA,17,KARNATAKA,BANGLORE URBAN,,,
1,INDIA,17,KARNATAKA,BELGAUM,,,
1,INDIA,17,KARNATAKA,BELLARY,,,
1,INDIA,17,KARNATAKA,BIDAR,,,
1,INDIA,17,KARNATAKA,BIJAPUR,,,
1,INDIA,17,KARNATAKA,CHAMARAJANAGAR,,,
1,INDIA,17,KARNATAKA,CHIKBALLAPUR,,,
1,INDIA,17,KARNATAKA,CHIKMAGALUR,,,
1,INDIA,17,KARNATAKA,CHITRADURGA,,,
1,INDIA,17,KARNATAKA,DAKSHIN KANNADA,,,
1,INDIA,17,KARNATAKA,DAVANGERE,,,
1,INDIA,17,KARNATAKA,DHARWAD,,,
1,INDIA,17,KARNATAKA,GADAG,,,
1,INDIA,17,KARNATAKA,GULBARGA,,,
1,INDIA,17,KARNATAKA,HASSAN,,,
1,INDIA,17,KARNATAKA,HAVERI,,,
1,INDIA,17,KARNATAKA,KODAGU,,,
1,INDIA,17,KARNATAKA,KOLAR,,,
1,INDIA,17,KARNATAKA,KOPPAL,,,
1,INDIA,17,KARNATAKA,MANDHYA,,,
1,INDIA,17,KARNATAKA,MYSORE,,,
1,INDIA,17,KARNATAKA,RAICHUR,,,
1,INDIA,17,KARNATAKA,RAMNAGAR,,,
1,INDIA,17,KARNATAKA,SHIMOGA,,,
1,INDIA,17,KARNATAKA,TUMKUR,,,
1,INDIA,17,KARNATAKA,UDUPI,,,
1,INDIA,17,KARNATAKA,UTTAR KANNADA,,,
1,INDIA,17,KARNATAKA,YADGIR,,,
1,INDIA,18,KERALA,ALAPPUZHA,,,
1,INDIA,18,KERALA,ERNAKULAM,,,
1,INDIA,18,KERALA,IDUKKI,,,
1,INDIA,18,KERALA,KANNUR,,,
1,INDIA,18,KERALA,KASARGOD,,,
1,INDIA,18,KERALA,KOLLAM,,,
1,INDIA,18,KERALA,KOTTYAM,,,
1,INDIA,18,KERALA,KOZIKOD,,,
1,INDIA,18,KERALA,MALAPPURAM,,,
1,INDIA,18,KERALA,PALAKKAD,,,
1,INDIA,18,KERALA,PATTANAMITTIA,,,
1,INDIA,18,KERALA,THIRUVANANTHPURAM,,,
1,INDIA,18,KERALA,TRISHUR,,,
1,INDIA,18,KERALA,WAYANAD,,,
1,INDIA,20,MADHYA PRADESH,ALIRAJPUR,,,
1,INDIA,20,MADHYA PRADESH,ANUPPUR,,,
1,INDIA,20,MADHYA PRADESH,ASHOKNAGAR,,,
1,INDIA,20,MADHYA PRADESH,BALAGHAT,,,
1,INDIA,20,MADHYA PRADESH,BARWANI,,,
1,INDIA,20,MADHYA PRADESH,BETUL,,,
1,INDIA,20,MADHYA PRADESH,BHIND,,,
1,INDIA,20,MADHYA PRADESH,BHOPAL,,,
1,INDIA,20,MADHYA PRADESH,BURHANPUR,,,
1,INDIA,20,MADHYA PRADESH,CHHATARPUR,,,
1,INDIA,20,MADHYA PRADESH,CHHINDWARA,,,
1,INDIA,20,MADHYA PRADESH,DAMOH,,,
1,INDIA,20,MADHYA PRADESH,DATIA,,,
1,INDIA,20,MADHYA PRADESH,DEWAS,,,
1,INDIA,20,MADHYA PRADESH,DHAR,,,
1,INDIA,20,MADHYA PRADESH,DINDORI,,,
1,INDIA,20,MADHYA PRADESH,GUNA,,,
1,INDIA,20,MADHYA PRADESH,GWALIOR,,,
1,INDIA,20,MADHYA PRADESH,HARDA,,,
1,INDIA,20,MADHYA PRADESH,HOSHANGABAD,,,
1,INDIA,20,MADHYA PRADESH,INDORE,,,
1,INDIA,20,MADHYA PRADESH,JABALPUR,,,
1,INDIA,20,MADHYA PRADESH,JHABUA,,,
1,INDIA,20,MADHYA PRADESH,KATNI,,,
1,INDIA,20,MADHYA PRADESH,KHANDWA,,,
1,INDIA,20,MADHYA PRADESH,KHARGONE,,,
1,INDIA,20,MADHYA PRADESH,MANDLA,,,
1,INDIA,20,MADHYA PRADESH,MANDSAUR,,,
1,INDIA,20,MADHYA PRADESH,MORENA,,,
1,INDIA,20,MADHYA PRADESH,NARSHIMAPURA,,,
1,INDIA,20,MADHYA PRADESH,NIMACH,,,
1,INDIA,20,MADHYA PRADESH,PANNA,,,
1,INDIA,20,MADHYA PRADESH,RAISEN,,,
1,INDIA,20,MADHYA PRADESH,RAJGARH,,,
1,INDIA,20,MADHYA PRADESH,RATLAM,,,
1,INDIA,20,MADHYA PRADESH,REWA,,,
1,INDIA,20,MADHYA PRADESH,SAGAR,,,
1,INDIA,20,MADHYA PRADESH,SATNA,,,
1,INDIA,20,MADHYA PRADESH,SEHORE,,,
1,INDIA,20,MADHYA PRADESH,SEONI,,,
1,INDIA,20,MADHYA PRADESH,SHAHDOL,,,
1,INDIA,20,MADHYA PRADESH,SHAJAPUR,,,
1,INDIA,20,MADHYA PRADESH,SHEOPUR,,,
1,INDIA,20,MADHYA PRADESH,SHIVPURI,,,
1,INDIA,20,MADHYA PRADESH,SIDHI,,,
