"SiteId","SiteName","Latitude","Longitude","State","Type","District","Block"
"W212058082002201","Kusrangi","21°20'58"" N","82°0'22"" E","07","Dug Well","RAIPUR","ARANG"
"W214130082035501","Arjuni","21°41'30"" N","82°3'55"" E","07","Dug Well","RAIPUR","BALODABAZAR"
"W213709082023301","Chandi","21°37'9"" N","82°2'33"" E","07","Dug Well","RAIPUR","BALODABAZAR"
"W213920082100001","Baloda bazar","21°39'20"" N","82°10'0"" E","07","Dug Well","RAIPUR","BALODABAZAR"
"W213820082203001","Lawan","21°38'20"" N","82°20'30"" E","07","Dug Well","RAIPUR","BALODABAZAR"
"W213930082080501","Baloda bazar1","21°39'30"" N","82°8'5"" E","07","Bore Well","RAIPUR","BALODABAZAR"
"W214151082033401","Arjuni S","21°41'51"" N","82°3'34"" E","07","Bore Well","RAIPUR","BALODABAZAR"
"W214131082165501","Lahaud S","21°41'31"" N","82°16'55"" E","07","Bore Well","RAIPUR","BALODABAZAR"
"W213915082153001","Lahaud","21°39'15"" N","82°15'30"" E","07","Dug Well","RAIPUR","BALODABAZAR"
"W213950082045001","Mudhipar EW","21°39'50"" N","82°4'50"" E","07","Bore Well","RAIPUR","BALODABAZAR"
"W213737082074901","Risda","21°37'37"" N","82°7'49"" E","07","Dug Well","RAIPUR","BALODABAZAR"
"W213345082075101","Amera","21°33'45"" N","82°7'51"" E","07","Dug Well","RAIPUR","BALODABAZAR"
"W214400081570001","Bhattapara-D","21°44'0"" N","81°57'0"" E","07","Bore Well","RAIPUR","BHATAPARA"
"W214430081572001","Bhattapara-S","21°44'30"" N","81°57'20"" E","07","Bore Well","RAIPUR","BHATAPARA"
"W214500081531001","Tarenga","21°45'0"" N","81°53'10"" E","07","Dug Well","RAIPUR","BHATAPARA"
"W213900081581501","Khapri","21°39'0"" N","81°58'15"" E","07","Dug Well","RAIPUR","BHATAPARA"
"W212915082552201","Mandalpur","21°29'15"" N","82°55'22"" E","07","Dug Well","RAIPUR","BILAIGARH"
"W213913082484401","Bhatgaon","21°39'13"" N","82°48'44"" E","07","Dug Well","RAIPUR","BILAIGARH"
"W213815082433001","Bilaigarh","21°38'15"" N","82°43'30"" E","07","Dug Well","RAIPUR","BILAIGARH"
"W213730082550001","Sarsiwa","21°37'30"" N","82°55'0"" E","07","Dug Well","RAIPUR","BILAIGARH"
"W213815082433002","Bilaigarh S","21°38'15"" N","82°43'30"" E","07","Bore Well","RAIPUR","BILAIGARH"
"W205530082083501","Amethi","20°55'30"" N","82°8'35"" E","07","Dug Well","RAIPUR","CHHURA"
"W204845082123001","Chhura","20°48'45"" N","82°12'30"" E","07","Dug Well","RAIPUR","CHHURA"
"W204200082081001","Jalkhamar","20°42'0"" N","82°8'10"" E","07","Dug Well","RAIPUR","CHHURA"
"W195540082373001","Mundagaon","19°55'40"" N","82°37'30"" E","07","Dug Well","RAIPUR","DEOBHOG"
"W195315082390002","Deobhog","19°53'15"" N","82°39'0"" E","07","Dug Well","RAIPUR","DEOBHOG"
"W195815082301501","Gohrapadar - 1","19°58'15"" N","82°30'15"" E","07","Dug Well","RAIPUR","DEOBHOG"
"W211440081371503","Raipur(IGKV)-D","21°14'40"" N","81°37'15"" E","07","Bore Well","RAIPUR","DHARSIWA"
"W211440081371502","Raipur (IGKV)-S","21°14'40"" N","81°37'15"" E","07","Bore Well","RAIPUR","DHARSIWA"
"W211440081371501","Raipur","21°14'40"" N","81°37'15"" E","07","Dug Well","RAIPUR","DHARSIWA"
"W211315081460001","Mandirhasud","21°13'15"" N","81°46'0"" E","07","Dug Well","RAIPUR","DHARSIWA"
"W212430081402001","Dharsiwa","21°24'30"" N","81°40'20"" E","07","Dug Well","RAIPUR","DHARSIWA"
"W211230081404001","Devpuri","21°12'30"" N","81°40'40"" E","07","Dug Well","RAIPUR","DHARSIWA"
"W211000081434501","Manabasti","21°10'0"" N","81°43'45"" E","07","Dug Well","RAIPUR","DHARSIWA"
"W212746081390901","Panderbhata S","21°27'46"" N","81°39'9"" E","07","Bore Well","RAIPUR","DHARSIWA"
"W211949081454401","Semariya","21°19'49"" N","81°45'44"" E","07","Dug Well","RAIPUR","DHARSIWA"
"W212020081422102","Mandhar D","21°20'20"" N","81°42'21"" E","07","Bore Well","RAIPUR","DHARSIWA"
"W212020081422101","Mandhar S","21°20'20"" N","81°42'21"" E","07","Bore Well","RAIPUR","DHARSIWA"
"W212430081402003","Dharsiwa D","21°24'30"" N","81°40'20"" E","07","Bore Well","RAIPUR","DHARSIWA"
"W212430081402002","Dharsiwa S","21°24'30"" N","81°40'20"" E","07","Bore Well","RAIPUR","DHARSIWA"
"W211250081370801","Bhatagaon","21°12'50"" N","81°37'8"" E","07","Dug Well","RAIPUR","DHARSIWA"
"W211152081412301","Dumatarai","21°11'52"" N","81°41'23"" E","07","Dug Well","RAIPUR","DHARSIWA"
"W211245081404002","Deopuri","21°12'45"" N","81°40'40"" E","07","Dug Well","RAIPUR","DHARSIWA"
"W213427081462101","Biladi","21°34'27"" N","81°46'21"" E","07","Dug Well","RAIPUR","DHARSIWA"
"W214254081472602","Tatibandh MVM","21°42'54"" N","81°47'26"" E","07","Dug Well","RAIPUR","DHARSIWA"
"W212353081402201","Charauda","21°23'53"" N","81°40'22"" E","07","Dug Well","RAIPUR","DHARSIWA"
"W212115081392502","Sakara","21°21'15"" N","81°39'25"" E","07","Dug Well","RAIPUR","DHARSIWA"
"W212110081423701","Mandhar","21°21'10"" N","81°42'37"" E","07","Dug Well","RAIPUR","DHARSIWA"
"W211422081350202","Rsu Raipur","21°14'22"" N","81°35'2"" E","07","Dug Well","RAIPUR","DHARSIWA"
"W211418081373002","Amapara NHS","21°14'18"" N","81°37'30"" E","07","Dug Well","RAIPUR","DHARSIWA"
"W211152081412302","Dumartarai","21°11'52"" N","81°41'23"" E","07","Dug Well","RAIPUR","DHARSIWA"
"W205258081572101","Devri","20°52'58"" N","81°57'21"" E","07","Dug Well","RAIPUR","GARIYABAND"
"W203755082034001","Gariyaband -1","20°37'55"" N","82°3'40"" E","07","Dug Well","RAIPUR","GARIYABAND"
"W203731082040001","Gariabandh-s","20°37'31"" N","82°4'0"" E","07","Bore Well","RAIPUR","GARIYABAND"
"W202300082151501","Dhawalpur","20°23'0"" N","82°15'15"" E","07","Dug Well","RAIPUR","GARIYABAND"
"W203200082070001","Joba","20°32'0"" N","82°7'0"" E","07","Dug Well","RAIPUR","GARIYABAND"
"W202900082120001","Bindra nawagarh","20°29'0"" N","82°12'0"" E","07","Dug Well","RAIPUR","GARIYABAND"
"W203730082040001","Gariyaband","20°37'30"" N","82°4'0"" E","07","Dug Well","RAIPUR","GARIYABAND"
"W203730082040002","Gariyaband-d","20°37'30"" N","82°4'0"" E","07","Bore Well","RAIPUR","GARIYABAND"
"W213700082260001","Kasdol","21°37'0"" N","82°26'0"" E","07","Dug Well","RAIPUR","KASDOL"
"W214115082334001","Haswa","21°41'15"" N","82°33'40"" E","07","Dug Well","RAIPUR","KASDOL"
"W213715082253501","Kasdol-s PZ","21°37'15"" N","82°25'35"" E","07","Bore Well","RAIPUR","KASDOL"
"W212800082170001","Mudhipar","21°28'0"" N","82°17'0"" E","07","Dug Well","RAIPUR","KASDOL"
"W213908082292901","Sel","21°39'8"" N","82°29'29"" E","07","Dug Well","RAIPUR","KASDOL"
"W213715082253502","Kasdol-d","21°37'15"" N","82°25'35"" E","07","Bore Well","RAIPUR","KASDOL"
"W212515082160001","Aouri","21°25'15"" N","82°16'0"" E","07","Dug Well","RAIPUR","KASDOL"
"W213857082385701","Tundei","21°38'57"" N","82°38'57"" E","07","Dug Well","RAIPUR","KASDOL"
"W201100082154501","Taurenga","20°11'0"" N","82°15'45"" E","07","Dug Well","RAIPUR","MAINPUR"
"W201350082120001","Jhariabara","20°13'50"" N","82°12'0"" E","07","Dug Well","RAIPUR","MAINPUR"
"W200430082221501","Indagaon","20°4'30"" N","82°22'15"" E","07","Dug Well","RAIPUR","MAINPUR"
"W200130082240001","Burgal tappa","20°1'30"" N","82°24'0"" E","07","Dug Well","RAIPUR","MAINPUR"
"W201740082133001","Mainpur","20°17'40"" N","82°13'30"" E","07","Dug Well","RAIPUR","MAINPUR"
"W213145082094501","Palari","21°31'45"" N","82°9'45"" E","07","Dug Well","RAIPUR","PALARI"
"W212700082043001","Sandi","21°27'0"" N","82°4'30"" E","07","Dug Well","RAIPUR","PALARI"
"W212800082043001","Sandi1","21°28'0"" N","82°4'30"" E","07","Bore Well","RAIPUR","PALARI"
"W213151082100602","Palari S","21°31'51"" N","82°10'6"" E","07","Bore Well","RAIPUR","PALARI"
"W213151082100601","Palari D","21°31'51"" N","82°10'6"" E","07","Bore Well","RAIPUR","PALARI"
"W205800081530001","Rajim  ","20°58'0"" N","81°53'0"" E","07","Dug Well","RAIPUR","RAJIM"
"W205250081551501","Sursabandha","20°52'50"" N","81°55'15"" E","07","Dug Well","RAIPUR","RAJIM"
"W204630081564501","Panduka","20°46'30"" N","81°56'45"" E","07","Dug Well","RAIPUR","RAJIM"
"W205800081530003","Rajim-d PZ","20°58'0"" N","81°53'0"" E","07","Bore Well","RAIPUR","RAJIM"
"W205800081530002","Rajim-s PZ","20°58'0"" N","81°53'0"" E","07","Bore Well","RAIPUR","RAJIM"
"W205800082020002","Fingeshwar- I","20°58'0"" N","82°2'0"" E","07","Dug Well","RAIPUR","RAJIM"
"W205800082020001","Fingeshwar","20°58'0"" N","82°2'0"" E","07","Dug Well","RAIPUR","RAJIM"
"W210230082044501","Kanekera","21°2'30"" N","82°4'45"" E","07","Dug Well","RAIPUR","RAJIM"
"W213730081421501","Simga","21°37'30"" N","81°42'15"" E","07","Dug Well","RAIPUR","SIMGA"
"W213633081510001","Urela","21°36'33"" N","81°51'0"" E","07","Dug Well","RAIPUR","SIMGA"
"W214127081465301","Dhamarkhera","21°41'27"" N","81°46'53"" E","07","Dug Well","RAIPUR","SIMGA"
"W213657081582601","Suhela","21°36'57"" N","81°58'26"" E","07","Dug Well","RAIPUR","SIMGA"
"W213730081421503","Simga-d","21°37'30"" N","81°42'15"" E","07","Bore Well","RAIPUR","SIMGA"
"W213730081421502","Simga-s","21°37'30"" N","81°42'15"" E","07","Bore Well","RAIPUR","SIMGA"
"W214254081472601","Darchura","21°42'54"" N","81°47'26"" E","07","Dug Well","RAIPUR","SIMGA"
"W212200081482501","Saragaon","21°22'0"" N","81°48'25"" E","07","Dug Well","RAIPUR","TILDA"
"W213305081474501","Tilda","21°33'5"" N","81°47'45"" E","07","Dug Well","RAIPUR","TILDA"
"W212315081551501","Kharora","21°23'15"" N","81°55'15"" E","07","Dug Well","RAIPUR","TILDA"
"W212757081515401","Chicholi","21°27'57"" N","81°51'54"" E","07","Dug Well","RAIPUR","TILDA"
"W212926081412101","Tarpongi","21°29'26"" N","81°41'21"" E","07","Dug Well","RAIPUR","TILDA"
"W212407081591701","Kanki S","21°24'7"" N","81°59'17"" E","07","Bore Well","RAIPUR","TILDA"
"W212407081591702","Kanki D","21°24'7"" N","81°59'17"" E","07","Bore Well","RAIPUR","TILDA"
"W212951081444801","Chanderi","21°29'51"" N","81°44'48"" E","07","Dug Well","RAIPUR","TILDA"
"W212634081430301","Raita Satna Ni Para","21°26'34"" N","81°43'3"" E","07","Dug Well","RAIPUR","TILDA"
"W212748081394801","Pandan Bhata","21°27'48"" N","81°39'48"" E","07","Dug Well","RAIPUR","TILDA"
"W213330081472001","Tilda S","21°33'30"" N","81°47'20"" E","07","Bore Well","RAIPUR","TILDA"
"W213316081475201","Tilda Purani Basti","21°33'16"" N","81°47'52"" E","07","Dug Well","RAIPUR","TILDA"
"W205000080443001","Bandha Bazar","20°50'0"" N","80°44'30"" E","07","Dug Well","RAJNANDGAON","AMBA CHAUKI"
"W213952081054301","Gandaipandaria","21°39'52"" N","81°5'43"" E","07","Dug Well","RAJNANDGAON","CHHUIKHADAN"
"W213950081063201","Gandai5","21°39'50"" N","81°6'32"" E","07","Bore Well","RAJNANDGAON","CHHUIKHADAN"
"W213130080594501","Chuikhadan","21°31'30"" N","80°59'45"" E","07","Dug Well","RAJNANDGAON","CHHUIKHADAN"
"W214225080573301","Mohgaon","21°42'25"" N","80°57'33"" E","07","Dug Well","RAJNANDGAON","CHHUIKHADAN"
"W213717081042001","Narmada","21°37'17"" N","81°4'20"" E","07","Dug Well","RAJNANDGAON","CHHUIKHADAN"
"W213658081095101","Birampurkala","21°36'58"" N","81°9'51"" E","07","Dug Well","RAJNANDGAON","CHHUIKHADAN"
"W205326080460702","Kumarda.1","20°53'26"" N","80°46'7"" E","07","Dug Well","RAJNANDGAON","CHHURIYA"
"W210500080351501","Chirchari","21°5'0"" N","80°35'15"" E","07","Dug Well","RAJNANDGAON","CHHURIYA"
"W205815080512502","Dongargaon.1","20°58'15"" N","80°51'25"" E","07","Dug Well","RAJNANDGAON","DONGARGAON"
"W210435080491601","Tappa","21°4'35"" N","80°49'16"" E","07","Dug Well","RAJNANDGAON","DONGARGARH"
"W210600080411001","Lal bhadurnagar","21°6'0"" N","80°41'10"" E","07","Dug Well","RAJNANDGAON","DONGARGARH"
"W211518080513401","Dhara","21°15'18"" N","80°51'34"" E","07","Dug Well","RAJNANDGAON","DONGARGARH"
"W211105080453503","Dongargarh-sPZ","21°11'5"" N","80°45'35"" E","07","Bore Well","RAJNANDGAON","DONGARGARH"
"W211105080453502","Dongargarh-d PZ","21°11'5"" N","80°45'35"" E","07","Bore Well","RAJNANDGAON","DONGARGARH"
"W211105080453501","Dongargarh","21°11'5"" N","80°45'35"" E","07","Dug Well","RAJNANDGAON","DONGARGARH"
"W210148080521401","Diwanbhedi","21°1'48"" N","80°52'14"" E","07","Dug Well","RAJNANDGAON","DONGARGARH"
"W210456080441702","Uraidabritola","21°4'56"" N","80°44'17"" E","07","Dug Well","RAJNANDGAON","DONGARGARH"
"W210848080482801","Mutpar","21°8'48"" N","80°48'28"" E","07","Dug Well","RAJNANDGAON","DONGARGARH"
"W210404080403401","Chinohola","21°4'4"" N","80°40'34"" E","07","Dug Well","RAJNANDGAON","DONGARGARH"
"W210732080424101","Ramatola","21°7'32"" N","80°42'41"" E","07","Dug Well","RAJNANDGAON","DONGARGARH"
"W210559080420501","Govindpur","21°5'59"" N","80°42'5"" E","07","Dug Well","RAJNANDGAON","DONGARGARH"
"W211310080493201","Reevagaon","21°13'10"" N","80°49'32"" E","07","Dug Well","RAJNANDGAON","DONGARGARH"
"W212600080581501","Khairagarh","21°26'0"" N","80°58'15"" E","07","Dug Well","RAJNANDGAON","KHAIRAGARH"
"W212354080531501","Salhe Bara","21°23'54"" N","80°53'15"" E","07","Dug Well","RAJNANDGAON","KHAIRAGARH"
"W212315080504501","Baigatola","21°23'15"" N","80°50'45"" E","07","Dug Well","RAJNANDGAON","KHAIRAGARH"
"W212202081064501","Rangkathera","21°22'2"" N","81°6'45"" E","07","Dug Well","RAJNANDGAON","KHAIRAGARH"
"W211900080544501","Salgapat","21°19'0"" N","80°54'45"" E","07","Dug Well","RAJNANDGAON","KHAIRAGARH"
"W211913080515301","Sahaspur Dalli","21°19'13"" N","80°51'53"" E","07","Dug Well","RAJNANDGAON","KHAIRAGARH"
"W212051080584401","Badaitola","21°20'51"" N","80°58'44"" E","07","Dug Well","RAJNANDGAON","KHAIRAGARH"
"W212313081042001","Madrakuhi","21°23'13"" N","81°4'20"" E","07","Dug Well","RAJNANDGAON","KHAIRAGARH"
"W212431081002301","Dhaneli","21°24'31"" N","81°0'23"" E","07","Dug Well","RAJNANDGAON","KHAIRAGARH"
"W210726081084801","Somni","21°7'26"" N","81°8'48"" E","07","Dug Well","RAJNANDGAON","RAJNANDGAON"
"W210200081023001","Singhola","21°2'0"" N","81°2'30"" E","07","Dug Well","RAJNANDGAON","RAJNANDGAON"
"W210530081023001","Rajnandgaon","21°5'30"" N","81°2'30"" E","07","Dug Well","RAJNANDGAON","RAJNANDGAON"
"W210630081022601","Rajnandgaon-D PZ","21°6'30"" N","81°2'26"" E","07","Bore Well","RAJNANDGAON","RAJNANDGAON"
"W210630081022602","Rajnandgaon-S PZ","21°6'30"" N","81°2'26"" E","07","Bore Well","RAJNANDGAON","RAJNANDGAON"
"W211655081075901","Saloni","21°16'55"" N","81°7'59"" E","07","Dug Well","RAJNANDGAON","RAJNANDGAON"
"W211000081021001","Talai","21°10'0"" N","81°2'10"" E","07","Dug Well","RAJNANDGAON","RAJNANDGAON"
"W211430081014504","Thelkadih - 1","21°14'30"" N","81°1'45"" E","07","Dug Well","RAJNANDGAON","RAJNANDGAON"
"W210652080543302","Dhaba","21°6'52"" N","80°54'33"" E","07","Dug Well","RAJNANDGAON","RAJNANDGAON"
"W211430081014501","Thelkadih","21°14'30"" N","81°1'45"" E","07","Dug Well","RAJNANDGAON","RAJNANDGAON"
"W210319081025101","Rampur","21°3'19"" N","81°2'51"" E","07","Dug Well","RAJNANDGAON","RAJNANDGAON"
"W210706081002101","Ravagahan","21°7'6"" N","81°0'21"" E","07","Dug Well","RAJNANDGAON","RAJNANDGAON"
"W205952081031501","Ranitarai","20°59'52"" N","81°3'15"" E","07","Dug Well","RAJNANDGAON","RAJNANDGAON"
"W225708083155001","Nawapara","22°57'8"" N","83°15'50"" E","07","Dug Well","SURGUJA","AMBIKAPUR"
"W230011083134901","Darima","23°0'11"" N","83°13'49"" E","07","Dug Well","SURGUJA","AMBIKAPUR"
"W231116083160301","Parsa","23°11'16"" N","83°16'3"" E","07","Dug Well","SURGUJA","AMBIKAPUR"
"W230630083120003","Ambikapur-D","23°6'30"" N","83°12'0"" E","07","Bore Well","SURGUJA","AMBIKAPUR"
"W231430083185002","Baghima","23°14'30"" N","83°18'50"" E","07","Dug Well","SURGUJA","AMBIKAPUR"
"W230630083120001","Ambikapur","23°6'30"" N","83°12'0"" E","07","Dug Well","SURGUJA","AMBIKAPUR"
"W230630083120002","Ambikapur-s","23°6'30"" N","83°12'0"" E","07","Bore Well","SURGUJA","AMBIKAPUR"
"W225856083131301","Chatakpur","22°58'56"" N","83°13'13"" E","07","Dug Well","SURGUJA","AMBIKAPUR"
"W230416083124301","Kakalo","23°4'16"" N","83°12'43"" E","07","Dug Well","SURGUJA","AMBIKAPUR"
"W230149083142801","Rajpari","23°1'49"" N","83°14'28"" E","07","Dug Well","SURGUJA","AMBIKAPUR"
"W233525083370001","Balrampur","23°35'25"" N","83°37'0"" E","07","Dug Well","SURGUJA","BALRAMPUR"
"W232700083313001","Pasta","23°27'0"" N","83°31'30"" E","07","Dug Well","SURGUJA","BALRAMPUR"
"W233525083370003","Balrampur S","23°35'25"" N","83°37'0"" E","07","Bore Well","SURGUJA","BALRAMPUR"
"W233525083370002","Balrampur D","23°35'25"" N","83°37'0"" E","07","Bore Well","SURGUJA","BALRAMPUR"
"W232653083320801","Pasta S","23°26'53"" N","83°32'8"" E","07","Bore Well","SURGUJA","BALRAMPUR"
"W225850083242501","Batauli","22°58'50"" N","83°24'25"" E","07","Dug Well","SURGUJA","BATAULI"
"W225420083270001","Mangari","22°54'20"" N","83°27'0"" E","07","Dug Well","SURGUJA","BATAULI"
"W225050083245001","Bandana","22°50'50"" N","83°24'50"" E","07","Dug Well","SURGUJA","BATAULI"
"W225917083241102","Batauli S","22°59'17"" N","83°24'11"" E","07","Bore Well","SURGUJA","BATAULI"
"W232415082520001","Bhaiyathan","23°24'15"" N","82°52'0"" E","07","Bore Well","SURGUJA","BHAIYATHAN"
"W231745083363201","Shankargarh S","23°17'45"" N","83°36'32"" E","07","Bore Well","SURGUJA","KUSMI"
"W225859083022501","Laxmanpur","22°58'59"" N","83°2'25"" E","07","Dug Well","SURGUJA","LAKHANPUR"
"W230330083060001","Udaipur Dhah","23°3'30"" N","83°6'0"" E","07","Dug Well","SURGUJA","LAKHANPUR"
"W225200083040001","Kunni","22°52'0"" N","83°4'0"" E","07","Dug Well","SURGUJA","LAKHANPUR"
"W230257083202401","Lamgaon","23°2'57"" N","83°20'24"" E","07","Dug Well","SURGUJA","LUNDRA"
"W230600083211501","Bulga","23°6'0"" N","83°21'15"" E","07","Dug Well","SURGUJA","LUNDRA"
"W231142083261801","Dhaurpur","23°11'42"" N","83°26'18"" E","07","Dug Well","SURGUJA","LUNDRA"
"W230700083243001","Lundra","23°7'0"" N","83°24'30"" E","07","Dug Well","SURGUJA","LUNDRA"
"W231142083244801","Dhaurpur S","23°11'42"" N","83°24'48"" E","07","Bore Well","SURGUJA","LUNDRA"
"W230716083244801","Lundra S","23°7'16"" N","83°24'48"" E","07","Bore Well","SURGUJA","LUNDRA"
"W231338083243501","Amdih","23°13'38"" N","83°24'35"" E","07","Dug Well","SURGUJA","LUNDRA"
"W224945083171701","Kamleswarpur","22°49'45"" N","83°17'17"" E","07","Dug Well","SURGUJA","MAINPAT"
"W225358083172501","Nagadand","22°53'58"" N","83°17'25"" E","07","Dug Well","SURGUJA","MAINPAT"
"W232826082483201","Odigi","23°28'26"" N","82°48'32"" E","07","Dug Well","SURGUJA","ODGI"
"W231800083044501","Songara","23°18'0"" N","83°4'45"" E","07","Dug Well","SURGUJA","PRATAPPUR"
"W233040083092501","Chandora","23°30'40"" N","83°9'25"" E","07","Dug Well","SURGUJA","PRATAPPUR"
"W232900083121002","Pratappur - 1","23°29'0"" N","83°12'10"" E","07","Dug Well","SURGUJA","PRATAPPUR"
"W232545083033001","Gonda","23°25'45"" N","83°3'30"" E","07","Dug Well","SURGUJA","PRATAPPUR"
"W232243083114201","Jagannathpur","23°22'43"" N","83°11'42"" E","07","Dug Well","SURGUJA","PRATAPPUR"
"W233852083103501","Reonti","23°38'52"" N","83°10'35"" E","07","Dug Well","SURGUJA","PRATAPPUR"
"W232900083121001","Pratappur","23°29'0"" N","83°12'10"" E","07","Dug Well","SURGUJA","PRATAPPUR"
"W231900083044501","Songara1","23°19'0"" N","83°4'45"" E","07","Bore Well","SURGUJA","PRATAPPUR"
"W233555083090101","Veria","23°35'55"" N","83°9'1"" E","07","Dug Well","SURGUJA","PRATAPPUR"
"W225000082442301","Tara1","22°50'0"" N","82°44'23"" E","07","Bore Well","SURGUJA","PREMNAGAR"
"W225030082443001","Tara","22°50'30"" N","82°44'30"" E","07","Dug Well","SURGUJA","PREMNAGAR"
"W225800082414501","Premnagar","22°58'0"" N","82°41'45"" E","07","Dug Well","SURGUJA","PREMNAGAR"
"W225800082414502","Premnagar D","22°58'0"" N","82°41'45"" E","07","Bore Well","SURGUJA","PREMNAGAR"
"W232448083192401","Makanpur","23°24'48"" N","83°19'24"" E","07","Dug Well","SURGUJA","RAJPUR"
"W232015083241502","Rajpur1","23°20'15"" N","83°24'15"" E","07","Bore Well","SURGUJA","RAJPUR"
"W232015083241501","Rajpur","23°20'15"" N","83°24'15"" E","07","Dug Well","SURGUJA","RAJPUR"
"W231959083303101","Bhadori","23°19'59"" N","83°30'31"" E","07","Dug Well","SURGUJA","RAJPUR"
"W232304083280101","Alkadih","23°23'4"" N","83°28'1"" E","07","Dug Well","SURGUJA","RAJPUR"
"W230200083280301","Ghorghadi","23°2'0"" N","83°28'3"" E","07","Dug Well","SURGUJA","RAJPUR"
"W231923083211101","Kurji","23°19'23"" N","83°21'11"" E","07","Dug Well","SURGUJA","RAJPUR"
"W232502083032801","Basin","23°25'2"" N","83°3'28"" E","07","Dug Well","SURGUJA","RAJPUR"
"W230900082433001","Ramanuj nagar","23°9'0"" N","82°43'30"" E","07","Dug Well","SURGUJA","RAMANUJNAGAR"
"W230450082380701","Ganeshpur","23°4'50"" N","82°38'7"" E","07","Dug Well","SURGUJA","RAMANUJNAGAR"
"W234740083410001","Ramanujganj","23°47'40"" N","83°41'0"" E","07","Dug Well","SURGUJA","RAMCHANDRAPUR"
"W234720083253001","Dhamni","23°47'20"" N","83°25'30"" E","07","Dug Well","SURGUJA","RAMCHANDRAPUR"
"W234615083344501","Mahavirganj","23°46'15"" N","83°34'45"" E","07","Dug Well","SURGUJA","RAMCHANDRAPUR"
"W234515083410001","Aragahi","23°45'15"" N","83°41'0"" E","07","Dug Well","SURGUJA","RAMCHANDRAPUR"
"W234120083393002","Tattapani1","23°41'20"" N","83°39'30"" E","07","Bore Well","SURGUJA","RAMCHANDRAPUR"
"W234120083393001","Tattapani","23°41'20"" N","83°39'30"" E","07","Dug Well","SURGUJA","RAMCHANDRAPUR"
"W234902083233801","Nawdih","23°49'2"" N","83°23'38"" E","07","Dug Well","SURGUJA","RAMCHANDRAPUR"
"W234859083275501","Bagra","23°48'59"" N","83°27'55"" E","07","Dug Well","SURGUJA","RAMCHANDRAPUR"
"W231803083343201","Bachwar","23°18'3"" N","83°34'32"" E","07","Dug Well","SURGUJA","SHANKARGARH"
"W231842083333701","Sargaon","23°18'42"" N","83°33'37"" E","07","Dug Well","SURGUJA","SHANKARGARH"
"W224610083293002","Sitapur-d","22°46'10"" N","83°29'30"" E","07","Bore Well","SURGUJA","SITAPUR"
"W224400083283501","Pratapgarh","22°44'0"" N","83°28'35"" E","07","Dug Well","SURGUJA","SITAPUR"
"W224610083293001","Sitapur-s","22°46'10"" N","83°29'30"" E","07","Bore Well","SURGUJA","SITAPUR"
"W231430083114001","Latori","23°14'30"" N","83°11'40"" E","07","Dug Well","SURGUJA","SURAJPUR"
"W232040082461501","Badsara","23°20'40"" N","82°46'15"" E","07","Dug Well","SURGUJA","SURAJPUR"
"W231243082522201","Surajpur","23°12'43"" N","82°52'22"" E","07","Dug Well","SURGUJA","SURAJPUR"
"W231243082522202","Surajpur1","23°12'43"" N","82°52'22"" E","07","Bore Well","SURGUJA","SURAJPUR"
"W231721082521501","Jhasi","23°17'21"" N","82°52'15"" E","07","Dug Well","SURGUJA","SURAJPUR"
"W232110082514701","Sirsi","23°21'10"" N","82°51'47"" E","07","Dug Well","SURGUJA","SURAJPUR"
"W231424082481201","Deonagar","23°14'24"" N","82°48'12"" E","07","Dug Well","SURGUJA","SURAJPUR"
"W230915083063001","Ajabnagar ","23°9'15"" N","83°6'30"" E","07","Dug Well","SURGUJA","SURAJPUR"
"W231105082581801","Jaynagar","23°11'5"" N","82°58'18"" E","07","Dug Well","SURGUJA","SURAJPUR"
"W231141083033301","Kanakpur","23°11'41"" N","83°3'33"" E","07","Dug Well","SURGUJA","SURAJPUR"
"W231450083120001","Kalyanpur","23°14'50"" N","83°12'0"" E","07","Dug Well","SURGUJA","SURAJPUR"
"W225430082565002","Udaipur-d","22°54'30"" N","82°56'50"" E","07","Bore Well","SURGUJA","UDEYPUR"
"W225430082570001","Udaipur","22°54'30"" N","82°57'0"" E","07","Dug Well","SURGUJA","UDEYPUR"
"W225342082512501","Dandgaon","22°53'42"" N","82°51'25"" E","07","Dug Well","SURGUJA","UDEYPUR"
"W225430082565001","Udaipur-s","22°54'30"" N","82°56'50"" E","07","Bore Well","SURGUJA","UDEYPUR"
"W234600083114501","Wadrafnagar","23°46'0"" N","83°11'45"" E","07","Dug Well","SURGUJA","WADRAFNAGAR"
"W234552083114802","Wadrafnagar-d","23°45'52"" N","83°11'48"" E","07","Bore Well","SURGUJA","WADRAFNAGAR"
"W234552083114801","Wadrafnagar-s","23°45'52"" N","83°11'48"" E","07","Bore Well","SURGUJA","WADRAFNAGAR"
"W234850083165001","Karmdiha","23°48'50"" N","83°16'50"" E","07","Dug Well","SURGUJA","WADRAFNAGAR"
"W234850083053001","Mahewa","23°48'50"" N","83°5'30"" E","07","Dug Well","SURGUJA","WADRAFNAGAR"
"W201505073003001","Samarvarni","20°15'5"" N","73°0'30"" E","08","Dug Well","DADAR & NAGAR HAVELI","DADAR & NAGAR HAVELI"
"W201550073042501","Umarkui (Hathpada)","20°15'50"" N","73°4'25"" E","08","Dug Well","DADAR & NAGAR HAVELI","DADAR & NAGAR HAVELI"
